time;V(/VoutN)1;V(/VoutP)1;V(/BiasOut)1;a
0,439563;-0,535446;0,509125;0,0358718;
0,439573;-0,532726;0,506481;0,0357001;
0,439583;-0,529981;0,503813;0,0355267;
0,439593;-0,527212;0,50112;0,0353515;
0,439603;-0,524417;0,498402;0,0351746;
0,439613;-0,521599;0,495661;0,034996;
0,439623;-0,518755;0,492895;0,0348158;
0,439633;-0,515888;0,490105;0,0346338;
0,439643;-0,512996;0,487291;0,0344501;
0,439653;-0,510081;0,484453;0,0342648;
0,439663;-0,507141;0,481591;0,0340778;
0,439673;-0,504178;0,478706;0,0338891;
0,439683;-0,501192;0,475798;0,0336988;
0,439693;-0,498182;0,472866;0,0335068;
0,439703;-0,495148;0,469911;0,0333133;
0,439713;-0,492092;0,466934;0,033118;
0,439723;-0,489012;0,463933;0,0329212;
0,439733;-0,48591;0,46091;0,0327228;
0,439743;-0,482785;0,457864;0,0325227;
0,439753;-0,479638;0,454796;0,0323211;
0,439763;-0,476468;0,451706;0,0321179;
0,439773;-0,473276;0,448593;0,0319131;
0,439783;-0,470061;0,445459;0,0317068;
0,439793;-0,466825;0,442302;0,0314989;
0,439803;-0,463567;0,439125;0,0312895;
0,439813;-0,460288;0,435925;0,0310785;
0,439823;-0,456987;0,432704;0,030866;
0,439833;-0,453664;0,429462;0,030652;
0,439843;-0,450321;0,426199;0,0304365;
0,439853;-0,446956;0,422916;0,0302195;
0,439863;-0,443571;0,419611;0,030001;
0,439873;-0,440165;0,416286;0,0297811;
0,439883;-0,436739;0,41294;0,0295597;
0,439893;-0,433292;0,409575;0,0293368;
0,439903;-0,429825;0,406189;0,0291125;
0,439913;-0,426338;0,402783;0,0288868;
0,439923;-0,422831;0,399357;0,0286596;
0,439933;-0,419304;0,395912;0,028431;
0,439943;-0,415758;0,392447;0,0282011;
0,439953;-0,412193;0,388964;0,0279697;
0,439963;-0,408608;0,385461;0,027737;
0,439973;-0,405005;0,381939;0,0275029;
0,439983;-0,401382;0,378398;0,0272674;
0,439993;-0,397741;0,374839;0,0270306;
0,440003;-0,394082;0,371261;0,0267924;
0,440013;-0,390404;0,367665;0,026553;
0,440023;-0,386708;0,364051;0,0263122;
0,440033;-0,382994;0,360419;0,0260701;
0,440043;-0,379263;0,356769;0,0258267;
0,440053;-0,375513;0,353102;0,0255821;
0,440063;-0,371747;0,349418;0,0253361;
0,440073;-0,367963;0,345716;0,0250889;
0,440083;-0,364162;0,341997;0,0248405;
0,440093;-0,360344;0,338261;0,0245908;
0,440103;-0,35651;0,334509;0,0243399;
0,440113;-0,352658;0,33074;0,0240878;
0,440123;-0,348791;0,326954;0,0238345;
0,440133;-0,344908;0,323153;0,02358;
0,440143;-0,341008;0,319336;0,0233244;
0,440153;-0,337093;0,315503;0,0230675;
0,440163;-0,333162;0,311654;0,0228095;
0,440173;-0,329216;0,30779;0,0225504;
0,440183;-0,325254;0,30391;0,0222902;
0,440193;-0,321278;0,300016;0,0220288;
0,440203;-0,317287;0,296107;0,0217663;
0,440213;-0,313281;0,292183;0,0215027;
0,440223;-0,309261;0,288245;0,0212381;
0,440233;-0,305226;0,284292;0,0209724;
0,440243;-0,301177;0,280325;0,0207056;
0,440253;-0,297115;0,276345;0,0204378;
0,440263;-0,293039;0,27235;0,0201689;
0,440273;-0,288949;0,268342;0,0198991;
0,440283;-0,284846;0,264321;0,0196282;
0,440293;-0,28073;0,260287;0,0193563;
0,440303;-0,276601;0,256239;0,0190835;
0,440313;-0,272459;0,252179;0,0188097;
0,440323;-0,268305;0,248106;0,0185349;
0,440333;-0,264139;0,244021;0,0182592;
0,440343;-0,25996;0,239924;0,0179826;
0,440353;-0,25577;0,235815;0,017705;
0,440363;-0,251568;0,231694;0,0174265;
0,440373;-0,247354;0,227561;0,0171472;
0,440383;-0,243129;0,223417;0,0168669;
0,440393;-0,238893;0,219262;0,0165858;
0,440403;-0,234646;0,215096;0,0163039;
0,440413;-0,230389;0,210919;0,0160211;
0,440423;-0,226121;0,206732;0,0157375;
0,440433;-0,221843;0,202534;0,0154531;
0,440443;-0,217554;0,198325;0,0151678;
0,440453;-0,213256;0,194107;0,0148818;
0,440463;-0,208948;0,189879;0,014595;
0,440473;-0,20463;0,185642;0,0143075;
0,440483;-0,200304;0,181395;0,0140192;
0,440493;-0,195968;0,177139;0,0137301;
0,440503;-0,191623;0,172874;0,0134404;
0,440513;-0,18727;0,1686;0,0131499;
0,440523;-0,182909;0,164318;0,0128588;
0,440533;-0,178539;0,160027;0,012567;
0,440543;-0,174161;0,155728;0,0122745;
0,440553;-0,169775;0,151421;0,0119813;
0,440563;-0,165382;0,147106;0,0116875;
0,440573;-0,160981;0,142784;0,0113931;
0,440583;-0,156573;0,138455;0,0110981;
0,440593;-0,152159;0,134118;0,0108025;
0,440603;-0,147737;0,129774;0,0105063;
0,440613;-0,143309;0,125424;0,0102095;
0,440623;-0,138875;0,121067;0,00991221;
0,440633;-0,134434;0,116704;0,00961434;
0,440643;-0,129988;0,112335;0,00931594;
0,440653;-0,125536;0,10796;0,00901703;
0,440663;-0,121078;0,103579;0,00871762;
0,440673;-0,116615;0,0991928;0,00841772;
0,440683;-0,112147;0,0948014;0,00811735;
0,440693;-0,107675;0,0904048;0,00781652;
0,440703;-0,103197;0,0860034;0,00751524;
0,440713;-0,0987156;0,0815974;0,00721354;
0,440723;-0,0942297;0,077187;0,00691141;
0,440733;-0,0897397;0,0727724;0,00660889;
0,440743;-0,085246;0,0683538;0,00630597;
0,440753;-0,0807487;0,0639313;0,00600268;
0,440763;-0,0762481;0,0595054;0,00569904;
0,440773;-0,0717444;0,055076;0,00539504;
0,440783;-0,0672378;0,0506435;0,00509071;
0,440793;-0,0627284;0,0462081;0,00478607;
0,440803;-0,0582166;0,04177;0,00448112;
0,440813;-0,0537025;0,0373293;0,00417588;
0,440823;-0,0491864;0,0328863;0,00387036;
0,440833;-0,0446684;0,0284413;0,00356459;
0,440843;-0,0401489;0,0239944;0,00325856;
0,440853;-0,0356279;0,0195458;0,00295231;
0,440863;-0,0311057;0,0150957;0,00264583;
0,440873;-0,0265826;0,0106445;0,00233915;
0,440883;-0,0220587;0,00619215;0,00203229;
0,440893;-0,0175343;0,00173903;0,00172524;
0,440903;-0,0130096;-0,00271469;0,00141804;
0,440913;-0,00848476;-0,0071688;0,00111068;
0,440923;-0,00396003;-0,0116231;0,000803199;
0,440933;0,000564367;-0,0160773;0,000495595;
0,440943;0,00508822;-0,0205313;0,000187887;
0,440953;0,00961131;-0,0249849;-0,00011991;
0,440963;0,0141334;-0,0294377;-0,000427783;
0,440973;0,0186544;-0,0338897;-0,000735718;
0,440983;0,0231739;-0,0383405;-0,0010437;
0,440993;0,0276918;-0,0427901;-0,00135171;
0,441003;0,0322078;-0,0472381;-0,00165974;
0,441013;0,0367218;-0,0516844;-0,00196778;
0,441023;0,0412335;-0,0561287;-0,0022758;
0,441033;0,0457428;-0,0605709;-0,0025838;
0,441043;0,0502493;-0,0650107;-0,00289176;
0,441053;0,0547529;-0,0694479;-0,00319967;
0,441063;0,0592534;-0,0738823;-0,00350751;
0,441073;0,0637506;-0,0783137;-0,00381527;
0,441083;0,0682441;-0,0827418;-0,00412293;
0,441093;0,0727339;-0,0871666;-0,00443048;
0,441103;0,0772198;-0,0915876;-0,0047379;
0,441113;0,0817014;-0,0960049;-0,00504518;
0,441123;0,0861786;-0,100418;-0,00535231;
0,441133;0,0906511;-0,104827;-0,00565928;
0,441143;0,0951188;-0,109231;-0,00596606;
0,441153;0,0995815;-0,113631;-0,00627264;
0,441163;0,104039;-0,118026;-0,00657901;
0,441173;0,108491;-0,122415;-0,00688516;
0,441183;0,112937;-0,1268;-0,00719106;
0,441193;0,117377;-0,131178;-0,00749672;
0,441203;0,121811;-0,135552;-0,0078021;
0,441213;0,126239;-0,139919;-0,0081072;
0,441223;0,13066;-0,144279;-0,00841201;
0,441233;0,135075;-0,148634;-0,0087165;
0,441243;0,139482;-0,152982;-0,00902067;
0,441253;0,143883;-0,157323;-0,00932451;
0,441263;0,148276;-0,161657;-0,00962798;
0,441273;0,152661;-0,165984;-0,00993109;
0,441283;0,157039;-0,170304;-0,0102338;
0,441293;0,161408;-0,174616;-0,0105362;
0,441303;0,16577;-0,17892;-0,0108381;
0,441313;0,170123;-0,183216;-0,0111396;
0,441323;0,174467;-0,187504;-0,0114406;
0,441333;0,178802;-0,191783;-0,0117413;
0,441343;0,183129;-0,196054;-0,0120414;
0,441353;0,187446;-0,200316;-0,0123411;
0,441363;0,191753;-0,204568;-0,0126402;
0,441373;0,196051;-0,208812;-0,0129389;
0,441383;0,200339;-0,213046;-0,013237;
0,441393;0,204617;-0,217271;-0,0135346;
0,441403;0,208885;-0,221485;-0,0138317;
0,441413;0,213142;-0,22569;-0,0141282;
0,441423;0,217389;-0,229884;-0,0144241;
0,441433;0,221624;-0,234068;-0,0147194;
0,441443;0,225849;-0,238241;-0,0150142;
0,441453;0,230062;-0,242403;-0,0153083;
0,441463;0,234263;-0,246554;-0,0156017;
0,441473;0,238453;-0,250694;-0,0158946;
0,441483;0,242631;-0,254823;-0,0161867;
0,441493;0,246797;-0,25894;-0,0164782;
0,441503;0,250951;-0,263045;-0,016769;
0,441513;0,255092;-0,267137;-0,0170591;
0,441523;0,259221;-0,271218;-0,0173485;
0,441533;0,263336;-0,275286;-0,0176372;
0,441543;0,267439;-0,279342;-0,0179251;
0,441553;0,271528;-0,283385;-0,0182123;
0,441563;0,275604;-0,287414;-0,0184987;
0,441573;0,279666;-0,291431;-0,0187843;
0,441583;0,283714;-0,295434;-0,0190691;
0,441593;0,287748;-0,299424;-0,0193532;
0,441603;0,291768;-0,303399;-0,0196364;
0,441613;0,295773;-0,307361;-0,0199187;
0,441623;0,299764;-0,311309;-0,0202002;
0,441633;0,303739;-0,315242;-0,0204809;
0,441643;0,3077;-0,319161;-0,0207607;
0,441653;0,311646;-0,323065;-0,0210396;
0,441663;0,315576;-0,326954;-0,0213176;
0,441673;0,319491;-0,330828;-0,0215947;
0,441683;0,32339;-0,334686;-0,0218709;
0,441693;0,327273;-0,338529;-0,0221461;
0,441703;0,331139;-0,342357;-0,0224204;
0,441713;0,33499;-0,346169;-0,0226937;
0,441723;0,338824;-0,349964;-0,022966;
0,441733;0,342641;-0,353744;-0,0232374;
0,441743;0,346441;-0,357507;-0,0235077;
0,441753;0,350224;-0,361253;-0,0237771;
0,441763;0,35399;-0,364983;-0,0240454;
0,441773;0,357739;-0,368696;-0,0243127;
0,441783;0,36147;-0,372392;-0,0245789;
0,441793;0,365183;-0,37607;-0,024844;
0,441803;0,368878;-0,379731;-0,0251081;
0,441813;0,372556;-0,383375;-0,0253711;
0,441823;0,376214;-0,387;-0,025633;
0,441833;0,379855;-0,390608;-0,0258938;
0,441843;0,383476;-0,394197;-0,0261535;
0,441853;0,387079;-0,397769;-0,026412;
0,441863;0,390663;-0,401321;-0,0266693;
0,441873;0,394228;-0,404855;-0,0269256;
0,441883;0,397773;-0,408371;-0,0271806;
0,441893;0,401299;-0,411867;-0,0274344;
0,441903;0,404805;-0,415344;-0,0276871;
0,441913;0,408291;-0,418802;-0,0279385;
0,441923;0,411757;-0,42224;-0,0281888;
0,441933;0,415203;-0,425658;-0,0284378;
0,441943;0,418629;-0,429057;-0,0286855;
0,441953;0,422034;-0,432436;-0,028932;
0,441963;0,425419;-0,435795;-0,0291773;
0,441973;0,428782;-0,439133;-0,0294212;
0,441983;0,432125;-0,442451;-0,0296639;
0,441993;0,435447;-0,445748;-0,0299052;
0,442003;0,438747;-0,449024;-0,0301453;
0,442013;0,442026;-0,45228;-0,030384;
0,442023;0,445283;-0,455514;-0,0306214;
0,442033;0,448518;-0,458728;-0,0308575;
0,442043;0,451731;-0,461919;-0,0310922;
0,442053;0,454923;-0,46509;-0,0313255;
0,442063;0,458092;-0,468238;-0,0315575;
0,442073;0,461238;-0,471365;-0,0317881;
0,442083;0,464362;-0,47447;-0,0320172;
0,442093;0,467464;-0,477552;-0,032245;
0,442103;0,470542;-0,480612;-0,0324713;
0,442113;0,473598;-0,48365;-0,0326962;
0,442123;0,47663;-0,486665;-0,0329197;
0,442133;0,47964;-0,489658;-0,0331417;
0,442143;0,482625;-0,492627;-0,0333623;
0,442153;0,485588;-0,495574;-0,0335814;
0,442163;0,488526;-0,498497;-0,033799;
0,442173;0,491441;-0,501398;-0,0340151;
0,442183;0,494331;-0,504274;-0,0342297;
0,442193;0,497198;-0,507127;-0,0344428;
0,442203;0,50004;-0,509957;-0,0346544;
0,442213;0,502858;-0,512762;-0,0348644;
0,442223;0,505651;-0,515544;-0,0350729;
0,442233;0,50842;-0,518301;-0,0352799;
0,442243;0,511164;-0,521034;-0,0354853;
0,442253;0,513882;-0,523743;-0,0356891;
0,442263;0,516576;-0,526428;-0,0358914;
0,442273;0,519245;-0,529087;-0,036092;
0,442283;0,521888;-0,531722;-0,0362911;
0,442293;0,524506;-0,534332;-0,0364885;
0,442303;0,527098;-0,536917;-0,0366844;
0,442313;0,529665;-0,539477;-0,0368786;
0,442323;0,532206;-0,542012;-0,0370711;
0,442333;0,534721;-0,544521;-0,0372621;
0,442343;0,53721;-0,547005;-0,0374514;
0,442353;0,539672;-0,549463;-0,037639;
0,442363;0,542109;-0,551895;-0,0378249;
0,442373;0,544519;-0,554302;-0,0380092;
0,442383;0,546902;-0,556682;-0,0381918;
0,442393;0,549259;-0,559037;-0,0383727;
0,442403;0,551589;-0,561365;-0,0385519;
0,442413;0,553892;-0,563667;-0,0387293;
0,442423;0,556168;-0,565943;-0,0389051;
0,442433;0,558417;-0,568192;-0,0390791;
0,442443;0,560639;-0,570414;-0,0392514;
0,442453;0,562834;-0,57261;-0,0394219;
0,442463;0,565001;-0,574779;-0,0395907;
0,442473;0,567141;-0,576921;-0,0397578;
0,442483;0,569253;-0,579036;-0,039923;
0,442493;0,571337;-0,581124;-0,0400865;
0,442503;0,573394;-0,583184;-0,0402482;
0,442513;0,575423;-0,585217;-0,0404082;
0,442523;0,577423;-0,587223;-0,0405663;
0,442533;0,579396;-0,589201;-0,0407226;
0,442543;0,581341;-0,591152;-0,0408771;
0,442553;0,583257;-0,593075;-0,0410298;
0,442563;0,585144;-0,59497;-0,0411806;
0,442573;0,587004;-0,596837;-0,0413297;
0,442583;0,588835;-0,598676;-0,0414769;
0,442593;0,590637;-0,600487;-0,0416222;
0,442603;0,59241;-0,60227;-0,0417657;
0,442613;0,594155;-0,604024;-0,0419073;
0,442623;0,59587;-0,60575;-0,0420471;
0,442633;0,597557;-0,607448;-0,042185;
0,442643;0,599215;-0,609117;-0,042321;
0,442653;0,600843;-0,610758;-0,0424551;
0,442663;0,602443;-0,61237;-0,0425874;
0,442673;0,604013;-0,613954;-0,0427177;
0,442683;0,605553;-0,615508;-0,0428461;
0,442693;0,607064;-0,617034;-0,0429727;
0,442703;0,608546;-0,61853;-0,0430973;
0,442713;0,609998;-0,619998;-0,04322;
0,442723;0,611421;-0,621436;-0,0433407;
0,442733;0,612814;-0,622846;-0,0434596;
0,442743;0,614177;-0,624226;-0,0435764;
0,442753;0,61551;-0,625577;-0,0436914;
0,442763;0,616813;-0,626898;-0,0438044;
0,442773;0,618086;-0,62819;-0,0439155;
0,442783;0,619329;-0,629452;-0,0440246;
0,442793;0,620542;-0,630685;-0,0441317;
0,442803;0,621725;-0,631889;-0,0442369;
0,442813;0,622878;-0,633062;-0,04434;
0,442823;0,624;-0,634206;-0,0444413;
0,442833;0,625093;-0,63532;-0,0445405;
0,442843;0,626154;-0,636405;-0,0446377;
0,442853;0,627186;-0,637459;-0,044733;
0,442863;0,628187;-0,638484;-0,0448263;
0,442873;0,629157;-0,639478;-0,0449175;
0,442883;0,630097;-0,640443;-0,0450068;
0,442893;0,631006;-0,641377;-0,045094;
0,442903;0,631885;-0,642281;-0,0451793;
0,442913;0,632732;-0,643155;-0,0452625;
0,442923;0,633549;-0,643999;-0,0453437;
0,442933;0,634336;-0,644813;-0,0454229;
0,442943;0,635091;-0,645596;-0,0455001;
0,442953;0,635816;-0,646349;-0,0455752;
0,442963;0,63651;-0,647072;-0,0456483;
0,442973;0,637173;-0,647764;-0,0457193;
0,442983;0,637804;-0,648426;-0,0457884;
0,442993;0,638405;-0,649057;-0,0458553;
0,443003;0,638975;-0,649658;-0,0459203;
0,443013;0,639514;-0,650228;-0,0459832;
0,443023;0,640022;-0,650768;-0,046044;
0,443033;0,640499;-0,651277;-0,0461028;
0,443043;0,640944;-0,651756;-0,0461595;
0,443053;0,641359;-0,652204;-0,0462142;
0,443063;0,641742;-0,652621;-0,0462668;
0,443073;0,642094;-0,653008;-0,0463173;
0,443083;0,642415;-0,653364;-0,0463658;
0,443093;0,642705;-0,653689;-0,0464122;
0,443103;0,642964;-0,653983;-0,0464566;
0,443113;0,643191;-0,654247;-0,0464988;
0,443123;0,643387;-0,65448;-0,046539;
0,443133;0,643552;-0,654683;-0,0465772;
0,443143;0,643686;-0,654854;-0,0466132;
0,443153;0,643788;-0,654995;-0,0466472;
0,443163;0,643859;-0,655105;-0,0466791;
0,443173;0,643899;-0,655184;-0,0467089;
0,443183;0,643908;-0,655233;-0,0467366;
0,443193;0,643885;-0,655251;-0,0467623;
0,443203;0,643831;-0,655237;-0,0467858;
0,443213;0,643746;-0,655194;-0,0468073;
0,443223;0,643629;-0,655119;-0,0468267;
0,443233;0,643482;-0,655013;-0,046844;
0,443243;0,643303;-0,654877;-0,0468592;
0,443253;0,643092;-0,65471;-0,0468723;
0,443263;0,642851;-0,654512;-0,0468834;
0,443273;0,642578;-0,654284;-0,0468923;
0,443283;0,642274;-0,654025;-0,0468992;
0,443293;0,641939;-0,653735;-0,046904;
0,443303;0,641573;-0,653414;-0,0469067;
0,443313;0,641176;-0,653062;-0,0469073;
0,443323;0,640747;-0,65268;-0,0469058;
0,443333;0,640287;-0,652268;-0,0469022;
0,443343;0,639797;-0,651824;-0,0468965;
0,443353;0,639275;-0,65135;-0,0468888;
0,443363;0,638722;-0,650845;-0,046879;
0,443373;0,638138;-0,65031;-0,046867;
0,443383;0,637523;-0,649744;-0,046853;
0,443393;0,636877;-0,649148;-0,0468369;
0,443403;0,6362;-0,648521;-0,0468188;
0,443413;0,635493;-0,647864;-0,0467985;
0,443423;0,634754;-0,647176;-0,0467762;
0,443433;0,633985;-0,646458;-0,0467517;
0,443443;0,633184;-0,64571;-0,0467253;
0,443453;0,632354;-0,644931;-0,0466967;
0,443463;0,631492;-0,644122;-0,046666;
0,443473;0,630599;-0,643282;-0,0466333;
0,443483;0,629676;-0,642413;-0,0465985;
0,443493;0,628723;-0,641513;-0,0465616;
0,443503;0,627739;-0,640583;-0,0465227;
0,443513;0,626724;-0,639623;-0,0464817;
0,443523;0,625679;-0,638633;-0,0464387;
0,443533;0,624604;-0,637613;-0,0463935;
0,443543;0,623498;-0,636563;-0,0463463;
0,443553;0,622362;-0,635483;-0,0462971;
0,443563;0,621195;-0,634374;-0,0462458;
0,443573;0,619999;-0,633234;-0,0461925;
0,443583;0,618772;-0,632065;-0,0461371;
0,443593;0,617515;-0,630866;-0,0460796;
0,443603;0,616229;-0,629637;-0,0460201;
0,443613;0,614912;-0,628379;-0,0459586;
0,443623;0,613565;-0,627092;-0,045895;
0,443633;0,612189;-0,625775;-0,0458294;
0,443643;0,610783;-0,624428;-0,0457618;
0,443653;0,609347;-0,623052;-0,0456922;
0,443663;0,607881;-0,621647;-0,0456205;
0,443673;0,606386;-0,620213;-0,0455468;
0,443683;0,604862;-0,61875;-0,0454711;
0,443693;0,603308;-0,617257;-0,0453933;
0,443703;0,601725;-0,615736;-0,0453136;
0,443713;0,600112;-0,614186;-0,0452318;
0,443723;0,598471;-0,612607;-0,0451481;
0,443733;0,5968;-0,610999;-0,0450624;
0,443743;0,5951;-0,609363;-0,0449746;
0,443753;0,593372;-0,607697;-0,0448849;
0,443763;0,591614;-0,606004;-0,0447932;
0,443773;0,589828;-0,604282;-0,0446995;
0,443783;0,588013;-0,602531;-0,0446039;
0,443793;0,586169;-0,600753;-0,0445062;
0,443803;0,584297;-0,598946;-0,0444066;
0,443813;0,582396;-0,597111;-0,0443051;
0,443823;0,580467;-0,595248;-0,0442016;
0,443833;0,57851;-0,593357;-0,0440961;
0,443843;0,576525;-0,591438;-0,0439887;
0,443853;0,574512;-0,589492;-0,0438794;
0,443863;0,57247;-0,587518;-0,0437681;
0,443873;0,570401;-0,585516;-0,0436549;
0,443883;0,568304;-0,583487;-0,0435398;
0,443893;0,56618;-0,58143;-0,0434227;
0,443903;0,564028;-0,579347;-0,0433037;
0,443913;0,561848;-0,577236;-0,0431829;
0,443923;0,559641;-0,575098;-0,0430601;
0,443933;0,557407;-0,572933;-0,0429355;
0,443943;0,555146;-0,570741;-0,0428089;
0,443953;0,552858;-0,568522;-0,0426805;
0,443963;0,550542;-0,566277;-0,0425502;
0,443973;0,5482;-0,564005;-0,042418;
0,443983;0,545832;-0,561707;-0,042284;
0,443993;0,543436;-0,559383;-0,0421481;
0,444003;0,541014;-0,557032;-0,0420104;
0,444013;0,538566;-0,554655;-0,0418708;
0,444023;0,536092;-0,552252;-0,0417294;
0,444033;0,533591;-0,549824;-0,0415861;
0,444043;0,531065;-0,547369;-0,041441;
0,444053;0,528512;-0,544889;-0,0412942;
0,444063;0,525934;-0,542384;-0,0411455;
0,444073;0,523331;-0,539853;-0,040995;
0,444083;0,520701;-0,537297;-0,0408427;
0,444093;0,518047;-0,534715;-0,0406886;
0,444103;0,515367;-0,532109;-0,0405328;
0,444113;0,512662;-0,529477;-0,0403751;
0,444123;0,509932;-0,526821;-0,0402158;
0,444133;0,507177;-0,524141;-0,0400546;
0,444143;0,504397;-0,521435;-0,0398917;
0,444153;0,501593;-0,518706;-0,0397271;
0,444163;0,498764;-0,515952;-0,0395607;
0,444173;0,495911;-0,513173;-0,0393927;
0,444183;0,493034;-0,510371;-0,0392229;
0,444193;0,490132;-0,507545;-0,0390514;
0,444203;0,487207;-0,504696;-0,0388781;
0,444213;0,484258;-0,501822;-0,0387033;
0,444223;0,481285;-0,498926;-0,0385267;
0,444233;0,478289;-0,496006;-0,0383484;
0,444243;0,475269;-0,493062;-0,0381685;
0,444253;0,472227;-0,490096;-0,0379869;
0,444263;0,469161;-0,487107;-0,0378037;
0,444273;0,466072;-0,484095;-0,0376189;
0,444283;0,462961;-0,48106;-0,0374324;
0,444293;0,459826;-0,478003;-0,0372443;
0,444303;0,45667;-0,474924;-0,0370545;
0,444313;0,453491;-0,471822;-0,0368632;
0,444323;0,45029;-0,468699;-0,0366703;
0,444333;0,447067;-0,465553;-0,0364758;
0,444343;0,443822;-0,462386;-0,0362797;
0,444353;0,440555;-0,459197;-0,0360821;
0,444363;0,437267;-0,455987;-0,0358829;
0,444373;0,433957;-0,452756;-0,0356821;
0,444383;0,430626;-0,449503;-0,0354798;
0,444393;0,427274;-0,446229;-0,035276;
0,444403;0,423901;-0,442935;-0,0350707;
0,444413;0,420507;-0,43962;-0,0348639;
0,444423;0,417093;-0,436285;-0,0346556;
0,444433;0,413658;-0,432929;-0,0344457;
0,444443;0,410203;-0,429553;-0,0342345;
0,444453;0,406728;-0,426157;-0,0340217;
0,444463;0,403233;-0,422741;-0,0338075;
0,444473;0,399718;-0,419306;-0,0335918;
0,444483;0,396184;-0,41585;-0,0333747;
0,444493;0,39263;-0,412376;-0,0331562;
0,444503;0,389057;-0,408883;-0,0329363;
0,444513;0,385465;-0,40537;-0,0327149;
0,444523;0,381854;-0,401838;-0,0324922;
0,444533;0,378224;-0,398288;-0,0322681;
0,444543;0,374575;-0,39472;-0,0320426;
0,444553;0,370909;-0,391133;-0,0318157;
0,444563;0,367223;-0,387528;-0,0315875;
0,444573;0,36352;-0,383904;-0,031358;
0,444583;0,359799;-0,380263;-0,0311271;
0,444593;0,356061;-0,376605;-0,0308949;
0,444603;0,352304;-0,372929;-0,0306614;
0,444613;0,348531;-0,369235;-0,0304267;
0,444623;0,34474;-0,365525;-0,0301906;
0,444633;0,340932;-0,361797;-0,0299533;
0,444643;0,337108;-0,358053;-0,0297146;
0,444653;0,333267;-0,354292;-0,0294748;
0,444663;0,329409;-0,350515;-0,0292337;
0,444673;0,325535;-0,346721;-0,0289914;
0,444683;0,321645;-0,342912;-0,0287479;
0,444693;0,31774;-0,339086;-0,0285031;
0,444703;0,313818;-0,335245;-0,0282572;
0,444713;0,309881;-0,331388;-0,0280101;
0,444723;0,305929;-0,327516;-0,0277618;
0,444733;0,301962;-0,323629;-0,0275124;
0,444743;0,297979;-0,319727;-0,0272618;
0,444753;0,293982;-0,315811;-0,0270101;
0,444763;0,289971;-0,311879;-0,0267573;
0,444773;0,285945;-0,307933;-0,0265034;
0,444783;0,281905;-0,303973;-0,0262483;
0,444793;0,27785;-0,299999;-0,0259922;
0,444803;0,273783;-0,296012;-0,025735;
0,444813;0,269701;-0,29201;-0,0254768;
0,444823;0,265606;-0,287995;-0,0252175;
0,444833;0,261498;-0,283967;-0,0249572;
0,444843;0,257377;-0,279926;-0,0246959;
0,444853;0,253243;-0,275872;-0,0244335;
0,444863;0,249097;-0,271805;-0,0241702;
0,444873;0,244938;-0,267726;-0,0239058;
0,444883;0,240767;-0,263635;-0,0236405;
0,444893;0,236583;-0,259531;-0,0233743;
0,444903;0,232389;-0,255416;-0,0231071;
0,444913;0,228182;-0,251289;-0,0228389;
0,444923;0,223964;-0,24715;-0,0225699;
0,444933;0,219735;-0,243;-0,0222999;
0,444943;0,215495;-0,23884;-0,0220291;
0,444953;0,211244;-0,234668;-0,0217573;
0,444963;0,206982;-0,230485;-0,0214847;
0,444973;0,20271;-0,226292;-0,0212113;
0,444983;0,198428;-0,222089;-0,0209369;
0,444993;0,194136;-0,217875;-0,0206618;
0,445003;0,189834;-0,213652;-0,0203859;
0,445013;0,185522;-0,209419;-0,0201091;
0,445023;0,181201;-0,205176;-0,0198316;
0,445033;0,176871;-0,200924;-0,0195533;
0,445043;0,172532;-0,196663;-0,0192742;
0,445053;0,168184;-0,192394;-0,0189943;
0,445063;0,163828;-0,188115;-0,0187138;
0,445073;0,159463;-0,183828;-0,0184325;
0,445083;0,155091;-0,179533;-0,0181505;
0,445093;0,15071;-0,17523;-0,0178678;
0,445103;0,146321;-0,170919;-0,0175844;
0,445113;0,141925;-0,1666;-0,0173004;
0,445123;0,137522;-0,162273;-0,0170157;
0,445133;0,133112;-0,15794;-0,0167303;
0,445143;0,128695;-0,153599;-0,0164444;
0,445153;0,124271;-0,149252;-0,0161578;
0,445163;0,119841;-0,144898;-0,0158706;
0,445173;0,115404;-0,140538;-0,0155828;
0,445183;0,110962;-0,136171;-0,0152945;
0,445193;0,106513;-0,131799;-0,0150056;
0,445203;0,102059;-0,12742;-0,0147162;
0,445213;0,0976;-0,123036;-0,0144262;
0,445223;0,0931354;-0,118647;-0,0141357;
0,445233;0,088666;-0,114253;-0,0138447;
0,445243;0,0841917;-0,109853;-0,0135532;
0,445253;0,079713;-0,105449;-0,0132612;
0,445263;0,0752299;-0,10104;-0,0129688;
0,445273;0,0707427;-0,0966274;-0,0126759;
0,445283;0,0662516;-0,0922103;-0,0123826;
0,445293;0,0617569;-0,0877893;-0,0120889;
0,445303;0,0572587;-0,0833647;-0,0117947;
0,445313;0,0527572;-0,0789366;-0,0115002;
0,445323;0,0482527;-0,0745052;-0,0112053;
0,445333;0,0437454;-0,0700707;-0,01091;
0,445343;0,0392355;-0,0656335;-0,0106144;
0,445353;0,0347232;-0,0611936;-0,0103184;
0,445363;0,0302088;-0,0567513;-0,0100221;
0,445373;0,0256924;-0,0523068;-0,00972555;
0,445383;0,0211742;-0,0478603;-0,00942866;
0,445393;0,0166545;-0,043412;-0,0091315;
