time;V(/VoutN)1;V(/VoutP)1;V(/BiasOut)1;a
0,190473;0,182656;-0,207617;-0,0163544;
0,190483;0,178329;-0,20337;-0,0160661;
0,190493;0,173993;-0,199114;-0,0157771;
0,190503;0,169649;-0,194849;-0,0154873;
0,190513;0,165295;-0,190575;-0,0151969;
0,190523;0,160934;-0,186292;-0,0149057;
0,190533;0,156564;-0,182002;-0,0146139;
0,190543;0,152186;-0,177703;-0,0143214;
0,190553;0,1478;-0,173396;-0,0140283;
0,190563;0,143407;-0,169081;-0,0137345;
0,190573;0,139007;-0,164759;-0,0134401;
0,190583;0,134599;-0,160429;-0,0131451;
0,190593;0,130184;-0,156093;-0,0128495;
0,190603;0,125762;-0,151749;-0,0125533;
0,190613;0,121334;-0,147399;-0,0122565;
0,190623;0,1169;-0,143042;-0,0119592;
0,190633;0,11246;-0,138679;-0,0116613;
0,190643;0,108013;-0,13431;-0,0113629;
0,190653;0,103561;-0,129935;-0,011064;
0,190663;0,0991035;-0,125554;-0,0107646;
0,190673;0,0946406;-0,121168;-0,0104647;
0,190683;0,0901728;-0,116776;-0,0101643;
0,190693;0,0857;-0,11238;-0,00986347;
0,190703;0,0812227;-0,107978;-0,00956219;
0,190713;0,0767409;-0,103572;-0,00926049;
0,190723;0,0722549;-0,0991617;-0,00895836;
0,190733;0,067765;-0,0947471;-0,00865584;
0,190743;0,0632713;-0,0903285;-0,00835292;
0,190753;0,058774;-0,0859061;-0,00804964;
0,190763;0,0542734;-0,0814801;-0,00774599;
0,190773;0,0497697;-0,0770508;-0,00744199;
0,190783;0,045263;-0,0726183;-0,00713766;
0,190793;0,0407537;-0,0681828;-0,00683302;
0,190803;0,0362419;-0,0637447;-0,00652807;
0,190813;0,0317278;-0,059304;-0,00622283;
0,190823;0,0272117;-0,0548611;-0,00591731;
0,190833;0,0226937;-0,050416;-0,00561154;
0,190843;0,0181742;-0,0459691;-0,00530551;
0,190853;0,0136532;-0,0415205;-0,00499926;
0,190863;0,00913103;-0,0370705;-0,00469278;
0,190873;0,0046079;-0,0326192;-0,00438611;
0,190883;8,40E-05;-0,0281669;-0,00407924;
0,190893;-0,00444039;-0,0237138;-0,00377219;
0,190903;-0,00896513;-0,01926;-0,00346499;
0,190913;-0,01349;-0,0148059;-0,00315764;
0,190923;-0,0180147;-0,0103516;-0,00285015;
0,190933;-0,0225391;-0,0058974;-0,00254255;
0,190943;-0,0270629;-0,0014434;-0,00223484;
0,190953;-0,031586;0,00301013;-0,00192704;
0,190963;-0,0361082;0,00746299;-0,00161917;
0,190973;-0,0406291;0,011915;-0,00131123;
0,190983;-0,0451486;0,0163658;-0,00100325;
0,190993;-0,0496665;0,0208154;-0,000695239;
0,191003;-0,0541825;0,0252634;-0,000387207;
0,191013;-0,0586965;0,0297097;-7,92E-05;
0,191023;-0,0632083;0,034154;0,000228853;
0,191033;-0,0677175;0,0385962;0,000536853;
0,191043;-0,072224;0,043036;0,000844814;
0,191053;-0,0767277;0,0474732;0,00115272;
0,191063;-0,0812281;0,0519076;0,00146056;
0,191073;-0,0857253;0,056339;0,00176832;
0,191083;-0,0902189;0,0607671;0,00207598;
0,191093;-0,0947087;0,0651918;0,00238353;
0,191103;-0,0991945;0,0696129;0,00269095;
0,191113;-0,103676;0,0740301;0,00299823;
0,191123;-0,108153;0,0784433;0,00330536;
0,191133;-0,112626;0,0828522;0,00361233;
0,191143;-0,117094;0,0872566;0,00391911;
0,191153;-0,121556;0,0916562;0,00422569;
0,191163;-0,126014;0,096051;0,00453206;
0,191173;-0,130465;0,100441;0,00483821;
0,191183;-0,134912;0,104825;0,00514411;
0,191193;-0,139352;0,109204;0,00544977;
0,191203;-0,143786;0,113577;0,00575515;
0,191213;-0,148214;0,117944;0,00606025;
0,191223;-0,152635;0,122305;0,00636506;
0,191233;-0,15705;0,126659;0,00666955;
0,191243;-0,161457;0,131007;0,00697372;
0,191253;-0,165858;0,135348;0,00727755;
0,191263;-0,170251;0,139683;0,00758103;
0,191273;-0,174636;0,144009;0,00788414;
0,191283;-0,179013;0,148329;0,00818687;
0,191293;-0,183383;0,152641;0,00848921;
0,191303;-0,187744;0,156945;0,00879113;
0,191313;-0,192097;0,161241;0,00909263;
0,191323;-0,196442;0,165529;0,00939369;
0,191333;-0,200777;0,169808;0,0096943;
0,191343;-0,205103;0,174079;0,00999444;
0,191353;-0,20942;0,178341;0,0102941;
0,191363;-0,213728;0,182594;0,0105933;
0,191373;-0,218026;0,186837;0,0108919;
0,191383;-0,222314;0,191071;0,0111901;
0,191393;-0,226592;0,195296;0,0114877;
0,191403;-0,23086;0,19951;0,0117847;
0,191413;-0,235117;0,203715;0,0120812;
0,191423;-0,239363;0,207909;0,0123772;
0,191433;-0,243599;0,212093;0,0126725;
0,191443;-0,247823;0,216266;0,0129672;
0,191453;-0,252036;0,220428;0,0132613;
0,191463;-0,256238;0,22458;0,0135548;
0,191473;-0,260428;0,22872;0,0138476;
0,191483;-0,264606;0,232848;0,0141398;
0,191493;-0,268772;0,236965;0,0144313;
0,191503;-0,272926;0,24107;0,0147221;
0,191513;-0,277067;0,245163;0,0150122;
0,191523;-0,281195;0,249243;0,0153016;
0,191533;-0,285311;0,253312;0,0155902;
0,191543;-0,289413;0,257367;0,0158782;
0,191553;-0,293503;0,26141;0,0161653;
0,191563;-0,297578;0,26544;0,0164517;
0,191573;-0,30164;0,269456;0,0167374;
0,191583;-0,305688;0,273459;0,0170222;
0,191593;-0,309722;0,277449;0,0173062;
0,191603;-0,313742;0,281425;0,0175894;
0,191613;-0,317748;0,285386;0,0178718;
0,191623;-0,321738;0,289334;0,0181533;
0,191633;-0,325714;0,293267;0,018434;
0,191643;-0,329675;0,297186;0,0187137;
0,191653;-0,333621;0,30109;0,0189927;
0,191663;-0,337551;0,304979;0,0192707;
0,191673;-0,341465;0,308853;0,0195478;
0,191683;-0,345364;0,312712;0,0198239;
0,191693;-0,349247;0,316555;0,0200991;
0,191703;-0,353114;0,320382;0,0203734;
0,191713;-0,356964;0,324194;0,0206467;
0,191723;-0,360798;0,32799;0,0209191;
0,191733;-0,364616;0,331769;0,0211904;
0,191743;-0,368416;0,335532;0,0214608;
0,191753;-0,372199;0,339279;0,0217301;
0,191763;-0,375965;0,343008;0,0219984;
0,191773;-0,379714;0,346721;0,0222657;
0,191783;-0,383445;0,350417;0,0225319;
0,191793;-0,387158;0,354096;0,0227971;
0,191803;-0,390853;0,357757;0,0230612;
0,191813;-0,39453;0,3614;0,0233242;
0,191823;-0,398189;0,365026;0,0235861;
0,191833;-0,401829;0,368633;0,0238468;
0,191843;-0,405451;0,372223;0,0241065;
0,191853;-0,409054;0,375794;0,024365;
0,191863;-0,412638;0,379347;0,0246224;
0,191873;-0,416202;0,382881;0,0248786;
0,191883;-0,419748;0,386396;0,0251336;
0,191893;-0,423273;0,389892;0,0253875;
0,191903;-0,426779;0,393369;0,0256401;
0,191913;-0,430266;0,396827;0,0258916;
0,191923;-0,433732;0,400265;0,0261418;
0,191933;-0,437178;0,403684;0,0263908;
0,191943;-0,440604;0,407082;0,0266386;
0,191953;-0,444009;0,410461;0,0268851;
0,191963;-0,447393;0,41382;0,0271303;
0,191973;-0,450757;0,417158;0,0273743;
0,191983;-0,4541;0,420476;0,0276169;
0,191993;-0,457421;0,423773;0,0278583;
0,192003;-0,460722;0,42705;0,0280984;
0,192013;-0,464;0,430305;0,0283371;
0,192023;-0,467257;0,43354;0,0285745;
0,192033;-0,470493;0,436753;0,0288105;
0,192043;-0,473706;0,439945;0,0290452;
0,192053;-0,476897;0,443115;0,0292786;
0,192063;-0,480066;0,446263;0,0295105;
0,192073;-0,483213;0,44939;0,0297411;
0,192083;-0,486337;0,452495;0,0299703;
0,192093;-0,489439;0,455577;0,030198;
0,192103;-0,492517;0,458638;0,0304244;
0,192113;-0,495573;0,461675;0,0306493;
0,192123;-0,498605;0,464691;0,0308728;
0,192133;-0,501614;0,467683;0,0310948;
0,192143;-0,5046;0,470653;0,0313153;
0,192153;-0,507562;0,473599;0,0315344;
0,192163;-0,510501;0,476523;0,031752;
0,192173;-0,513415;0,479423;0,0319682;
0,192183;-0,516306;0,482299;0,0321828;
0,192193;-0,519172;0,485153;0,0323959;
0,192203;-0,522015;0,487982;0,0326074;
0,192213;-0,524832;0,490787;0,0328175;
0,192223;-0,527626;0,493569;0,033026;
0,192233;-0,530394;0,496326;0,0332329;
0,192243;-0,533138;0,49906;0,0334383;
0,192253;-0,535857;0,501769;0,0336422;
0,192263;-0,538551;0,504453;0,0338444;
0,192273;-0,54122;0,507113;0,0340451;
0,192283;-0,543863;0,509747;0,0342441;
0,192293;-0,546481;0,512357;0,0344416;
0,192303;-0,549073;0,514943;0,0346374;
0,192313;-0,55164;0,517502;0,0348316;
0,192323;-0,554181;0,520037;0,0350242;
0,192333;-0,556695;0,522546;0,0352151;
0,192343;-0,559184;0,52503;0,0354044;
0,192353;-0,561647;0,527488;0,035592;
0,192363;-0,564083;0,529921;0,035778;
0,192373;-0,566493;0,532327;0,0359622;
0,192383;-0,568877;0,534708;0,0361448;
0,192393;-0,571233;0,537062;0,0363257;
0,192403;-0,573563;0,539391;0,0365049;
0,192413;-0,575867;0,541693;0,0366824;
0,192423;-0,578143;0,543968;0,0368581;
0,192433;-0,580392;0,546217;0,0370322;
0,192443;-0,582614;0,54844;0,0372044;
0,192453;-0,584809;0,550635;0,037375;
0,192463;-0,586976;0,552804;0,0375438;
0,192473;-0,589116;0,554946;0,0377108;
0,192483;-0,591228;0,557061;0,0378761;
0,192493;-0,593312;0,559149;0,0380396;
0,192503;-0,595369;0,561209;0,0382013;
0,192513;-0,597397;0,563243;0,0383612;
0,192523;-0,599398;0,565248;0,0385193;
0,192533;-0,601371;0,567226;0,0386756;
0,192543;-0,603315;0,569177;0,0388301;
0,192553;-0,605231;0,5711;0,0389828;
0,192563;-0,607119;0,572995;0,0391337;
0,192573;-0,608979;0,574862;0,0392827;
0,192583;-0,610809;0,576701;0,0394299;
0,192593;-0,612611;0,578512;0,0395753;
0,192603;-0,614385;0,580295;0,0397187;
0,192613;-0,616129;0,582049;0,0398604;
0,192623;-0,617845;0,583776;0,0400001;
0,192633;-0,619532;0,585473;0,040138;
0,192643;-0,621189;0,587143;0,040274;
0,192653;-0,622818;0,588783;0,0404082;
0,192663;-0,624417;0,590395;0,0405404;
0,192673;-0,625987;0,591979;0,0406707;
0,192683;-0,627528;0,593533;0,0407992;
0,192693;-0,629039;0,595059;0,0409257;
0,192703;-0,630521;0,596556;0,0410503;
0,192713;-0,631973;0,598023;0,041173;
0,192723;-0,633396;0,599462;0,0412938;
0,192733;-0,634788;0,600871;0,0414126;
0,192743;-0,636151;0,602251;0,0415295;
0,192753;-0,637484;0,603602;0,0416445;
0,192763;-0,638788;0,604923;0,0417575;
0,192773;-0,640061;0,606215;0,0418685;
0,192783;-0,641304;0,607478;0,0419776;
0,192793;-0,642517;0,608711;0,0420847;
0,192803;-0,6437;0,609914;0,0421899;
0,192813;-0,644853;0,611088;0,0422931;
0,192823;-0,645975;0,612232;0,0423943;
0,192833;-0,647067;0,613346;0,0424935;
0,192843;-0,648129;0,61443;0,0425908;
0,192853;-0,64916;0,615484;0,042686;
0,192863;-0,650161;0,616509;0,0427793;
0,192873;-0,651132;0,617503;0,0428706;
0,192883;-0,652072;0,618468;0,0429598;
0,192893;-0,652981;0,619402;0,0430471;
0,192903;-0,653859;0,620306;0,0431323;
0,192913;-0,654707;0,62118;0,0432155;
0,192923;-0,655524;0,622024;0,0432968;
0,192933;-0,65631;0,622838;0,0433759;
0,192943;-0,657066;0,623621;0,0434531;
0,192953;-0,657791;0,624374;0,0435282;
0,192963;-0,658484;0,625097;0,0436013;
0,192973;-0,659147;0,625789;0,0436724;
0,192983;-0,659779;0,626451;0,0437414;
0,192993;-0,66038;0,627082;0,0438084;
0,193003;-0,66095;0,627683;0,0438733;
0,193013;-0,661489;0,628253;0,0439362;
0,193023;-0,661997;0,628793;0,0439971;
0,193033;-0,662473;0,629302;0,0440558;
0,193043;-0,662919;0,629781;0,0441126;
0,193053;-0,663334;0,630229;0,0441672;
0,193063;-0,663717;0,630646;0,0442198;
0,193073;-0,664069;0,631033;0,0442704;
0,193083;-0,66439;0,631389;0,0443189;
0,193093;-0,66468;0,631714;0,0443653;
0,193103;-0,664939;0,632009;0,0444096;
0,193113;-0,665166;0,632273;0,0444519;
0,193123;-0,665362;0,632506;0,0444921;
0,193133;-0,665527;0,632708;0,0445302;
0,193143;-0,665661;0,63288;0,0445663;
0,193153;-0,665763;0,63302;0,0446002;
0,193163;-0,665834;0,63313;0,0446321;
0,193173;-0,665874;0,63321;0,0446619;
0,193183;-0,665883;0,633258;0,0446897;
0,193193;-0,66586;0,633276;0,0447153;
0,193203;-0,665806;0,633263;0,0447389;
0,193213;-0,665721;0,633219;0,0447603;
0,193223;-0,665604;0,633144;0,0447797;
0,193233;-0,665456;0,633039;0,044797;
0,193243;-0,665277;0,632902;0,0448123;
0,193253;-0,665067;0,632735;0,0448254;
0,193263;-0,664826;0,632538;0,0448364;
0,193273;-0,664553;0,632309;0,0448454;
0,193283;-0,664249;0,63205;0,0448523;
0,193293;-0,663914;0,63176;0,044857;
0,193303;-0,663548;0,631439;0,0448597;
0,193313;-0,66315;0,631088;0,0448603;
0,193323;-0,662722;0,630706;0,0448588;
0,193333;-0,662262;0,630293;0,0448553;
0,193343;-0,661771;0,629849;0,0448496;
0,193353;-0,66125;0,629375;0,0448418;
0,193363;-0,660697;0,628871;0,044832;
0,193373;-0,660113;0,628336;0,0448201;
0,193383;-0,659498;0,62777;0,0448061;
0,193393;-0,658852;0,627173;0,04479;
0,193403;-0,658175;0,626547;0,0447718;
0,193413;-0,657467;0,625889;0,0447516;
0,193423;-0,656729;0,625202;0,0447292;
0,193433;-0,655959;0,624484;0,0447048;
0,193443;-0,655159;0,623735;0,0446783;
0,193453;-0,654328;0,622956;0,0446497;
0,193463;-0,653467;0,622147;0,0446191;
0,193473;-0,652574;0,621308;0,0445864;
0,193483;-0,651651;0,620438;0,0445516;
0,193493;-0,650698;0,619538;0,0445147;
0,193503;-0,649713;0,618609;0,0444758;
0,193513;-0,648699;0,617649;0,0444348;
0,193523;-0,647654;0,616659;0,0443917;
0,193533;-0,646578;0,615638;0,0443466;
0,193543;-0,645472;0,614589;0,0442994;
0,193553;-0,644336;0,613509;0,0442501;
0,193563;-0,64317;0,612399;0,0441989;
0,193573;-0,641973;0,611259;0,0441455;
0,193583;-0,640747;0,61009;0,0440901;
0,193593;-0,63949;0,608891;0,0440327;
0,193603;-0,638203;0,607663;0,0439732;
0,193613;-0,636887;0,606405;0,0439117;
0,193623;-0,63554;0,605117;0,0438481;
0,193633;-0,634164;0,6038;0,0437825;
0,193643;-0,632757;0,602453;0,0437149;
0,193653;-0,631322;0,601078;0,0436452;
0,193663;-0,629856;0,599673;0,0435735;
0,193673;-0,628361;0,598238;0,0434998;
0,193683;-0,626837;0,596775;0,0434241;
0,193693;-0,625283;0,595283;0,0433464;
0,193703;-0,6237;0,593761;0,0432666;
0,193713;-0,622087;0,592211;0,0431849;
0,193723;-0,620445;0,590632;0,0431011;
0,193733;-0,618775;0,589024;0,0430154;
0,193743;-0,617075;0,587388;0,0429277;
0,193753;-0,615346;0,585723;0,042838;
0,193763;-0,613589;0,584029;0,0427462;
0,193773;-0,611802;0,582307;0,0426526;
0,193783;-0,609987;0,580557;0,0425569;
0,193793;-0,608144;0,578778;0,0424593;
0,193803;-0,606272;0,576971;0,0423597;
0,193813;-0,604371;0,575136;0,0422581;
0,193823;-0,602442;0,573273;0,0421546;
0,193833;-0,600485;0,571382;0,0420492;
0,193843;-0,5985;0,569464;0,0419418;
0,193853;-0,596486;0,567517;0,0418324;
0,193863;-0,594445;0,565543;0,0417211;
0,193873;-0,592376;0,563541;0,0416079;
0,193883;-0,590279;0,561512;0,0414928;
0,193893;-0,588155;0,559456;0,0413758;
0,193903;-0,586002;0,557372;0,0412568;
0,193913;-0,583823;0,555261;0,0411359;
0,193923;-0,581616;0,553123;0,0410132;
0,193933;-0,579382;0,550958;0,0408885;
0,193943;-0,577121;0,548766;0,040762;
0,193953;-0,574832;0,546548;0,0406335;
0,193963;-0,572517;0,544302;0,0405032;
0,193973;-0,570175;0,542031;0,0403711;
0,193983;-0,567806;0,539733;0,040237;
0,193993;-0,565411;0,537408;0,0401011;
0,194003;-0,562989;0,535057;0,0399634;
0,194013;-0,560541;0,532681;0,0398238;
0,194023;-0,558067;0,530278;0,0396824;
0,194033;-0,555566;0,527849;0,0395392;
0,194043;-0,55304;0,525395;0,0393941;
0,194053;-0,550487;0,522915;0,0392472;
0,194063;-0,547909;0,520409;0,0390985;
0,194073;-0,545305;0,517878;0,038948;
0,194083;-0,542676;0,515322;0,0387957;
0,194093;-0,540021;0,51274;0,0386417;
0,194103;-0,537341;0,510134;0,0384858;
0,194113;-0,534636;0,507503;0,0383282;
0,194123;-0,531906;0,504847;0,0381688;
0,194133;-0,529151;0,502166;0,0380077;
0,194143;-0,526372;0,49946;0,0378448;
0,194153;-0,523567;0,496731;0,0376802;
0,194163;-0,520739;0,493977;0,0375138;
0,194173;-0,517886;0,491199;0,0373457;
0,194183;-0,515008;0,488397;0,0371759;
0,194193;-0,512107;0,485571;0,0370044;
0,194203;-0,509182;0,482721;0,0368312;
0,194213;-0,506233;0,479848;0,0366563;
0,194223;-0,50326;0,476951;0,0364797;
0,194233;-0,500264;0,474031;0,0363015;
0,194243;-0,497244;0,471088;0,0361216;
0,194253;-0,494201;0,468121;0,03594;
0,194263;-0,491136;0,465132;0,0357568;
0,194273;-0,488047;0,46212;0,0355719;
0,194283;-0,484935;0,459085;0,0353854;
0,194293;-0,481801;0,456028;0,0351973;
0,194303;-0,478645;0,452949;0,0350076;
0,194313;-0,475466;0,449847;0,0348163;
0,194323;-0,472264;0,446724;0,0346233;
0,194333;-0,469041;0,443578;0,0344288;
0,194343;-0,465796;0,440411;0,0342328;
0,194353;-0,46253;0,437222;0,0340351;
0,194363;-0,459241;0,434012;0,0338359;
0,194373;-0,455932;0,430781;0,0336352;
0,194383;-0,452601;0,427528;0,0334329;
0,194393;-0,449249;0,424255;0,0332291;
0,194403;-0,445876;0,42096;0,0330238;
0,194413;-0,442482;0,417645;0,0328169;
0,194423;-0,439068;0,41431;0,0326086;
0,194433;-0,435633;0,410954;0,0323988;
0,194443;-0,432178;0,407578;0,0321875;
0,194453;-0,428703;0,404182;0,0319747;
0,194463;-0,425208;0,400766;0,0317605;
0,194473;-0,421693;0,397331;0,0315449;
0,194483;-0,418159;0,393876;0,0313278;
0,194493;-0,414605;0,390401;0,0311092;
0,194503;-0,411032;0,386908;0,0308893;
0,194513;-0,40744;0,383395;0,030668;
0,194523;-0,403828;0,379864;0,0304452;
0,194533;-0,400199;0,376314;0,0302211;
0,194543;-0,39655;0,372745;0,0299956;
0,194553;-0,392883;0,369158;0,0297688;
0,194563;-0,389198;0,365553;0,0295406;
0,194573;-0,385495;0,36193;0,029311;
0,194583;-0,381774;0,358289;0,0290802;
0,194593;-0,378035;0,35463;0,028848;
0,194603;-0,374279;0,350954;0,0286145;
0,194613;-0,370505;0,34726;0,0283797;
0,194623;-0,366715;0,34355;0,0281436;
0,194633;-0,362907;0,339822;0,0279063;
0,194643;-0,359082;0,336078;0,0276677;
0,194653;-0,355241;0,332317;0,0274278;
0,194663;-0,351384;0,32854;0,0271868;
0,194673;-0,34751;0,324746;0,0269444;
0,194683;-0,34362;0,320937;0,0267009;
0,194693;-0,339714;0,317111;0,0264562;
0,194703;-0,335793;0,31327;0,0262102;
0,194713;-0,331856;0,309414;0,0259631;
0,194723;-0,327904;0,305542;0,0257149;
0,194733;-0,323936;0,301655;0,0254654;
0,194743;-0,319954;0,297753;0,0252149;
0,194753;-0,315957;0,293836;0,0249632;
0,194763;-0,311945;0,289904;0,0247103;
0,194773;-0,307919;0,285959;0,0244564;
0,194783;-0,303879;0,281999;0,0242014;
0,194793;-0,299825;0,278025;0,0239453;
0,194803;-0,295757;0,274037;0,0236881;
0,194813;-0,291676;0,270036;0,0234299;
0,194823;-0,287581;0,266021;0,0231706;
0,194833;-0,283473;0,261993;0,0229102;
0,194843;-0,279352;0,257951;0,0226489;
0,194853;-0,275218;0,253897;0,0223866;
0,194863;-0,271071;0,249831;0,0221232;
0,194873;-0,266912;0,245752;0,0218589;
0,194883;-0,262741;0,24166;0,0215936;
0,194893;-0,258558;0,237557;0,0213273;
0,194903;-0,254363;0,233441;0,0210601;
0,194913;-0,250157;0,229314;0,020792;
0,194923;-0,245939;0,225176;0,0205229;
0,194933;-0,24171;0,221026;0,020253;
0,194943;-0,237469;0,216865;0,0199821;
0,194953;-0,233218;0,212693;0,0197104;
0,194963;-0,228957;0,20851;0,0194378;
0,194973;-0,224685;0,204317;0,0191643;
0,194983;-0,220403;0,200114;0,01889;
0,194993;-0,21611;0,1959;0,0186149;
0,195003;-0,211808;0,191677;0,0183389;
0,195013;-0,207497;0,187444;0,0180622;
0,195023;-0,203176;0,183202;0,0177846;
0,195033;-0,198846;0,17895;0,0175063;
0,195043;-0,194507;0,174689;0,0172272;
0,195053;-0,190159;0,170419;0,0169474;
0,195063;-0,185803;0,16614;0,0166668;
0,195073;-0,181438;0,161854;0,0163855;
0,195083;-0,177065;0,157558;0,0161035;
0,195093;-0,172685;0,153255;0,0158209;
0,195103;-0,168296;0,148944;0,0155375;
0,195113;-0,1639;0,144625;0,0152534;
0,195123;-0,159497;0,140299;0,0149687;
0,195133;-0,155087;0,135965;0,0146834;
0,195143;-0,15067;0,131625;0,0143974;
0,195153;-0,146246;0,127277;0,0141108;
0,195163;-0,141815;0,122923;0,0138237;
0,195173;-0,137379;0,118563;0,0135359;
0,195183;-0,132936;0,114196;0,0132476;
0,195193;-0,128488;0,109824;0,0129586;
0,195203;-0,124034;0,105446;0,0126692;
0,195213;-0,119575;0,101062;0,0123792;
0,195223;-0,11511;0,0966723;0,0120887;
0,195233;-0,110641;0,0922779;0,0117977;
0,195243;-0,106166;0,0878785;0,0115062;
0,195253;-0,101688;0,0834743;0,0112143;
0,195263;-0,0972046;0,0790657;0,0109218;
0,195273;-0,0927174;0,0746527;0,010629;
0,195283;-0,0882264;0,0702356;0,0103356;
0,195293;-0,0837316;0,0658146;0,0100419;
0,195303;-0,0792334;0,06139;0,00974777;
0,195313;-0,074732;0,0569618;0,00945324;
0,195323;-0,0702275;0,0525304;0,00915833;
0,195333;-0,0657202;0,048096;0,00886305;
0,195343;-0,0612103;0,0436587;0,00856743;
0,195353;-0,056698;0,0392189;0,00827147;
0,195363;-0,0521835;0,0347765;0,00797519;
0,195373;-0,0476671;0,030332;0,0076786;
0,195383;-0,0431489;0,0258856;0,00738171;
0,195393;-0,0386292;0,0214373;0,00708455;
0,195403;-0,0341083;0,0169875;0,00678712;
0,195413;-0,0295862;0,0125363;0,00648944;
0,195423;-0,0250632;0,00808397;0,00619152;
0,195433;-0,0205396;0,00363074;0,00589338;
0,195443;-0,0160155;-0,000823212;0,00559503;
0,195453;-0,0114913;-0,00527766;0,00529649;
0,195463;-0,00696696;-0,00973239;0,00499776;
0,195473;-0,00244287;-0,0141872;0,00469887;
0,195483;0,0020808;-0,0186419;0,00439983;
0,195493;0,00660383;-0,0230962;0,00410065;
0,195503;0,011126;-0,0275499;0,00380135;
0,195513;0,0156471;-0,0320029;0,00350194;
0,195523;0,0201669;-0,0364549;0,00320243;
0,195533;0,0246853;-0,0409056;0,00290285;
0,195543;0,0292019;-0,045355;0,00260319;
0,195553;0,0337166;-0,0498027;0,00230349;
0,195563;0,0382291;-0,0542486;0,00200375;
0,195573;0,0427392;-0,0586924;0,00170398;
0,195583;0,0472468;-0,063134;0,00140421;
0,195593;0,0517516;-0,0675731;0,00110443;
0,195603;0,0562534;-0,0720095;0,000804684;
0,195613;0,060752;-0,076443;0,000504966;
0,195623;0,0652471;-0,0808734;0,000205297;
0,195633;0,0697385;-0,0853004;-9,43E-05;
0,195643;0,0742261;-0,089724;-0,000393842;
0,195653;0,0787096;-0,0941437;-0,000693282;
0,195663;0,0831888;-0,0985595;-0,000992618;
0,195673;0,0876635;-0,102971;-0,00129183;
0,195683;0,0921335;-0,107378;-0,00159092;
0,195693;0,0965986;-0,111781;-0,00188985;
0,195703;0,101058;-0,116179;-0,00218863;
0,195713;0,105513;-0,120572;-0,00248723;
0,195723;0,109962;-0,124959;-0,00278563;
0,195733;0,114405;-0,129342;-0,00308384;
0,195743;0,118842;-0,133718;-0,00338182;
0,195753;0,123273;-0,138089;-0,00367958;
0,195763;0,127698;-0,142454;-0,00397708;
0,195773;0,132116;-0,146812;-0,00427433;
0,195783;0,136527;-0,151164;-0,0045713;
0,195793;0,140931;-0,155509;-0,00486798;
0,195803;0,145327;-0,159847;-0,00516436;
0,195813;0,149716;-0,164179;-0,00546042;
0,195823;0,154098;-0,168503;-0,00575615;
0,195833;0,158472;-0,172819;-0,00605153;
0,195843;0,162837;-0,177128;-0,00634656;
0,195853;0,167194;-0,181428;-0,00664121;
0,195863;0,171543;-0,185721;-0,00693547;
0,195873;0,175883;-0,190005;-0,00722934;
0,195883;0,180214;-0,194281;-0,00752278;
0,195893;0,184536;-0,198548;-0,0078158;
0,195903;0,188848;-0,202806;-0,00810838;
0,195913;0,193151;-0,207055;-0,00840049;
0,195923;0,197445;-0,211295;-0,00869214;
0,195933;0,201728;-0,215525;-0,0089833;
0,195943;0,206001;-0,219745;-0,00927397;
0,195953;0,210264;-0,223955;-0,00956412;
0,195963;0,214516;-0,228155;-0,00985374;
0,195973;0,218757;-0,232345;-0,0101428;
0,195983;0,222987;-0,236524;-0,0104314;
0,195993;0,227206;-0,240693;-0,0107193;
0,196003;0,231414;-0,24485;-0,0110067;
0,196013;0,23561;-0,248997;-0,0112935;
0,196023;0,239795;-0,253132;-0,0115797;
0,196033;0,243967;-0,257255;-0,0118652;
0,196043;0,248127;-0,261367;-0,0121502;
0,196053;0,252275;-0,265466;-0,0124344;
0,196063;0,25641;-0,269554;-0,0127181;
0,196073;0,260533;-0,273629;-0,013001;
0,196083;0,264642;-0,277692;-0,0132832;
0,196093;0,268738;-0,281742;-0,0135648;
0,196103;0,272821;-0,285779;-0,0138456;
0,196113;0,276891;-0,289803;-0,0141257;
0,196123;0,280946;-0,293813;-0,0144051;
0,196133;0,284988;-0,297811;-0,0146837;
0,196143;0,289015;-0,301794;-0,0149615;
0,196153;0,293028;-0,305764;-0,0152386;
0,196163;0,297027;-0,309719;-0,0155149;
0,196173;0,301011;-0,31366;-0,0157903;
0,196183;0,30498;-0,317587;-0,0160649;
0,196193;0,308934;-0,321499;-0,0163387;
0,196203;0,312872;-0,325396;-0,0166117;
0,196213;0,316795;-0,329279;-0,0168838;
0,196223;0,320703;-0,333146;-0,017155;
0,196233;0,324594;-0,336998;-0,0174253;
0,196243;0,32847;-0,340834;-0,0176948;
0,196253;0,332329;-0,344654;-0,0179633;
0,196263;0,336172;-0,348459;-0,0182309;
0,196273;0,339998;-0,352247;-0,0184975;
0,196283;0,343807;-0,356019;-0,0187633;
0,196293;0,3476;-0,359775;-0,019028;
0,196303;0,351375;-0,363514;-0,0192918;
0,196313;0,355133;-0,367236;-0,0195546;
0,196323;0,358874;-0,370941;-0,0198164;
0,196333;0,362597;-0,374629;-0,0200772;
0,196343;0,366302;-0,3783;-0,0203369;
0,196353;0,369989;-0,381953;-0,0205956;
0,196363;0,373658;-0,385588;-0,0208533;
0,196373;0,377308;-0,389206;-0,0211099;
0,196383;0,38094;-0,392805;-0,0213655;
0,196393;0,384553;-0,396386;-0,0216199;
0,196403;0,388147;-0,399949;-0,0218733;
0,196413;0,391722;-0,403493;-0,0221256;
