time;V(/BiasOut)1;V(/VoutN)1;V(/VoutP)1
0,060103;-0,0408483;0,406454;-0,426427
0,060203;-0,0436498;0,439887;-0,459861
0,060303;-0,0462879;0,471172;-0,491147
0,060403;-0,0487509;0,50016;-0,520136
0,060503;-0,0510282;0,526711;-0,546688
0,060603;-0,0531101;0,550699;-0,570678
0,060703;-0,0549875;0,572011;-0,591991
0,060803;-0,0566526;0,590543;-0,610525
0,060903;-0,0580985;0,606207;-0,626191
0,061003;-0,0593193;0,618929;-0,638915
0,061103;-0,0603102;0,628648;-0,648635
0,061203;-0,0610675;0,635318;-0,655307
0,061303;-0,0615885;0,638906;-0,658897
0,061403;-0,0618719;0,639396;-0,659388
0,061503;-0,0619171;0,636784;-0,656779
0,061603;-0,061725;0,631085;-0,651081
0,061703;-0,0612974;0,622324;-0,642322
0,061803;-0,0606374;0,610544;-0,630544
0,061903;-0,0597488;0,595801;-0,615803
0,062003;-0,058637;0,578165;-0,598169
0,062103;-0,057308;0,55772;-0,577726
0,062203;-0,0557692;0,534565;-0,554573
0,062303;-0,0540286;0,50881;-0,528819
0,062403;-0,0520955;0,480577;-0,500588
0,062503;-0,0499797;0,450002;-0,470014
0,062603;-0,0476923;0,41723;-0,437244
0,062703;-0,0452449;0,382418;-0,402434
0,062803;-0,0426498;0,345733;-0,365749
0,062903;-0,0399203;0,307348;-0,327367
0,063003;-0,0370699;0,267449;-0,287468
0,063103;-0,034113;0,226224;-0,246245
0,063203;-0,0310643;0,183872;-0,203894
0,063303;-0,0279389;0,140594;-0,160617
0,063403;-0,0247524;0,0965971;-0,11662
0,063503;-0,0215204;0,052091;-0,0721147
0,063603;-0,0182589;0,0072884;-0,0273126
0,063703;-0,014984;-0,0375967;0,0175721
0,063803;-0,0117118;-0,0823501;0,0623252
0,063903;-0,00845818;-0,126758;0,106733
0,064003;-0,00523922;-0,170608;0,150583
0,064103;-0,00207059;-0,213692;0,193667
0,064203;0,00103226;-0,255803;0,235778
0,064303;0,00405423;-0,29674;0,276715
0,064403;0,00698063;-0,336308;0,316284
0,064503;0,00979728;-0,374317;0,354294
0,064603;0,0124905;-0,410587;0,390565
0,064703;0,0150473;-0,444945;0,424924
0,064803;0,0174554;-0,477225;0,457205
0,064903;0,0197031;-0,507275;0,487256
0,065003;0,0217797;-0,53495;0,514932
0,065103;0,0236753;-0,560118;0,540102
0,065203;0,0253807;-0,58266;0,562645
0,065303;0,026888;-0,602467;0,582453
0,065403;0,0281899;-0,619445;0,599433
0,065503;0,0292804;-0,633513;0,613502
0,065603;0,0301544;-0,644604;0,624595
0,065703;0,0308079;-0,652664;0,632657
0,065803;0,0312381;-0,657656;0,637651
0,065903;0,031443;-0,659555;0,639552
0,066003;0,0314221;-0,658353;0,638351
0,066103;0,0311756;-0,654055;0,634055
0,066203;0,0307052;-0,646681;0,626683
0,066303;0,0300135;-0,636267;0,616271
0,066403;0,0291041;-0,622863;0,602868
0,066503;0,0279818;-0,606533;0,58654
0,066603;0,0266525;-0,587354;0,567362
0,066703;0,025123;-0,565418;0,545428
0,066803;0,0234012;-0,54083;0,520842
0,066903;0,0214957;-0,513707;0,493721
0,067003;0,0194164;-0,484179;0,464194
0,067103;0,0171737;-0,452387;0,432404
0,067203;0,0147789;-0,418483;0,398501
0,067303;0,0122443;-0,382628;0,362647
0,067403;0,00958252;-0,344993;0,325014
0,067503;0,00680707;-0,305759;0,285781
0,067603;0,0039319;-0,265113;0,245136
0,067703;0,00097153;-0,223249;0,203273
0,067803;-0,00205913;-0,180366;0,160391
0,067903;-0,00514478;-0,13667;0,116696
0,068003;-0,00826987;-0,0923694;0,0723952
0,068103;-0,0114186;-0,0476752;0,0277015
0,068203;-0,0145751;-0,00280108;-0,0171723
0,068303;-0,0177234;0,0420387;-0,0620119
0,068403;-0,0208475;0,0866299;-0,106603
0,068503;-0,0239316;0,13076;-0,150733
0,068603;-0,0269601;0,174217;-0,194191
0,068703;-0,0299174;0,216796;-0,236769
0,068803;-0,0327886;0,258291;-0,278265
0,068903;-0,0355588;0,298505;-0,31848
0,069003;-0,038214;0,337246;-0,357221
0,069103;-0,0407403;0,374329;-0,394305
0,069203;-0,0431248;0,409576;-0,429553
0,069303;-0,045355;0,44282;-0,462799
0,069403;-0,0474191;0,473902;-0,493882
0,069503;-0,0493064;0,502674;-0,522655
0,069603;-0,0510067;0,528997;-0,548979
0,069703;-0,0525108;0,552747;-0,57273
0,069803;-0,0538106;0,573809;-0,593794
0,069903;-0,0548987;0,592084;-0,612071
0,070003;-0,0557688;0,607484;-0,627472
0,070103;-0,0564158;0,619935;-0,639926
0,070203;-0,0568355;0,629379;-0,649371
0,070303;-0,0570248;0,635769;-0,655763
0,070403;-0,0569818;0,639076;-0,659072
0,070503;-0,0567055;0,639284;-0,659281
0,070603;-0,0561962;0,636391;-0,656391
0,070703;-0,0554554;0,630412;-0,650413
0,070803;-0,0544855;0,621375;-0,641378
0,070903;-0,05329;0,609323;-0,629328
0,071003;-0,0518737;0,594313;-0,61432
0,071103;-0,0502424;0,576419;-0,596427
0,071203;-0,0484027;0,555724;-0,575734
0,071303;-0,0463624;0,532327;-0,55234
0,071403;-0,0441304;0,506341;-0,526355
0,071503;-0,0417162;0,47789;-0,497905
0,071603;-0,0391305;0,447109;-0,467126
0,071703;-0,0363847;0,414145;-0,434164
0,071803;-0,0334909;0,379156;-0,399176
0,071903;-0,030462;0,342308;-0,36233
0,072003;-0,0273116;0,303779;-0,323801
0,072103;-0,0240538;0,263751;-0,283775
0,072203;-0,0207035;0,222416;-0,242441
0,072303;-0,0172756;0,179971;-0,199997
0,072403;-0,0137858;0,136619;-0,156646
0,072503;-0,0102499;0,0925669;-0,112594
0,072603;-0,00668407;0,048025;-0,0680529
0,072703;-0,00310455;0,00320615;-0,0232344
0,072803;0,000472265;-0,0416758;0,0216473
0,072903;0,00403002;-0,0864065;0,0663779
0,073003;0,00755239;-0,130772;0,110744
0,073103;0,0110232;-0,174562;0,154533
0,073203;0,0144265;-0,217565;0,197537
0,073303;0,0177467;-0,259577;0,239549
0,073403;0,0209683;-0,300398;0,28037
0,073503;0,0240767;-0,339832;0,319805
0,073603;0,0270575;-0,377691;0,357665
0,073703;0,0298968;-0,413794;0,393769
0,073803;0,0325816;-0,447969;0,427945
0,073903;0,0350995;-0,480053;0,46003
0,074003;0,0374389;-0,509892;0,489871
0,074103;0,0395889;-0,537345;0,517324
0,074203;0,0415395;-0,562279;0,54226
0,074303;0,0432819;-0,584576;0,564559
0,074403;0,0448078;-0,60413;0,584114
0,074503;0,0461102;-0,620846;0,600832
0,074603;0,0471831;-0,634646;0,614634
0,074703;0,0480216;-0,645463;0,625453
0,074803;0,0486216;-0,653246;0,633238
0,074903;0,0489806;-0,657958;0,637951
0,075003;0,0490968;-0,659575;0,63957
0,075103;0,0489696;-0,658091;0,638088
0,075203;0,0485998;-0,653512;0,633511
0,075303;0,0479889;-0,64586;0,625861
0,075403;0,0471398;-0,635172;0,615175
0,075503;0,0460566;-0,621499;0,601504
0,075603;0,0447441;-0,604906;0,584913
0,075703;0,0432085;-0,585472;0,565481
0,075803;0,0414569;-0,56329;0,543301
0,075903;0,0394975;-0,538467;0,518479
0,076003;0,0373393;-0,51112;0,491134
0,076103;0,0349922;-0,48138;0,461396
0,076203;0,0324673;-0,449389;0,429407
0,076303;0,0297761;-0,415301;0,39532
0,076403;0,0269311;-0,379277;0,359297
0,076503;0,0239454;-0,341489;0,321511
0,076603;0,0208329;-0,302119;0,282142
0,076703;0,0176078;-0,261354;0,241378
0,076803;0,0142852;-0,219389;0,199414
0,076903;0,0108802;-0,176424;0,15645
0,077003;0,00740859;-0,132664;0,112691
0,077103;0,00388631;-0,0883184;0,0683462
0,077203;0,000329523;-0,0435989;0,0236273
0,077303;-0,00324543;0,00128101;-0,0212522
0,077403;-0,00682219;0,0461071;-0,0660779
0,077503;-0,0103844;0,0906652;-0,110636
0,077603;-0,0139157;0,134743;-0,154713
0,077703;-0,0174002;0,178129;-0,1981
0,077803;-0,0208218;0,220617;-0,240588
0,077903;-0,0241652;0,262004;-0,281975
0,078003;-0,0274151;0,302092;-0,322064
0,078103;-0,0305569;0,34069;-0,360662
0,078203;-0,0335764;0,377613;-0,397586
0,078303;-0,0364603;0,412685;-0,432659
0,078403;-0,0391955;0,445739;-0,465714
0,078503;-0,0417699;0,476617;-0,496593
0,078603;-0,0441722;0,505172;-0,525149
0,078703;-0,046392;0,531266;-0,551245
0,078803;-0,0484195;0,554776;-0,574756
0,078903;-0,0502461;0,575589;-0,59557
0,079003;-0,051864;0,593606;-0,613589
0,079103;-0,0532665;0,608741;-0,628725
0,079203;-0,054448;0,620921;-0,640907
0,079303;-0,0554039;0,630089;-0,650077
0,079403;-0,0561306;0,6362;-0,65619
0,079503;-0,0566257;0,639226;-0,659217
0,079603;-0,0568878;0,639151;-0,659144
0,079703;-0,0569169;0,635977;-0,655972
0,079803;-0,0567138;0,629718;-0,649715
0,079903;-0,0562806;0,620405;-0,640404
0,080003;-0,0556204;0,608082;-0,628082
0,080103;-0,0547373;0,592807;-0,612809
0,080203;-0,0536368;0,574654;-0,594658
0,080303;-0,0523252;0,553709;-0,573715
0,080403;-0,0508097;0,530072;-0,55008
0,080503;-0,0490987;0,503857;-0,523866
0,080603;-0,0472013;0,475188;-0,495199
0,080703;-0,0451278;0,444202;-0,464215
0,080803;-0,0428891;0,411048;-0,431062
0,080903;-0,0404968;0,375882;-0,395898
0,081003;-0,0379635;0,338875;-0,358892
0,081103;-0,0353023;0,300201;-0,320219
0,081203;-0,0325269;0,260047;-0,280066
0,081303;-0,0296515;0,218602;-0,238623
0,081403;-0,026691;0,176067;-0,196088
0,081503;-0,0236603;0,132642;-0,152664
0,081603;-0,0205749;0,088537;-0,10856
0,081703;-0,0174505;0,0439611;-0,0639844
0,081803;-0,014303;-0,000872361;-0,0191513
0,081903;-0,0111484;-0,0457494;0,0257254
0,082003;-0,00800243;-0,0904558;0,0704316
0,082103;-0,00488118;-0,134778;0,114754
0,082203;-0,00180035;-0,178504;0,15848
0,082303;0,00122449;-0,221426;0,201402
0,082403;0,00417809;-0,263338;0,243315
0,082503;0,00704555;-0,304041;0,284018
0,082603;0,0098124;-0,343339;0,323317
0,082703;0,0124647;-0,381046;0,361024
0,082803;0,014989;-0,416981;0,39696
0,082903;0,0173726;-0,450973;0,430953
0,083003;0,0196035;-0,482859;0,46284
0,083103;0,0216703;-0,512487;0,492469
0,083203;0,0235625;-0,539716;0,519699
0,083303;0,0252706;-0,564415;0,5444
0,083403;0,0267857;-0,586467;0,566453
0,083503;0,0281002;-0,605766;0,585754
0,083603;0,0292072;-0,622221;0,60221
0,083703;0,0301011;-0,635752;0,615743
0,083803;0,0307769;-0,646296;0,626288
0,083903;0,0312313;-0,653801;0,633795
0,084003;0,0314615;-0,658231;0,638227
0,084103;0,0314661;-0,659567;0,639565
0,084203;0,0312448;-0,657801;0,6378
0,084303;0,0307983;-0,652941;0,632943
0,084403;0,0301286;-0,645012;0,625015
0,084503;0,0292386;-0,63405;0,614055
0,084603;0,0281324;-0,620109;0,600116
0,084703;0,026815;-0,603254;0,583263
0,084803;0,0252928;-0,583567;0,563577
0,084903;0,0235727;-0,561141;0,541153
0,085003;0,0216631;-0,536083;0,516096
0,085103;0,0195729;-0,508513;0,488528
0,085203;0,0173122;-0,478562;0,458579
0,085303;0,0148919;-0,446374;0,426393
0,085403;0,0123235;-0,412103;0,392123
0,085503;0,00961945;-0,375911;0,355932
0,085603;0,0067928;-0,337973;0,317995
0,085703;0,00385723;-0,298468;0,278491
0,085803;0,000826949;-0,257586;0,23761
0,085903;-0,00228331;-0,215521;0,195546
0,086003;-0,00545843;-0,172475;0,152501
0,086103;-0,00868293;-0,128654;0,10868
0,086203;-0,0119411;-0,0842655;0,0642928
0,086303;-0,0152169;-0,0395227;0,0195504
0,086403;-0,0184945;0,00536108;-0,0253332
0,086503;-0,0217576;0,0501715;-0,0701435
0,086603;-0,0249902;0,0946947;-0,114667
0,086703;-0,0281764;0,138718;-0,15869
0,086803;-0,0313005;0,182031;-0,202003
0,086903;-0,034347;0,224427;-0,2444
0,087003;-0,0373008;0,265704;-0,285677
0,087103;-0,040147;0,305664;-0,325638
0,087203;-0,0428716;0,344117;-0,364092
0,087303;-0,0454609;0,380879;-0,400855
0,087403;-0,0479017;0,415775;-0,435751
0,087503;-0,0501817;0,448638;-0,468615
0,087603;-0,0522893;0,47931;-0,499289
0,087703;-0,0542137;0,507646;-0,527626
0,087803;-0,0559448;0,533511;-0,553492
0,087903;-0,0574736;0,55678;-0,576763
0,088003;-0,058792;0,577343;-0,597327
0,088103;-0,0598928;0,595101;-0,615087
0,088203;-0,0607699;0,60997;-0,629957
0,088303;-0,0614182;0,621878;-0,641868
0,088403;-0,0618337;0,630769;-0,650761
0,088503;-0,0620134;0,636601;-0,656594
0,088603;-0,0619557;0,639345;-0,65934
0,088703;-0,0616598;0,638989;-0,658986
0,088803;-0,0611261;0,635533;-0,655532
0,088903;-0,0603562;0,628995;-0,648996
0,089003;-0,0593528;0,619406;-0,639409
0,089103;-0,0581196;0,606812;-0,626817
0,089203;-0,0566616;0,591272;-0,611279
0,089303;-0,0549846;0,572862;-0,59287
0,089403;-0,0530957;0,551668;-0,571678
0,089503;-0,0510027;0,527792;-0,547804
0,089603;-0,0487147;0,501348;-0,521362
0,089703;-0,0462414;0,472462;-0,492478
0,089803;-0,0435938;0,441273;-0,461291
0,089903;-0,0407832;0,407929;-0,427948
0,090003;-0,0378221;0,372589;-0,39261
0,090103;-0,0347236;0,335423;-0,355445
0,090203;-0,0315013;0,296607;-0,31663
0,090303;-0,0281696;0,256327;-0,276351
0,090403;-0,0247433;0,214775;-0,2348
0,090503;-0,0212377;0,17215;-0,192176
0,090603;-0,0176686;0,128655;-0,148682
0,090703;-0,0140518;0,0844985;-0,104526
0,090803;-0,0104036;0,0398904;-0,0599185
0,090903;-0,00674038;-0,00495592;-0,0150726
0,091003;-0,00307862;-0,0498263;0,0297975
0,091103;0,000565253;-0,0945066;0,0744776
0,091203;0,00417484;-0,138783;0,118754
0,091303;0,00773392;-0,182445;0,162416
0,091403;0,0112265;-0,225283;0,205255
0,091503;0,0146368;-0,267094;0,247066
0,091603;0,0179496;-0,307677;0,287649
0,091703;0,02115;-0,346838;0,326811
0,091803;0,0242237;-0,384391;0,364365
0,091903;0,0271568;-0,420156;0,400131
0,092003;0,0299363;-0,453963;0,433939
0,092103;0,0325498;-0,48565;0,465626
0,092203;0,0349856;-0,515066;0,495043
0,092303;0,0372331;-0,542069;0,522049
0,092403;0,0392821;-0,566533;0,546513
0,092503;0,0411239;-0,588339;0,568321
0,092603;0,0427503;-0,607383;0,587367
0,092703;0,0441543;-0,623575;0,60356
0,092803;0,04533;-0,636837;0,616824
0,092903;0,0462724;-0,647106;0,627095
0,093003;0,0469778;-0,654333;0,634323
0,093103;0,0474433;-0,658483;0,638475
0,093203;0,0476674;-0,659536;0,639531
0,093303;0,0476496;-0,657488;0,637485
0,093403;0,0473906;-0,652349;0,632347
0,093503;0,0468921;-0,644142;0,624142
0,093603;0,046157;-0,632907;0,612909
0,093703;0,0451893;-0,618697;0,598702
0,093803;0,0439941;-0,601582;0,581588
0,093903;0,0425775;-0,581641;0,561649
0,094003;0,0409466;-0,558971;0,538981
0,094103;0,0391095;-0,533679;0,513691
0,094203;0,0370755;-0,505887;0,4859
0,094303;0,0348544;-0,475727;0,455742
0,094403;0,0324572;-0,443344;0,42336
0,094503;0,0298954;-0,408891;0,388909
0,094603;0,0271816;-0,372533;0,352552
0,094703;0,0243288;-0,334444;0,314465
0,094803;0,0213508;-0,294806;0,274828
0,094903;0,0182618;-0,253808;0,233831
0,095003;0,0150768;-0,211646;0,19167
0,095103;0,0118109;-0,168521;0,148546
0,095203;0,00847969;-0,124639;0,104665
0,095303;0,00509905;-0,0802098;0,0602364
0,095403;0,00168504;-0,0354453;0,0154724
0,095503;-0,00174614;0,00944081;-0,0294133
0,095603;-0,00517827;0,054234;-0,0742062
0,095703;-0,00859513;0,0987206;-0,118693
0,095803;-0,0119806;0,142688;-0,16266
0,095903;-0,0153188;0,185926;-0,205898
0,096003;-0,0185941;0,228229;-0,248201
0,096103;-0,021791;0,269394;-0,289367
0,096203;-0,0248948;0,309225;-0,329199
0,096303;-0,0278909;0,347532;-0,367506
0,096403;-0,0307654;0,384132;-0,404106
0,096503;-0,0335051;0,418849;-0,438825
0,096603;-0,0360973;0,451519;-0,471496
0,096703;-0,0385302;0,481985;-0,501963
0,096803;-0,0407927;0,510102;-0,530081
0,096903;-0,0428745;0,535736;-0,555716
0,097003;-0,0447662;0,558763;-0,578745
0,097103;-0,0464595;0,579075;-0,599058
0,097203;-0,0479468;0,596574;-0,616558
0,097303;-0,0492219;0,611177;-0,631162
0,097403;-0,0502792;0,622813;-0,6428
0,097503;-0,0511144;0,631428;-0,651417
0,097603;-0,0517243;0,63698;-0,656971
0,097703;-0,0521067;0,639442;-0,659435
0,097803;-0,0522607;0,638804;-0,658798
0,097903;-0,0521862;0,635067;-0,655064
0,098003;-0,0518844;0,628251;-0,648249
0,098103;-0,0513578;0,618386;-0,638386
0,098203;-0,0506096;0,605522;-0,625523
0,098303;-0,0496442;0,589718;-0,609721
0,098403;-0,0484673;0,57105;-0,591056
0,098503;-0,0470854;0,549608;-0,569615
0,098603;-0,045506;0,525494;-0,545503
0,098703;-0,0437377;0,498823;-0,518833
0,098803;-0,0417897;0,469722;-0,489734
0,098903;-0,0396725;0,438331;-0,458344
0,099003;-0,0373972;0,404798;-0,424813
0,099103;-0,0349755;0,369286;-0,389302
0,099203;-0,0324201;0,331962;-0,351979
0,099303;-0,0297443;0,293005;-0,313024
0,099403;-0,0269618;0,252601;-0,272621
0,099503;-0,024087;0,210944;-0,230964
0,099603;-0,0211347;0,168231;-0,188253
0,099703;-0,01812;0,124668;-0,14469
0,099803;-0,0150584;0,080461;-0,100484
0,099903;-0,0119655;0,0358224;-0,0558459
0,100003;-0,00885723;-0,00903494;-0,0109889
0,100103;-0,00574949;-0,0538969;0,0338728
0,100203;-0,00265817;-0,0985492;0,078525
0,100303;0,000400887;-0,142779;0,122754
0,100403;0,00341201;-0,186374;0,16635
0,100503;0,00635976;-0,229127;0,209104
0,100603;0,009229;-0,270834;0,250811
0,100703;0,012005;-0,311296;0,291273
0,100803;0,0146734;-0,350319;0,330296
0,100903;0,0172204;-0,387716;0,367695
0,101003;0,0196329;-0,423311;0,40329
0,101103;0,0218983;-0,456931;0,436912
0,101203;0,0240047;-0,488418;0,468399
0,101303;0,0259412;-0,51762;0,497602
0,101403;0,0276974;-0,544398;0,524382
0,101503;0,029264;-0,568624;0,54861
0,101603;0,0306326;-0,590183;0,57017
0,101703;0,0317957;-0,608972;0,58896
0,101803;0,0327467;-0,6249;0,60489
0,101903;0,0334803;-0,637893;0,617884
0,102003;0,033992;-0,647887;0,62788
0,102103;0,0342786;-0,654835;0,63483
0,102203;0,0343377;-0,658704;0,638701
0,102303;0,0341682;-0,659476;0,639475
0,102403;0,0337703;-0,657146;0,637147
0,102503;0,0331448;-0,651727;0,631729
0,102603;0,0322942;-0,643243;0,623247
0,102703;0,0312216;-0,631735;0,611741
0,102803;0,0299315;-0,617259;0,597267
0,102903;0,0284294;-0,599882;0,579892
0,103003;0,0267217;-0,57969;0,559701
0,103103;0,0248159;-0,556776;0,53679
0,103203;0,0227206;-0,531252;0,511268
0,103303;0,0204451;-0,503239;0,483256
0,103403;0,0179997;-0,472871;0,45289
0,103503;0,0153956;-0,440293;0,420313
0,103603;0,0126448;-0,40566;0,385681
0,103703;0,00975977;-0,369138;0,34916
0,103803;0,00675398;-0,3309;0,310924
0,103903;0,00364133;-0,291131;0,271156
0,104003;0,000436293;-0,250019;0,230045
0,104103;-0,00284617;-0,207761;0,187788
0,104203;-0,00619071;-0,164559;0,144586
0,104303;-0,00958164;-0,120618;0,100647
0,104403;-0,013003;-0,07615;0,0561786
0,104503;-0,0164388;-0,0313656;0,0113946
0,104603;-0,0198726;0,0135208;-0,0334915
0,104703;-0,0232883;0,0582949;-0,0782655
0,104803;-0,0266698;0,102743;-0,122714
0,104903;-0,0300009;0,146653;-0,166623
0,105003;-0,0332657;0,189814;-0,209785
0,105103;-0,0364488;0,232022;-0,251993
0,105203;-0,0395349;0,273074;-0,293046
0,105303;-0,0425092;0,312774;-0,332746
0,105403;-0,0453575;0,350933;-0,370906
0,105503;-0,048066;0,387368;-0,407343
0,105603;-0,0506217;0,421907;-0,441882
0,105703;-0,0530121;0,454382;-0,474359
0,105803;-0,0552257;0,484641;-0,504618
0,105903;-0,0572516;0,512537;-0,532516
0,106003;-0,05908;0,537939;-0,557919
0,106103;-0,0607016;0,560723;-0,580705
0,106203;-0,0621085;0,580783;-0,600767
0,106303;-0,0632936;0,598022;-0,618007
0,106403;-0,0642508;0,612357;-0,632344
0,106503;-0,064975;0,623721;-0,64371
0,106603;-0,0654625;0,632059;-0,652049
0,106703;-0,0657102;0,637331;-0,657323
0,106803;-0,0657167;0,639512;-0,659506
0,106903;-0,0654811;0,638591;-0,658588
0,107003;-0,0650042;0,634574;-0,654572
0,107103;-0,0642875;0,627478;-0,647479
0,107203;-0,0633339;0,617339;-0,637341
0,107303;-0,0621471;0,604204;-0,624208
0,107403;-0,0607323;0,588137;-0,608143
0,107503;-0,0590955;0,569213;-0,589221
0,107603;-0,0572436;0,547523;-0,567533
0,107703;-0,0551849;0,523172;-0,543183
0,107803;-0,0529283;0,496274;-0,516288
0,107903;-0,0504837;0,466959;-0,486974
0,108003;-0,0478622;0,435367;-0,455384
0,108103;-0,0450752;0,401648;-0,421666
0,108203;-0,0421353;0,365963;-0,385983
0,108303;-0,0390555;0,328483;-0,348504
0,108403;-0,0358497;0,289387;-0,309409
0,108503;-0,0325323;0,248861;-0,268885
0,108603;-0,0291182;0,207099;-0,227124
0,108703;-0,0256226;0,164301;-0,184327
0,108803;-0,0220614;0,12067;-0,140697
0,108903;-0,0184505;0,0764156;-0,0964426
0,109003;-0,0148062;0,0317483;-0,0517759
0,109103;-0,0111449;-0,0131184;-0,00690966
0,109203;-0,00748293;-0,0579702;0,0379418
0,109303;-0,00383689;-0,102593;0,0825643
0,109403;-0,000223103;-0,146773;0,126745
0,109503;0,00334223;-0,190301;0,170272
0,109603;0,00684312;-0,232968;0,212939
0,109703;0,0102639;-0,274569;0,254542
0,109803;0,0135894;-0,314908;0,294881
0,109903;0,0168047;-0,353791;0,333764
0,110003;0,0198955;-0,391032;0,371006
0,110103;0,0228482;-0,426453;0,406428
0,110203;0,0256497;-0,459886;0,439862
0,110303;0,0282878;-0,491171;0,471148
0,110403;0,0307508;-0,520159;0,500137
0,110503;0,0330281;-0,54671;0,526689
0,110603;0,03511;-0,570698;0,550679
0,110703;0,0369874;-0,59201;0,571992
0,110803;0,0386525;-0,610542;0,590526
0,110903;0,0400984;-0,626206;0,606192
0,111003;0,0413192;-0,638928;0,618916
0,111103;0,0423101;-0,648647;0,628636
0,111203;0,0430674;-0,655317;0,635308
0,111303;0,0435884;-0,658905;0,638898
0,111403;0,0438718;-0,659395;0,639389
0,111503;0,043917;-0,656783;0,63678
0,111603;0,0437249;-0,651084;0,631082
0,111703;0,0432973;-0,642323;0,622323
0,111803;0,0426372;-0,630543;0,610545
0,111903;0,0417487;-0,6158;0,595804
0,112003;0,0406369;-0,598164;0,57817
0,112103;0,0393079;-0,57772;0,557727
0,112203;0,0377691;-0,554564;0,534574
0,112303;0,0360285;-0,528809;0,50882
0,112403;0,0340954;-0,500576;0,480589
0,112503;0,0319796;-0,470001;0,450015
0,112603;0,0296922;-0,437229;0,417245
0,112703;0,0272448;-0,402417;0,382435
0,112803;0,0246497;-0,365732;0,34575
0,112903;0,0219202;-0,327347;0,307367
0,113003;0,0190698;-0,287448;0,267469
0,113103;0,0161129;-0,246224;0,226246
0,113203;0,0130642;-0,203871;0,183895
0,113303;0,00993881;-0,160593;0,140617
0,113403;0,00675225;-0,116596;0,0966211
0,113503;0,00352027;-0,0720901;0,0521156
0,113603;0,000258803;-0,0272875;0,00731353
0,113703;-0,0030161;0,0175976;-0,0375712
0,113803;-0,00628835;0,062351;-0,0823243
0,113903;-0,00954192;0,106759;-0,126732
0,114003;-0,0127609;0,150609;-0,170582
0,114103;-0,0159295;0,193693;-0,213666
0,114203;-0,0190324;0,235803;-0,255777
0,114303;-0,0220543;0,27674;-0,296715
0,114403;-0,0249807;0,316308;-0,336283
0,114503;-0,0277974;0,354318;-0,374293
0,114603;-0,0304906;0,390588;-0,410564
0,114703;-0,0330474;0,424946;-0,444923
0,114803;-0,0354555;0,457226;-0,477204
0,114903;-0,0377032;0,487276;-0,507255
0,115003;-0,0397798;0,514951;-0,534931
0,115103;-0,0416754;0,540119;-0,560101
0,115203;-0,0433808;0,562661;-0,582644
0,115303;-0,0448881;0,582468;-0,602452
0,115403;-0,04619;0,599446;-0,619432
