time;V(/VoutN)1;V(/VoutP)1;V(/BiasDrive)1;a
0,468054;-0,0697419;0,0497239;0,00218427;
0,468064;-0,0652702;0,0452519;0,00186143;
0,468074;-0,0607958;0,0407772;0,00153842;
0,468084;-0,0563191;0,0363;0,00121526;
0,468094;-0,0518401;0,0318207;0,000891964;
0,468104;-0,0473591;0,0273393;0,000568549;
0,468114;-0,0428763;0,0228562;0,00024503;
0,468124;-0,0383919;0,0183715;-7,86E-05;
0,468134;-0,0339062;0,0138854;-0,000402258;
0,468144;-0,0294194;0,00939824;-0,000725994;
0,468154;-0,0249316;0,00491011;-0,00104977;
0,468164;-0,0204431;0,000421276;-0,00137357;
0,468174;-0,0159541;-0,00406806;-0,00169738;
0,468184;-0,0114649;-0,00855768;-0,00202119;
0,468194;-0,00697552;-0,0130474;-0,00234497;
0,468204;-0,00248632;-0,0175369;-0,00266872;
0,468214;0,00200252;-0,0220261;-0,0029924;
0,468224;0,00649078;-0,0265147;-0,00331602;
0,468234;0,0109783;-0,0310025;-0,00363956;
0,468244;0,0154647;-0,0354893;-0,00396299;
0,468254;0,01995;-0,0399749;-0,00428631;
0,468264;0,0244338;-0,0444591;-0,00460949;
0,468274;0,028916;-0,0489416;-0,00493252;
0,468284;0,0333963;-0,0534223;-0,00525539;
0,468294;0,0378746;-0,0579009;-0,00557807;
0,468304;0,0423505;-0,0623772;-0,00590056;
0,468314;0,046824;-0,066851;-0,00622284;
0,468324;0,0512947;-0,0713221;-0,00654489;
0,468334;0,0557625;-0,0757902;-0,0068667;
0,468344;0,0602272;-0,0802552;-0,00718825;
0,468354;0,0646885;-0,0847169;-0,00750952;
0,468364;0,0691463;-0,089175;-0,0078305;
0,468374;0,0736003;-0,0936293;-0,00815118;
0,468384;0,0780502;-0,0980796;-0,00847153;
0,468394;0,082496;-0,102526;-0,00879154;
0,468404;0,0869374;-0,106967;-0,00911121;
0,468414;0,0913741;-0,111404;-0,0094305;
0,468424;0,0958059;-0,115837;-0,0097494;
0,468434;0,100233;-0,120264;-0,0100679;
0,468444;0,104654;-0,124686;-0,010386;
0,468454;0,10907;-0,129102;-0,0107037;
0,468464;0,113481;-0,133513;-0,0110209;
0,468474;0,117885;-0,137918;-0,0113376;
0,468484;0,122284;-0,142316;-0,0116539;
0,468494;0,126676;-0,146709;-0,0119697;
0,468504;0,131061;-0,151095;-0,0122849;
0,468514;0,13544;-0,155474;-0,0125997;
0,468524;0,139812;-0,159846;-0,0129139;
0,468534;0,144177;-0,164211;-0,0132275;
0,468544;0,148534;-0,168569;-0,0135406;
0,468554;0,152884;-0,172919;-0,0138531;
0,468564;0,157226;-0,177261;-0,014165;
0,468574;0,16156;-0,181595;-0,0144763;
0,468584;0,165885;-0,185921;-0,0147869;
0,468594;0,170203;-0,190239;-0,0150969;
0,468604;0,174512;-0,194548;-0,0154062;
0,468614;0,178812;-0,198848;-0,0157149;
0,468624;0,183102;-0,20314;-0,0160228;
0,468634;0,187384;-0,207422;-0,0163301;
0,468644;0,191656;-0,211694;-0,0166366;
0,468654;0,195919;-0,215957;-0,0169424;
0,468664;0,200172;-0,22021;-0,0172475;
0,468674;0,204415;-0,224454;-0,0175517;
0,468684;0,208647;-0,228686;-0,0178552;
0,468694;0,212869;-0,232909;-0,0181579;
0,468704;0,217081;-0,237121;-0,0184598;
0,468714;0,221281;-0,241321;-0,0187609;
0,468724;0,225471;-0,245511;-0,0190611;
0,468734;0,229649;-0,24969;-0,0193604;
0,468744;0,233816;-0,253857;-0,0196589;
0,468754;0,237971;-0,258013;-0,0199565;
0,468764;0,242115;-0,262156;-0,0202532;
0,468774;0,246246;-0,266288;-0,020549;
0,468784;0,250365;-0,270407;-0,0208438;
0,468794;0,254472;-0,274514;-0,0211377;
0,468804;0,258566;-0,278608;-0,0214307;
0,468814;0,262647;-0,28269;-0,0217226;
0,468824;0,266715;-0,286758;-0,0220136;
0,468834;0,27077;-0,290814;-0,0223036;
0,468844;0,274811;-0,294855;-0,0225926;
0,468854;0,278839;-0,298884;-0,0228805;
0,468864;0,282853;-0,302898;-0,0231674;
0,468874;0,286854;-0,306898;-0,0234533;
0,468884;0,29084;-0,310885;-0,023738;
0,468894;0,294811;-0,314857;-0,0240217;
0,468904;0,298768;-0,318814;-0,0243043;
0,468914;0,30271;-0,322756;-0,0245857;
0,468924;0,306638;-0,326684;-0,0248661;
0,468934;0,31055;-0,330596;-0,0251453;
0,468944;0,314447;-0,334494;-0,0254233;
0,468954;0,318328;-0,338375;-0,0257002;
0,468964;0,322194;-0,342241;-0,0259758;
0,468974;0,326044;-0,346091;-0,0262503;
0,468984;0,329877;-0,349925;-0,0265236;
0,468994;0,333695;-0,353743;-0,0267957;
0,469004;0,337496;-0,357545;-0,0270665;
0,469014;0,341281;-0,361329;-0,027336;
0,469024;0,345048;-0,365097;-0,0276044;
0,469034;0,348799;-0,368849;-0,0278714;
0,469044;0,352533;-0,372582;-0,0281371;
0,469054;0,356249;-0,376299;-0,0284015;
0,469064;0,359948;-0,379998;-0,0286647;
0,469074;0,363629;-0,38368;-0,0289264;
0,469084;0,367292;-0,387343;-0,0291869;
0,469094;0,370938;-0,390989;-0,029446;
0,469104;0,374565;-0,394616;-0,0297037;
0,469114;0,378174;-0,398225;-0,02996;
0,469124;0,381764;-0,401815;-0,030215;
0,469134;0,385335;-0,405387;-0,0304685;
0,469144;0,388888;-0,40894;-0,0307207;
0,469154;0,392421;-0,412474;-0,0309714;
0,469164;0,395936;-0,415988;-0,0312206;
0,469174;0,39943;-0,419483;-0,0314684;
0,469184;0,402906;-0,422959;-0,0317147;
0,469194;0,406361;-0,426415;-0,0319596;
0,469204;0,409797;-0,429851;-0,0322029;
0,469214;0,413213;-0,433267;-0,0324448;
0,469224;0,416608;-0,436663;-0,0326851;
0,469234;0,419983;-0,440038;-0,0329239;
0,469244;0,423338;-0,443393;-0,0331612;
0,469254;0,426672;-0,446727;-0,0333969;
0,469264;0,429985;-0,45004;-0,0336311;
0,469274;0,433277;-0,453332;-0,0338637;
0,469284;0,436547;-0,456603;-0,0340947;
0,469294;0,439797;-0,459853;-0,0343241;
0,469304;0,443025;-0,463081;-0,0345519;
0,469314;0,446231;-0,466288;-0,034778;
0,469324;0,449416;-0,469472;-0,0350026;
0,469334;0,452578;-0,472635;-0,0352255;
0,469344;0,455719;-0,475776;-0,0354467;
0,469354;0,458837;-0,478894;-0,0356663;
0,469364;0,461933;-0,481991;-0,0358842;
0,469374;0,465006;-0,485064;-0,0361004;
0,469384;0,468057;-0,488115;-0,0363149;
0,469394;0,471085;-0,491143;-0,0365277;
0,469404;0,474089;-0,494148;-0,0367388;
0,469414;0,477071;-0,49713;-0,0369482;
0,469424;0,480029;-0,500088;-0,0371558;
0,469434;0,482964;-0,503024;-0,0373617;
0,469444;0,485876;-0,505935;-0,0375658;
0,469454;0,488764;-0,508823;-0,0377681;
0,469464;0,491628;-0,511687;-0,0379687;
0,469474;0,494467;-0,514528;-0,0381675;
0,469484;0,497283;-0,517344;-0,0383644;
0,469494;0,500075;-0,520135;-0,0385596;
0,469504;0,502842;-0,522903;-0,0387529;
0,469514;0,505585;-0,525646;-0,0389445;
0,469524;0,508303;-0,528364;-0,0391341;
0,469534;0,510997;-0,531058;-0,039322;
0,469544;0,513665;-0,533727;-0,0395079;
0,469554;0,516308;-0,53637;-0,039692;
0,469564;0,518927;-0,538989;-0,0398743;
0,469574;0,52152;-0,541582;-0,0400546;
0,469584;0,524088;-0,54415;-0,040233;
0,469594;0,52663;-0,546692;-0,0404096;
0,469604;0,529146;-0,549209;-0,0405842;
0,469614;0,531637;-0,5517;-0,0407569;
0,469624;0,534102;-0,554165;-0,0409277;
0,469634;0,536541;-0,556604;-0,0410966;
0,469644;0,538954;-0,559017;-0,0412634;
0,469654;0,54134;-0,561404;-0,0414284;
0,469664;0,5437;-0,563764;-0,0415914;
0,469674;0,546034;-0,566098;-0,0417524;
0,469684;0,548341;-0,568406;-0,0419114;
0,469694;0,550622;-0,570686;-0,0420684;
0,469704;0,552876;-0,57294;-0,0422235;
0,469714;0,555103;-0,575167;-0,0423765;
0,469724;0,557303;-0,577367;-0,0425275;
0,469734;0,559475;-0,57954;-0,0426765;
0,469744;0,561621;-0,581686;-0,0428235;
0,469754;0,563739;-0,583805;-0,0429685;
0,469764;0,56583;-0,585896;-0,0431114;
0,469774;0,567893;-0,587959;-0,0432522;
0,469784;0,569929;-0,589995;-0,043391;
0,469794;0,571937;-0,592003;-0,0435278;
0,469804;0,573918;-0,593984;-0,0436625;
0,469814;0,57587;-0,595936;-0,043795;
0,469824;0,577794;-0,597861;-0,0439256;
0,469834;0,579691;-0,599757;-0,044054;
0,469844;0,581559;-0,601625;-0,0441803;
0,469854;0,583399;-0,603465;-0,0443045;
0,469864;0,58521;-0,605277;-0,0444266;
0,469874;0,586993;-0,60706;-0,0445466;
0,469884;0,588748;-0,608815;-0,0446645;
0,469894;0,590474;-0,610541;-0,0447803;
0,469904;0,592171;-0,612239;-0,0448939;
0,469914;0,59384;-0,613907;-0,0450053;
0,469924;0,595479;-0,615547;-0,0451147;
0,469934;0,59709;-0,617158;-0,0452218;
0,469944;0,598672;-0,61874;-0,0453269;
0,469954;0,600224;-0,620293;-0,0454297;
0,469964;0,601748;-0,621816;-0,0455304;
0,469974;0,603242;-0,623311;-0,0456289;
0,469984;0,604707;-0,624776;-0,0457253;
0,469994;0,606143;-0,626212;-0,0458194;
0,470004;0,607549;-0,627618;-0,0459114;
0,470014;0,608926;-0,628995;-0,0460012;
0,470024;0,610273;-0,630342;-0,0460888;
0,470034;0,61159;-0,63166;-0,0461741;
0,470044;0,612878;-0,632948;-0,0462573;
0,470054;0,614136;-0,634206;-0,0463383;
0,470064;0,615365;-0,635434;-0,046417;
0,470074;0,616563;-0,636633;-0,0464936;
0,470084;0,617731;-0,637801;-0,0465679;
0,470094;0,61887;-0,63894;-0,0466399;
0,470104;0,619978;-0,640048;-0,0467098;
0,470114;0,621057;-0,641127;-0,0467774;
0,470124;0,622105;-0,642175;-0,0468428;
0,470134;0,623123;-0,643193;-0,0469059;
0,470144;0,62411;-0,644181;-0,0469668;
0,470154;0,625068;-0,645138;-0,0470254;
0,470164;0,625995;-0,646066;-0,0470818;
0,470174;0,626892;-0,646962;-0,0471359;
0,470184;0,627758;-0,647829;-0,0471878;
0,470194;0,628594;-0,648665;-0,0472374;
0,470204;0,629399;-0,64947;-0,0472848;
0,470214;0,630174;-0,650245;-0,0473298;
0,470224;0,630918;-0,650989;-0,0473726;
0,470234;0,631632;-0,651703;-0,0474132;
0,470244;0,632315;-0,652386;-0,0474515;
0,470254;0,632967;-0,653038;-0,0474874;
0,470264;0,633588;-0,65366;-0,0475211;
0,470274;0,634179;-0,654251;-0,0475526;
0,470284;0,634739;-0,654811;-0,0475817;
0,470294;0,635269;-0,65534;-0,0476086;
0,470304;0,635767;-0,655839;-0,0476332;
0,470314;0,636234;-0,656306;-0,0476555;
0,470324;0,636671;-0,656743;-0,0476755;
0,470334;0,637077;-0,657149;-0,0476932;
0,470344;0,637452;-0,657524;-0,0477086;
0,470354;0,637796;-0,657868;-0,0477217;
0,470364;0,638109;-0,658181;-0,0477325;
0,470374;0,638391;-0,658463;-0,0477411;
0,470384;0,638642;-0,658714;-0,0477473;
0,470394;0,638862;-0,658934;-0,0477513;
0,470404;0,639051;-0,659123;-0,0477529;
0,470414;0,639209;-0,659282;-0,0477523;
0,470424;0,639336;-0,659409;-0,0477493;
0,470434;0,639432;-0,659505;-0,0477441;
0,470444;0,639497;-0,65957;-0,0477365;
0,470454;0,639531;-0,659604;-0,0477267;
0,470464;0,639534;-0,659607;-0,0477145;
0,470474;0,639506;-0,659579;-0,0477001;
0,470484;0,639447;-0,65952;-0,0476834;
0,470494;0,639357;-0,65943;-0,0476643;
0,470504;0,639236;-0,659309;-0,047643;
0,470514;0,639084;-0,659157;-0,0476194;
0,470524;0,638901;-0,658973;-0,0475935;
0,470534;0,638686;-0,658759;-0,0475652;
0,470544;0,638441;-0,658514;-0,0475347;
0,470554;0,638165;-0,658238;-0,0475019;
0,470564;0,637858;-0,657931;-0,0474668;
0,470574;0,63752;-0,657593;-0,0474294;
0,470584;0,637151;-0,657224;-0,0473898;
0,470594;0,636751;-0,656824;-0,0473478;
0,470604;0,636321;-0,656394;-0,0473036;
0,470614;0,635859;-0,655932;-0,047257;
0,470624;0,635366;-0,65544;-0,0472082;
0,470634;0,634843;-0,654916;-0,0471571;
0,470644;0,634289;-0,654362;-0,0471037;
0,470654;0,633704;-0,653777;-0,0470481;
0,470664;0,633088;-0,653162;-0,0469901;
0,470674;0,632442;-0,652515;-0,0469299;
0,470684;0,631765;-0,651838;-0,0468675;
0,470694;0,631057;-0,65113;-0,0468027;
0,470704;0,630319;-0,650392;-0,0467357;
0,470714;0,62955;-0,649623;-0,0466665;
0,470724;0,628751;-0,648824;-0,046595;
0,470734;0,627921;-0,647994;-0,0465212;
0,470744;0,62706;-0,647133;-0,0464452;
0,470754;0,626169;-0,646242;-0,0463669;
0,470764;0,625248;-0,645321;-0,0462864;
0,470774;0,624296;-0,644369;-0,0462036;
0,470784;0,623314;-0,643387;-0,0461186;
0,470794;0,622302;-0,642375;-0,0460313;
0,470804;0,62126;-0,641333;-0,0459419;
0,470814;0,620187;-0,64026;-0,0458502;
0,470824;0,619085;-0,639158;-0,0457563;
0,470834;0,617952;-0,638025;-0,0456601;
0,470844;0,616789;-0,636862;-0,0455617;
0,470854;0,615596;-0,635669;-0,0454612;
0,470864;0,614374;-0,634447;-0,0453584;
0,470874;0,613122;-0,633194;-0,0452534;
0,470884;0,611839;-0,631912;-0,0451462;
0,470894;0,610528;-0,6306;-0,0450369;
0,470904;0,609186;-0,629259;-0,0449253;
0,470914;0,607815;-0,627888;-0,0448116;
0,470924;0,606415;-0,626487;-0,0446957;
0,470934;0,604985;-0,625057;-0,0445776;
0,470944;0,603525;-0,623598;-0,0444573;
0,470954;0,602036;-0,622109;-0,0443349;
0,470964;0,600519;-0,620591;-0,0442103;
0,470974;0,598971;-0,619044;-0,0440836;
0,470984;0,597395;-0,617468;-0,0439547;
0,470994;0,59579;-0,615862;-0,0438237;
0,471004;0,594156;-0,614228;-0,0436905;
0,471014;0,592493;-0,612565;-0,0435552;
0,471024;0,590801;-0,610873;-0,0434178;
0,471034;0,589081;-0,609153;-0,0432783;
0,471044;0,587332;-0,607404;-0,0431367;
0,471054;0,585554;-0,605626;-0,042993;
0,471064;0,583748;-0,60382;-0,0428471;
0,471074;0,581913;-0,601985;-0,0426992;
0,471084;0,580051;-0,600123;-0,0425492;
0,471094;0,57816;-0,598232;-0,0423971;
0,471104;0,576241;-0,596313;-0,042243;
0,471114;0,574294;-0,594365;-0,0420868;
0,471124;0,572319;-0,59239;-0,0419285;
0,471134;0,570316;-0,590388;-0,0417682;
0,471144;0,568286;-0,588357;-0,0416058;
0,471154;0,566228;-0,586299;-0,0414414;
0,471164;0,564142;-0,584213;-0,041275;
0,471174;0,562029;-0,5821;-0,0411066;
0,471184;0,559889;-0,57996;-0,0409361;
0,471194;0,557721;-0,577792;-0,0407636;
0,471204;0,555526;-0,575597;-0,0405892;
0,471214;0,553304;-0,573375;-0,0404128;
0,471224;0,551056;-0,571127;-0,0402343;
0,471234;0,54878;-0,568851;-0,0400539;
0,471244;0,546478;-0,566549;-0,0398716;
0,471254;0,54415;-0,56422;-0,0396873;
0,471264;0,541794;-0,561865;-0,039501;
0,471274;0,539413;-0,559483;-0,0393128;
0,471284;0,537005;-0,557075;-0,0391227;
0,471294;0,534571;-0,554641;-0,0389306;
0,471304;0,532111;-0,552181;-0,0387367;
0,471314;0,529625;-0,549695;-0,0385408;
0,471324;0,527114;-0,547184;-0,038343;
0,471334;0,524576;-0,544646;-0,0381434;
0,471344;0,522014;-0,542083;-0,0379419;
0,471354;0,519425;-0,539495;-0,0377385;
0,471364;0,516812;-0,536881;-0,0375332;
0,471374;0,514173;-0,534243;-0,0373261;
0,471384;0,51151;-0,531579;-0,0371172;
0,471394;0,508821;-0,52889;-0,0369064;
0,471404;0,506107;-0,526177;-0,0366938;
0,471414;0,503369;-0,523438;-0,0364794;
0,471424;0,500607;-0,520676;-0,0362632;
0,471434;0,49782;-0,517889;-0,0360452;
0,471444;0,495009;-0,515077;-0,0358255;
0,471454;0,492173;-0,512242;-0,0356039;
0,471464;0,489314;-0,509382;-0,0353806;
0,471474;0,486431;-0,506499;-0,0351556;
0,471484;0,483524;-0,503592;-0,0349288;
0,471494;0,480593;-0,500661;-0,0347003;
0,471504;0,477639;-0,497707;-0,0344701;
0,471514;0,474662;-0,49473;-0,0342381;
0,471524;0,471662;-0,491729;-0,0340045;
0,471534;0,468638;-0,488706;-0,0337692;
0,471544;0,465592;-0,485659;-0,0335322;
0,471554;0,462523;-0,48259;-0,0332935;
0,471564;0,459431;-0,479499;-0,0330532;
0,471574;0,456317;-0,476384;-0,0328112;
0,471584;0,453181;-0,473248;-0,0325676;
0,471594;0,450023;-0,47009;-0,0323224;
0,471604;0,446842;-0,466909;-0,0320756;
0,471614;0,44364;-0,463707;-0,0318272;
0,471624;0,440416;-0,460483;-0,0315772;
0,471634;0,437171;-0,457237;-0,0313256;
0,471644;0,433904;-0,45397;-0,0310725;
0,471654;0,430616;-0,450682;-0,0308178;
0,471664;0,427307;-0,447373;-0,0305616;
0,471674;0,423978;-0,444043;-0,0303038;
0,471684;0,420627;-0,440692;-0,0300445;
0,471694;0,417256;-0,437321;-0,0297838;
0,471704;0,413864;-0,433929;-0,0295215;
0,471714;0,410452;-0,430517;-0,0292578;
0,471724;0,40702;-0,427085;-0,0289925;
0,471734;0,403569;-0,423633;-0,0287259;
0,471744;0,400097;-0,420162;-0,0284578;
0,471754;0,396606;-0,41667;-0,0281882;
0,471764;0,393095;-0,413159;-0,0279173;
0,471774;0,389565;-0,409629;-0,0276449;
0,471784;0,386016;-0,40608;-0,0273712;
0,471794;0,382448;-0,402512;-0,0270961;
0,471804;0,378862;-0,398925;-0,0268196;
0,471814;0,375257;-0,39532;-0,0265417;
0,471824;0,371633;-0,391696;-0,0262625;
0,471834;0,367991;-0,388054;-0,025982;
0,471844;0,364331;-0,384394;-0,0257002;
0,471854;0,360654;-0,380716;-0,0254171;
0,471864;0,356958;-0,377021;-0,0251327;
0,471874;0,353245;-0,373308;-0,024847;
0,471884;0,349515;-0,369577;-0,02456;
0,471894;0,345767;-0,365829;-0,0242718;
0,471904;0,342003;-0,362065;-0,0239824;
0,471914;0,338221;-0,358283;-0,0236917;
0,471924;0,334423;-0,354485;-0,0233999;
0,471934;0,330609;-0,35067;-0,0231068;
0,471944;0,326778;-0,346839;-0,0228126;
0,471954;0,322931;-0,342992;-0,0225171;
0,471964;0,319069;-0,33913;-0,0222206;
0,471974;0,31519;-0,335251;-0,0219229;
0,471984;0,311296;-0,331357;-0,0216241;
0,471994;0,307387;-0,327447;-0,0213241;
0,472004;0,303462;-0,323523;-0,0210231;
0,472014;0,299523;-0,319583;-0,020721;
0,472024;0,295569;-0,315629;-0,0204178;
0,472034;0,2916;-0,31166;-0,0201135;
0,472044;0,287617;-0,307676;-0,0198083;
0,472054;0,283619;-0,303679;-0,0195019;
0,472064;0,279608;-0,299667;-0,0191946;
0,472074;0,275582;-0,295641;-0,0188863;
0,472084;0,271543;-0,291602;-0,018577;
0,472094;0,267491;-0,28755;-0,0182667;
0,472104;0,263425;-0,283484;-0,0179555;
0,472114;0,259347;-0,279405;-0,0176433;
0,472124;0,255255;-0,275313;-0,0173302;
0,472134;0,251151;-0,271209;-0,0170162;
0,472144;0,247034;-0,267092;-0,0167013;
0,472154;0,242905;-0,262963;-0,0163855;
0,472164;0,238764;-0,258821;-0,0160689;
0,472174;0,234611;-0,254668;-0,0157514;
0,472184;0,230446;-0,250503;-0,015433;
0,472194;0,22627;-0,246327;-0,0151139;
0,472204;0,222083;-0,242139;-0,0147939;
0,472214;0,217884;-0,23794;-0,0144731;
0,472224;0,213675;-0,233731;-0,0141516;
0,472234;0,209455;-0,229511;-0,0138293;
0,472244;0,205224;-0,22528;-0,0135062;
0,472254;0,200983;-0,221039;-0,0131824;
0,472264;0,196732;-0,216787;-0,0128579;
0,472274;0,192471;-0,212526;-0,0125327;
0,472284;0,188201;-0,208256;-0,0122068;
0,472294;0,183921;-0,203976;-0,0118803;
0,472304;0,179632;-0,199686;-0,0115531;
0,472314;0,175333;-0,195388;-0,0112252;
0,472324;0,171026;-0,19108;-0,0108967;
0,472334;0,16671;-0,186764;-0,0105676;
0,472344;0,162386;-0,18244;-0,0102379;
0,472354;0,158054;-0,178107;-0,00990764;
0,472364;0,153713;-0,173766;-0,0095768;
0,472374;0,149365;-0,169418;-0,00924541;
0,472384;0,145009;-0,165062;-0,0089135;
0,472394;0,140646;-0,160698;-0,00858106;
0,472404;0,136275;-0,156327;-0,00824812;
0,472414;0,131898;-0,15195;-0,0079147;
0,472424;0,127513;-0,147565;-0,0075808;
0,472434;0,123122;-0,143174;-0,00724645;
0,472444;0,118725;-0,138777;-0,00691166;
0,472454;0,114322;-0,134373;-0,00657644;
0,472464;0,109912;-0,129964;-0,00624082;
0,472474;0,105497;-0,125548;-0,00590481;
0,472484;0,101077;-0,121127;-0,00556841;
0,472494;0,0966509;-0,116701;-0,00523166;
0,472504;0,0922199;-0,11227;-0,00489456;
0,472514;0,087784;-0,107834;-0,00455714;
0,472524;0,0833435;-0,103393;-0,00421939;
0,472534;0,0788985;-0,0989482;-0,00388136;
0,472544;0,0744492;-0,0944987;-0,00354304;
0,472554;0,069996;-0,0900452;-0,00320445;
0,472564;0,0655389;-0,0855879;-0,00286561;
0,472574;0,0610782;-0,081127;-0,00252654;
0,472584;0,056614;-0,0766627;-0,00218725;
0,472594;0,0521468;-0,0721952;-0,00184776;
0,472604;0,0476765;-0,0677247;-0,00150808;
0,472614;0,0432035;-0,0632515;-0,00116823;
0,472624;0,0387279;-0,0587757;-0,000828231;
0,472634;0,03425;-0,0542976;-0,00048809;
0,472644;0,02977;-0,0498174;-0,000147825;
0,472654;0,0252881;-0,0453352;0,000192546;
0,472664;0,0208046;-0,0408514;0,000533008;
0,472674;0,0163195;-0,0363662;0,000873545;
0,472684;0,0118332;-0,0318796;0,00121414;
0,472694;0,00734582;-0,027392;0,00155478;
0,472704;0,00285763;-0,0229036;0,00189545;
0,472714;-0,00163117;-0,0184146;0,00223612;
0,472724;-0,00612038;-0,0139252;0,00257679;
0,472734;-0,0106098;-0,00943557;0,00291744;
0,472744;-0,0150991;-0,00494598;0,00325806;
0,472754;-0,0195883;-0,000456638;0,00359862;
0,472764;-0,0240769;0,00403225;0,00393911;
0,472774;-0,0285649;0,00852046;0,00427951;
0,472784;-0,033052;0,0130078;0,00461982;
0,472794;-0,037538;0,017494;0,00496;
0,472804;-0,0420227;0,0219789;0,00530006;
0,472814;-0,0465059;0,0264623;0,00563996;
0,472824;-0,0509873;0,030944;0,00597971;
0,472834;-0,0554668;0,0354237;0,00631927;
0,472844;-0,0599441;0,0399012;0,00665863;
0,472854;-0,064419;0,0443763;0,00699778;
0,472864;-0,0688913;0,0488488;0,0073367;
0,472874;-0,0733608;0,0533186;0,00767538;
0,472884;-0,0778273;0,0577853;0,00801379;
0,472894;-0,0822905;0,0622487;0,00835193;
0,472904;-0,0867503;0,0667087;0,00868978;
0,472914;-0,0912064;0,0711651;0,00902732;
0,472924;-0,0956586;0,0756175;0,00936453;
0,472934;-0,100107;0,0800659;0,00970141;
0,472944;-0,104551;0,0845099;0,0100379;
0,472954;-0,10899;0,0889495;0,0103741;
0,472964;-0,113425;0,0933843;0,0107098;
0,472974;-0,117854;0,0978142;0,0110452;
0,472984;-0,122279;0,102239;0,0113801;
0,472994;-0,126698;0,106658;0,0117146;
0,473004;-0,131111;0,111072;0,0120487;
0,473014;-0,135519;0,11548;0,0123823;
0,473024;-0,139921;0,119882;0,0127154;
0,473034;-0,144317;0,124278;0,013048;
0,473044;-0,148706;0,128667;0,0133801;
0,473054;-0,153088;0,13305;0,0137117;
0,473064;-0,157464;0,137426;0,0140427;
0,473074;-0,161833;0,141795;0,0143731;
0,473084;-0,166194;0,146157;0,014703;
0,473094;-0,170548;0,150511;0,0150323;
0,473104;-0,174894;0,154857;0,015361;
0,473114;-0,179233;0,159196;0,0156891;
0,473124;-0,183563;0,163526;0,0160165;
0,473134;-0,187885;0,167849;0,0163433;
0,473144;-0,192199;0,172163;0,0166694;
0,473154;-0,196504;0,176468;0,0169948;
0,473164;-0,2008;0,180764;0,0173195;
0,473174;-0,205086;0,185051;0,0176436;
0,473184;-0,209364;0,189329;0,0179668;
0,473194;-0,213632;0,193597;0,0182894;
0,473204;-0,21789;0,197855;0,0186112;
0,473214;-0,222138;0,202104;0,0189322;
0,473224;-0,226377;0,206342;0,0192524;
0,473234;-0,230604;0,21057;0,0195718;
0,473244;-0,234822;0,214788;0,0198904;
0,473254;-0,239028;0,218995;0,0202081;
0,473264;-0,243224;0,22319;0,0205251;
0,473274;-0,247409;0,227375;0,0208411;
0,473284;-0,251582;0,231549;0,0211563;
0,473294;-0,255743;0,23571;0,0214705;
0,473304;-0,259893;0,23986;0,0217839;
0,473314;-0,264031;0,243999;0,0220963;
0,473324;-0,268157;0,248125;0,0224078;
0,473334;-0,27227;0,252238;0,0227183;
0,473344;-0,276371;0,25634;0,0230279;
0,473354;-0,28046;0,260428;0,0233365;
0,473364;-0,284535;0,264504;0,0236441;
0,473374;-0,288597;0,268566;0,0239507;
0,473384;-0,292646;0,272615;0,0242562;
0,473394;-0,296681;0,276651;0,0245608;
0,473404;-0,300703;0,280673;0,0248642;
0,473414;-0,304711;0,284681;0,0251666;
0,473424;-0,308705;0,288675;0,0254679;
0,473434;-0,312684;0,292654;0,0257681;
0,473444;-0,316649;0,29662;0,0260672;
0,473454;-0,3206;0,30057;0,0263652;
0,473464;-0,324535;0,304506;0,026662;
0,473474;-0,328456;0,308427;0,0269577;
0,473484;-0,332361;0,312332;0,0272522;
0,473494;-0,336251;0,316222;0,0275456;
0,473504;-0,340125;0,320097;0,0278377;
0,473514;-0,343984;0,323955;0,0281286;
0,473524;-0,347826;0,327798;0,0284183;
0,473534;-0,351653;0,331625;0,0287068;
0,473544;-0,355463;0,335435;0,028994;
0,473554;-0,359256;0,339229;0,02928;
0,473564;-0,363033;0,343006;0,0295646;
0,473574;-0,366794;0,346767;0,029848;
0,473584;-0,370537;0,35051;0,0301301;
0,473594;-0,374262;0,354236;0,0304109;
0,473604;-0,377971;0,357944;0,0306903;
0,473614;-0,381662;0,361636;0,0309684;
0,473624;-0,385335;0,365309;0,0312451;
0,473634;-0,38899;0,368964;0,0315205;
0,473644;-0,392627;0,372601;0,0317945;
0,473654;-0,396246;0,37622;0,0320671;
0,473664;-0,399846;0,379821;0,0323383;
0,473674;-0,403428;0,383403;0,032608;
0,473684;-0,406991;0,386966;0,0328763;
0,473694;-0,410535;0,39051;0,0331432;
0,473704;-0,41406;0,394035;0,0334086;
0,473714;-0,417565;0,397541;0,0336726;
0,473724;-0,421051;0,401027;0,033935;
0,473734;-0,424518;0,404494;0,034196;
0,473744;-0,427964;0,407941;0,0344555;
0,473754;-0,431391;0,411368;0,0347134;
0,473764;-0,434797;0,414774;0,0349698;
0,473774;-0,438184;0,418161;0,0352247;
0,473784;-0,441549;0,421527;0,035478;
0,473794;-0,444895;0,424872;0,0357297;
0,473804;-0,448219;0,428197;0,0359799;
0,473814;-0,451522;0,4315;0,0362284;
0,473824;-0,454805;0,434783;0,0364754;
0,473834;-0,458066;0,438044;0,0367207;
0,473844;-0,461306;0,441284;0,0369644;
0,473854;-0,464524;0,444502;0,0372065;
0,473864;-0,46772;0,447699;0,0374469;
