time;V(/VoutN)1;V(/VoutP)1;V(/BiasDrive)1;a
0,0663138;-0,63495;0,614989;0,0430489;
0,0663238;-0,633712;0,61375;0,0429603;
0,0663338;-0,632443;0,612482;0,0428695;
0,0663438;-0,631145;0,611183;0,0427765;
0,0663538;-0,629817;0,609855;0,0426813;
0,0663638;-0,62846;0,608497;0,042584;
0,0663738;-0,627073;0,60711;0,0424845;
0,0663838;-0,625656;0,605693;0,0423829;
0,0663938;-0,62421;0,604247;0,0422791;
0,0664038;-0,622735;0,602771;0,0421731;
0,0664138;-0,62123;0,601267;0,0420651;
0,0664238;-0,619697;0,599733;0,0419549;
0,0664338;-0,618134;0,598169;0,0418426;
0,0664438;-0,616542;0,596577;0,0417281;
0,0664538;-0,614921;0,594956;0,0416115;
0,0664638;-0,613271;0,593306;0,0414929;
0,0664738;-0,611593;0,591627;0,0413721;
0,0664838;-0,609885;0,58992;0,0412492;
0,0664938;-0,608149;0,588183;0,0411243;
0,0665038;-0,606385;0,586418;0,0409972;
0,0665138;-0,604592;0,584625;0,0408681;
0,0665238;-0,60277;0,582803;0,0407369;
0,0665338;-0,60092;0,580953;0,0406036;
0,0665438;-0,599042;0,579075;0,0404683;
0,0665538;-0,597136;0,577169;0,0403309;
0,0665638;-0,595202;0,575234;0,0401914;
0,0665738;-0,59324;0,573272;0,04005;
0,0665838;-0,59125;0,571281;0,0399065;
0,0665938;-0,589232;0,569263;0,0397609;
0,0666038;-0,587187;0,567218;0,0396134;
0,0666138;-0,585114;0,565144;0,0394638;
0,0666238;-0,583013;0,563044;0,0393123;
0,0666338;-0,580885;0,560915;0,0391587;
0,0666438;-0,57873;0,55876;0,0390031;
0,0666538;-0,576548;0,556577;0,0388456;
0,0666638;-0,574339;0,554368;0,0386861;
0,0666738;-0,572102;0,552131;0,0385246;
0,0666838;-0,569839;0,549868;0,0383612;
0,0666938;-0,567549;0,547578;0,0381958;
0,0667038;-0,565233;0,545261;0,0380285;
0,0667138;-0,56289;0,542917;0,0378592;
0,0667238;-0,56052;0,540548;0,037688;
0,0667338;-0,558124;0,538151;0,0375149;
0,0667438;-0,555702;0,535729;0,0373399;
0,0667538;-0,553254;0,533281;0,037163;
0,0667638;-0,55078;0,530807;0,0369842;
0,0667738;-0,548281;0,528306;0,0368035;
0,0667838;-0,545755;0,525781;0,036621;
0,0667938;-0,543204;0,523229;0,0364366;
0,0668038;-0,540627;0,520652;0,0362503;
0,0668138;-0,538025;0,51805;0,0360622;
0,0668238;-0,535398;0,515423;0,0358722;
0,0668338;-0,532746;0,51277;0,0356804;
0,0668438;-0,530069;0,510093;0,0354868;
0,0668538;-0,527367;0,50739;0,0352914;
0,0668638;-0,52464;0,504663;0,0350942;
0,0668738;-0,521889;0,501911;0,0348951;
0,0668838;-0,519113;0,499135;0,0346944;
0,0668938;-0,516313;0,496335;0,0344918;
0,0669038;-0,513488;0,49351;0,0342875;
0,0669138;-0,51064;0,490661;0,0340814;
0,0669238;-0,507768;0,487789;0,0338736;
0,0669338;-0,504872;0,484893;0,0336641;
0,0669438;-0,501952;0,481972;0,0334528;
0,0669538;-0,499009;0,479029;0,0332398;
0,0669638;-0,496042;0,476062;0,0330252;
0,0669738;-0,493052;0,473072;0,0328088;
0,0669838;-0,49004;0,470059;0,0325908;
0,0669938;-0,487004;0,467023;0,0323711;
0,0670038;-0,483945;0,463964;0,0321497;
0,0670138;-0,480864;0,460882;0,0319267;
0,0670238;-0,47776;0,457778;0,031702;
0,0670338;-0,474634;0,454652;0,0314758;
0,0670438;-0,471486;0,451503;0,0312479;
0,0670538;-0,468316;0,448333;0,0310184;
0,0670638;-0,465123;0,44514;0,0307873;
0,0670738;-0,46191;0,441926;0,0305547;
0,0670838;-0,458674;0,43869;0,0303205;
0,0670938;-0,455417;0,435433;0,0300847;
0,0671038;-0,452139;0,432154;0,0298474;
0,0671138;-0,44884;0,428855;0,0296085;
0,0671238;-0,445519;0,425534;0,0293681;
0,0671338;-0,442178;0,422192;0,0291263;
0,0671438;-0,438816;0,41883;0,0288829;
0,0671538;-0,435434;0,415448;0,028638;
0,0671638;-0,432032;0,412045;0,0283917;
0,0671738;-0,428609;0,408622;0,0281439;
0,0671838;-0,425166;0,405179;0,0278946;
0,0671938;-0,421704;0,401716;0,0276439;
0,0672038;-0,418221;0,398233;0,0273918;
0,0672138;-0,41472;0,394731;0,0271382;
0,0672238;-0,411199;0,39121;0,0268833;
0,0672338;-0,407658;0,387669;0,026627;
0,0672438;-0,404099;0,38411;0,0263693;
0,0672538;-0,400521;0,380531;0,0261102;
0,0672638;-0,396924;0,376934;0,0258498;
0,0672738;-0,393309;0,373319;0,025588;
0,0672838;-0,389676;0,369685;0,025325;
0,0672938;-0,386024;0,366033;0,0250606;
0,0673038;-0,382355;0,362363;0,0247949;
0,0673138;-0,378667;0,358675;0,0245279;
0,0673238;-0,374962;0,35497;0,0242596;
0,0673338;-0,37124;0,351247;0,0239901;
0,0673438;-0,3675;0,347507;0,0237194;
0,0673538;-0,363743;0,34375;0,0234474;
0,0673638;-0,35997;0,339976;0,0231742;
0,0673738;-0,356179;0,336186;0,0228997;
0,0673838;-0,352373;0,332378;0,0226241;
0,0673938;-0,348549;0,328555;0,0223473;
0,0674038;-0,34471;0,324715;0,0220694;
0,0674138;-0,340854;0,320859;0,0217902;
0,0674238;-0,336983;0,316988;0,02151;
0,0674338;-0,333096;0,3131;0,0212286;
0,0674438;-0,329194;0,309198;0,0209461;
0,0674538;-0,325277;0,30528;0,0206625;
0,0674638;-0,321344;0,301347;0,0203778;
0,0674738;-0,317397;0,297399;0,0200921;
0,0674838;-0,313435;0,293437;0,0198052;
0,0674938;-0,309458;0,28946;0,0195174;
0,0675038;-0,305467;0,285469;0,0192285;
0,0675138;-0,301462;0,281463;0,0189386;
0,0675238;-0,297443;0,277444;0,0186477;
0,0675338;-0,29341;0,273411;0,0183558;
0,0675438;-0,289364;0,269364;0,018063;
0,0675538;-0,285304;0,265304;0,0177692;
0,0675638;-0,281232;0,261231;0,0174744;
0,0675738;-0,277146;0,257145;0,0171787;
0,0675838;-0,273048;0,253046;0,0168821;
0,0675938;-0,268937;0,248935;0,0165846;
0,0676038;-0,264813;0,244811;0,0162862;
0,0676138;-0,260678;0,240675;0,0159869;
0,0676238;-0,25653;0,236527;0,0156868;
0,0676338;-0,252371;0,232368;0,0153859;
0,0676438;-0,2482;0,228196;0,0150841;
0,0676538;-0,244018;0,224014;0,0147815;
0,0676638;-0,239824;0,21982;0,0144781;
0,0676738;-0,23562;0,215615;0,0141739;
0,0676838;-0,231405;0,2114;0,0138689;
0,0676938;-0,227179;0,207174;0,0135632;
0,0677038;-0,222943;0,202937;0,0132568;
0,0677138;-0,218696;0,19869;0,0129496;
0,0677238;-0,21444;0,194434;0,0126418;
0,0677338;-0,210174;0,190167;0,0123332;
0,0677438;-0,205898;0,185891;0,0120239;
0,0677538;-0,201613;0,181606;0,011714;
0,0677638;-0,197319;0,177312;0,0114035;
0,0677738;-0,193016;0,173008;0,0110923;
0,0677838;-0,188704;0,168696;0,0107805;
0,0677938;-0,184384;0,164375;0,0104681;
0,0678038;-0,180055;0,160046;0,0101551;
0,0678138;-0,175719;0,155709;0,00984148;
0,0678238;-0,171374;0,151364;0,00952735;
0,0678338;-0,167021;0,147011;0,00921268;
0,0678438;-0,162661;0,142651;0,00889749;
0,0678538;-0,158294;0,138283;0,00858178;
0,0678638;-0,15392;0,133909;0,00826558;
0,0678738;-0,149539;0,129527;0,0079489;
0,0678838;-0,145151;0,125139;0,00763175;
0,0678938;-0,140757;0,120744;0,00731415;
0,0679038;-0,136356;0,116343;0,00699612;
0,0679138;-0,131949;0,111936;0,00667768;
0,0679238;-0,127537;0,107524;0,00635883;
0,0679338;-0,123119;0,103105;0,00603959;
0,0679438;-0,118696;0,0986815;0,00571998;
0,0679538;-0,114267;0,0942526;0,00540002;
0,0679638;-0,109833;0,0898186;0,00507971;
0,0679738;-0,105395;0,0853799;0,00475909;
0,0679838;-0,100952;0,0809366;0,00443815;
0,0679938;-0,0965049;0,076489;0,00411692;
0,0680038;-0,0920535;0,0720372;0,00379541;
0,0680138;-0,0875981;0,0675816;0,00347364;
0,0680238;-0,0831391;0,0631222;0,00315163;
0,0680338;-0,0786766;0,0586593;0,00282939;
0,0680438;-0,0742108;0,0541932;0,00250693;
0,0680538;-0,0697419;0,0497239;0,00218427;
0,0680638;-0,0652702;0,0452519;0,00186143;
0,0680738;-0,0607958;0,0407772;0,00153842;
0,0680838;-0,0563191;0,0363;0,00121526;
0,0680938;-0,0518401;0,0318207;0,000891964;
0,0681038;-0,0473591;0,0273393;0,000568549;
0,0681138;-0,0428763;0,0228562;0,00024503;
0,0681238;-0,0383919;0,0183715;-7,86E-05;
0,0681338;-0,0339062;0,0138854;-0,000402258;
0,0681438;-0,0294194;0,00939824;-0,000725994;
0,0681538;-0,0249316;0,00491011;-0,00104977;
0,0681638;-0,0204431;0,000421276;-0,00137357;
0,0681738;-0,0159541;-0,00406806;-0,00169738;
0,0681838;-0,0114649;-0,00855768;-0,00202119;
0,0681938;-0,00697552;-0,0130474;-0,00234497;
0,0682038;-0,00248632;-0,0175369;-0,00266872;
0,0682138;0,00200252;-0,0220261;-0,0029924;
0,0682238;0,00649078;-0,0265147;-0,00331602;
0,0682338;0,0109783;-0,0310025;-0,00363956;
0,0682438;0,0154647;-0,0354893;-0,00396299;
0,0682538;0,01995;-0,0399749;-0,00428631;
0,0682638;0,0244338;-0,0444591;-0,00460949;
0,0682738;0,028916;-0,0489416;-0,00493252;
0,0682838;0,0333963;-0,0534223;-0,00525539;
0,0682938;0,0378746;-0,0579009;-0,00557807;
0,0683038;0,0423505;-0,0623772;-0,00590056;
0,0683138;0,046824;-0,066851;-0,00622284;
0,0683238;0,0512947;-0,0713221;-0,00654489;
0,0683338;0,0557625;-0,0757902;-0,0068667;
0,0683438;0,0602272;-0,0802552;-0,00718825;
0,0683538;0,0646885;-0,0847169;-0,00750952;
0,0683638;0,0691463;-0,089175;-0,0078305;
0,0683738;0,0736003;-0,0936293;-0,00815118;
0,0683838;0,0780502;-0,0980796;-0,00847153;
0,0683938;0,082496;-0,102526;-0,00879154;
0,0684038;0,0869374;-0,106967;-0,00911121;
0,0684138;0,0913741;-0,111404;-0,0094305;
0,0684238;0,0958059;-0,115837;-0,0097494;
0,0684338;0,100233;-0,120264;-0,0100679;
0,0684438;0,104654;-0,124686;-0,010386;
0,0684538;0,10907;-0,129102;-0,0107037;
0,0684638;0,113481;-0,133513;-0,0110209;
0,0684738;0,117885;-0,137918;-0,0113376;
0,0684838;0,122284;-0,142316;-0,0116539;
0,0684938;0,126676;-0,146709;-0,0119697;
0,0685038;0,131061;-0,151095;-0,0122849;
0,0685138;0,13544;-0,155474;-0,0125997;
0,0685238;0,139812;-0,159846;-0,0129139;
0,0685338;0,144177;-0,164211;-0,0132275;
0,0685438;0,148534;-0,168569;-0,0135406;
0,0685538;0,152884;-0,172919;-0,0138531;
0,0685638;0,157226;-0,177261;-0,014165;
0,0685738;0,16156;-0,181595;-0,0144763;
0,0685838;0,165885;-0,185921;-0,0147869;
0,0685938;0,170203;-0,190239;-0,0150969;
0,0686038;0,174512;-0,194548;-0,0154062;
0,0686138;0,178812;-0,198848;-0,0157149;
0,0686238;0,183102;-0,20314;-0,0160228;
0,0686338;0,187384;-0,207422;-0,0163301;
0,0686438;0,191656;-0,211694;-0,0166366;
0,0686538;0,195919;-0,215957;-0,0169424;
0,0686638;0,200172;-0,22021;-0,0172475;
0,0686738;0,204415;-0,224454;-0,0175517;
0,0686838;0,208647;-0,228686;-0,0178552;
0,0686938;0,212869;-0,232909;-0,0181579;
0,0687038;0,217081;-0,237121;-0,0184598;
0,0687138;0,221281;-0,241321;-0,0187609;
0,0687238;0,225471;-0,245511;-0,0190611;
0,0687338;0,229649;-0,24969;-0,0193604;
0,0687438;0,233816;-0,253857;-0,0196589;
0,0687538;0,237971;-0,258013;-0,0199565;
0,0687638;0,242115;-0,262156;-0,0202532;
0,0687738;0,246246;-0,266288;-0,020549;
0,0687838;0,250365;-0,270407;-0,0208438;
0,0687938;0,254472;-0,274514;-0,0211377;
0,0688038;0,258566;-0,278608;-0,0214307;
0,0688138;0,262647;-0,28269;-0,0217226;
0,0688238;0,266715;-0,286758;-0,0220136;
0,0688338;0,27077;-0,290814;-0,0223036;
0,0688438;0,274811;-0,294855;-0,0225926;
0,0688538;0,278839;-0,298884;-0,0228805;
0,0688638;0,282853;-0,302898;-0,0231674;
0,0688738;0,286854;-0,306898;-0,0234533;
0,0688838;0,29084;-0,310885;-0,023738;
0,0688938;0,294811;-0,314857;-0,0240217;
0,0689038;0,298768;-0,318814;-0,0243043;
0,0689138;0,30271;-0,322756;-0,0245857;
0,0689238;0,306638;-0,326684;-0,0248661;
0,0689338;0,31055;-0,330596;-0,0251453;
0,0689438;0,314447;-0,334494;-0,0254233;
0,0689538;0,318328;-0,338375;-0,0257002;
0,0689638;0,322194;-0,342241;-0,0259758;
0,0689738;0,326044;-0,346091;-0,0262503;
0,0689838;0,329877;-0,349925;-0,0265236;
0,0689938;0,333695;-0,353743;-0,0267957;
0,0690038;0,337496;-0,357545;-0,0270665;
0,0690138;0,341281;-0,361329;-0,027336;
0,0690238;0,345048;-0,365097;-0,0276044;
0,0690338;0,348799;-0,368849;-0,0278714;
0,0690438;0,352533;-0,372582;-0,0281371;
0,0690538;0,356249;-0,376299;-0,0284015;
0,0690638;0,359948;-0,379998;-0,0286647;
0,0690738;0,363629;-0,38368;-0,0289264;
0,0690838;0,367292;-0,387343;-0,0291869;
0,0690938;0,370938;-0,390989;-0,029446;
0,0691038;0,374565;-0,394616;-0,0297037;
0,0691138;0,378174;-0,398225;-0,02996;
0,0691238;0,381764;-0,401815;-0,030215;
0,0691338;0,385335;-0,405387;-0,0304685;
0,0691438;0,388888;-0,40894;-0,0307207;
0,0691538;0,392421;-0,412474;-0,0309714;
0,0691638;0,395936;-0,415988;-0,0312206;
0,0691738;0,39943;-0,419483;-0,0314684;
0,0691838;0,402906;-0,422959;-0,0317147;
0,0691938;0,406361;-0,426415;-0,0319596;
0,0692038;0,409797;-0,429851;-0,0322029;
0,0692138;0,413213;-0,433267;-0,0324448;
0,0692238;0,416608;-0,436663;-0,0326851;
0,0692338;0,419983;-0,440038;-0,0329239;
0,0692438;0,423338;-0,443393;-0,0331612;
0,0692538;0,426672;-0,446727;-0,0333969;
0,0692638;0,429985;-0,45004;-0,0336311;
0,0692738;0,433277;-0,453332;-0,0338637;
0,0692838;0,436547;-0,456603;-0,0340947;
0,0692938;0,439797;-0,459853;-0,0343241;
0,0693038;0,443025;-0,463081;-0,0345519;
0,0693138;0,446231;-0,466288;-0,034778;
0,0693238;0,449416;-0,469472;-0,0350026;
0,0693338;0,452578;-0,472635;-0,0352255;
0,0693438;0,455719;-0,475776;-0,0354467;
0,0693538;0,458837;-0,478894;-0,0356663;
0,0693638;0,461933;-0,481991;-0,0358842;
0,0693738;0,465006;-0,485064;-0,0361004;
0,0693838;0,468057;-0,488115;-0,0363149;
0,0693938;0,471085;-0,491143;-0,0365277;
0,0694038;0,474089;-0,494148;-0,0367388;
0,0694138;0,477071;-0,49713;-0,0369482;
0,0694238;0,480029;-0,500088;-0,0371558;
0,0694338;0,482964;-0,503024;-0,0373617;
0,0694438;0,485876;-0,505935;-0,0375658;
0,0694538;0,488764;-0,508823;-0,0377681;
0,0694638;0,491628;-0,511687;-0,0379687;
0,0694738;0,494467;-0,514528;-0,0381675;
0,0694838;0,497283;-0,517344;-0,0383644;
0,0694938;0,500075;-0,520135;-0,0385596;
0,0695038;0,502842;-0,522903;-0,0387529;
0,0695138;0,505585;-0,525646;-0,0389445;
0,0695238;0,508303;-0,528364;-0,0391341;
0,0695338;0,510997;-0,531058;-0,039322;
0,0695438;0,513665;-0,533727;-0,0395079;
0,0695538;0,516308;-0,53637;-0,039692;
0,0695638;0,518927;-0,538989;-0,0398743;
0,0695738;0,52152;-0,541582;-0,0400546;
0,0695838;0,524088;-0,54415;-0,040233;
0,0695938;0,52663;-0,546692;-0,0404096;
0,0696038;0,529146;-0,549209;-0,0405842;
0,0696138;0,531637;-0,5517;-0,0407569;
0,0696238;0,534102;-0,554165;-0,0409277;
0,0696338;0,536541;-0,556604;-0,0410966;
0,0696438;0,538954;-0,559017;-0,0412634;
0,0696538;0,54134;-0,561404;-0,0414284;
0,0696638;0,5437;-0,563764;-0,0415914;
0,0696738;0,546034;-0,566098;-0,0417524;
0,0696838;0,548341;-0,568406;-0,0419114;
0,0696938;0,550622;-0,570686;-0,0420684;
0,0697038;0,552876;-0,57294;-0,0422235;
0,0697138;0,555103;-0,575167;-0,0423765;
0,0697238;0,557303;-0,577367;-0,0425275;
0,0697338;0,559475;-0,57954;-0,0426765;
0,0697438;0,561621;-0,581686;-0,0428235;
0,0697538;0,563739;-0,583805;-0,0429685;
0,0697638;0,56583;-0,585896;-0,0431114;
0,0697738;0,567893;-0,587959;-0,0432522;
0,0697838;0,569929;-0,589995;-0,043391;
0,0697938;0,571937;-0,592003;-0,0435278;
0,0698038;0,573918;-0,593984;-0,0436625;
0,0698138;0,57587;-0,595936;-0,043795;
0,0698238;0,577794;-0,597861;-0,0439256;
0,0698338;0,579691;-0,599757;-0,044054;
0,0698438;0,581559;-0,601625;-0,0441803;
0,0698538;0,583399;-0,603465;-0,0443045;
0,0698638;0,58521;-0,605277;-0,0444266;
0,0698738;0,586993;-0,60706;-0,0445466;
0,0698838;0,588748;-0,608815;-0,0446645;
0,0698938;0,590474;-0,610541;-0,0447803;
0,0699038;0,592171;-0,612239;-0,0448939;
0,0699138;0,59384;-0,613907;-0,0450053;
0,0699238;0,595479;-0,615547;-0,0451147;
0,0699338;0,59709;-0,617158;-0,0452218;
0,0699438;0,598672;-0,61874;-0,0453269;
0,0699538;0,600224;-0,620293;-0,0454297;
0,0699638;0,601748;-0,621816;-0,0455304;
0,0699738;0,603242;-0,623311;-0,0456289;
0,0699838;0,604707;-0,624776;-0,0457253;
0,0699938;0,606143;-0,626212;-0,0458194;
0,0700038;0,607549;-0,627618;-0,0459114;
0,0700138;0,608926;-0,628995;-0,0460012;
0,0700238;0,610273;-0,630342;-0,0460888;
0,0700338;0,61159;-0,63166;-0,0461741;
0,0700438;0,612878;-0,632948;-0,0462573;
0,0700538;0,614136;-0,634206;-0,0463383;
0,0700638;0,615365;-0,635434;-0,046417;
0,0700738;0,616563;-0,636633;-0,0464936;
0,0700838;0,617731;-0,637801;-0,0465679;
0,0700938;0,61887;-0,63894;-0,0466399;
0,0701038;0,619978;-0,640048;-0,0467098;
0,0701138;0,621057;-0,641127;-0,0467774;
0,0701238;0,622105;-0,642175;-0,0468428;
0,0701338;0,623123;-0,643193;-0,0469059;
0,0701438;0,62411;-0,644181;-0,0469668;
0,0701538;0,625068;-0,645138;-0,0470254;
0,0701638;0,625995;-0,646066;-0,0470818;
0,0701738;0,626892;-0,646962;-0,0471359;
0,0701838;0,627758;-0,647829;-0,0471878;
0,0701938;0,628594;-0,648665;-0,0472374;
0,0702038;0,629399;-0,64947;-0,0472848;
0,0702138;0,630174;-0,650245;-0,0473298;
0,0702238;0,630918;-0,650989;-0,0473726;
0,0702338;0,631632;-0,651703;-0,0474132;
0,0702438;0,632315;-0,652386;-0,0474515;
0,0702538;0,632967;-0,653038;-0,0474874;
0,0702638;0,633588;-0,65366;-0,0475211;
0,0702738;0,634179;-0,654251;-0,0475526;
0,0702838;0,634739;-0,654811;-0,0475817;
0,0702938;0,635269;-0,65534;-0,0476086;
0,0703038;0,635767;-0,655839;-0,0476332;
0,0703138;0,636234;-0,656306;-0,0476555;
0,0703238;0,636671;-0,656743;-0,0476755;
0,0703338;0,637077;-0,657149;-0,0476932;
0,0703438;0,637452;-0,657524;-0,0477086;
0,0703538;0,637796;-0,657868;-0,0477217;
0,0703638;0,638109;-0,658181;-0,0477325;
0,0703738;0,638391;-0,658463;-0,0477411;
0,0703838;0,638642;-0,658714;-0,0477473;
0,0703938;0,638862;-0,658934;-0,0477513;
0,0704038;0,639051;-0,659123;-0,0477529;
0,0704138;0,639209;-0,659282;-0,0477523;
0,0704238;0,639336;-0,659409;-0,0477493;
0,0704338;0,639432;-0,659505;-0,0477441;
0,0704438;0,639497;-0,65957;-0,0477365;
0,0704538;0,639531;-0,659604;-0,0477267;
0,0704638;0,639534;-0,659607;-0,0477145;
0,0704738;0,639506;-0,659579;-0,0477001;
0,0704838;0,639447;-0,65952;-0,0476834;
0,0704938;0,639357;-0,65943;-0,0476643;
0,0705038;0,639236;-0,659309;-0,047643;
0,0705138;0,639084;-0,659157;-0,0476194;
0,0705238;0,638901;-0,658973;-0,0475935;
0,0705338;0,638686;-0,658759;-0,0475652;
0,0705438;0,638441;-0,658514;-0,0475347;
0,0705538;0,638165;-0,658238;-0,0475019;
0,0705638;0,637858;-0,657931;-0,0474668;
0,0705738;0,63752;-0,657593;-0,0474294;
0,0705838;0,637151;-0,657224;-0,0473898;
0,0705938;0,636751;-0,656824;-0,0473478;
0,0706038;0,636321;-0,656394;-0,0473036;
0,0706138;0,635859;-0,655932;-0,047257;
0,0706238;0,635366;-0,65544;-0,0472082;
0,0706338;0,634843;-0,654916;-0,0471571;
0,0706438;0,634289;-0,654362;-0,0471037;
0,0706538;0,633704;-0,653777;-0,0470481;
0,0706638;0,633088;-0,653162;-0,0469901;
0,0706738;0,632442;-0,652515;-0,0469299;
0,0706838;0,631765;-0,651838;-0,0468675;
0,0706938;0,631057;-0,65113;-0,0468027;
0,0707038;0,630319;-0,650392;-0,0467357;
0,0707138;0,62955;-0,649623;-0,0466665;
0,0707238;0,628751;-0,648824;-0,046595;
0,0707338;0,627921;-0,647994;-0,0465212;
0,0707438;0,62706;-0,647133;-0,0464452;
0,0707538;0,626169;-0,646242;-0,0463669;
0,0707638;0,625248;-0,645321;-0,0462864;
0,0707738;0,624296;-0,644369;-0,0462036;
0,0707838;0,623314;-0,643387;-0,0461186;
0,0707938;0,622302;-0,642375;-0,0460313;
0,0708038;0,62126;-0,641333;-0,0459419;
0,0708138;0,620187;-0,64026;-0,0458502;
0,0708238;0,619085;-0,639158;-0,0457563;
0,0708338;0,617952;-0,638025;-0,0456601;
0,0708438;0,616789;-0,636862;-0,0455617;
0,0708538;0,615596;-0,635669;-0,0454612;
0,0708638;0,614374;-0,634447;-0,0453584;
0,0708738;0,613122;-0,633194;-0,0452534;
0,0708838;0,611839;-0,631912;-0,0451462;
0,0708938;0,610528;-0,6306;-0,0450369;
0,0709038;0,609186;-0,629259;-0,0449253;
0,0709138;0,607815;-0,627888;-0,0448116;
0,0709238;0,606415;-0,626487;-0,0446957;
0,0709338;0,604985;-0,625057;-0,0445776;
0,0709438;0,603525;-0,623598;-0,0444573;
0,0709538;0,602036;-0,622109;-0,0443349;
0,0709638;0,600519;-0,620591;-0,0442103;
0,0709738;0,598971;-0,619044;-0,0440836;
0,0709838;0,597395;-0,617468;-0,0439547;
0,0709938;0,59579;-0,615862;-0,0438237;
0,0710038;0,594156;-0,614228;-0,0436905;
0,0710138;0,592493;-0,612565;-0,0435552;
0,0710238;0,590801;-0,610873;-0,0434178;
0,0710338;0,589081;-0,609153;-0,0432783;
0,0710438;0,587332;-0,607404;-0,0431367;
0,0710538;0,585554;-0,605626;-0,042993;
0,0710638;0,583748;-0,60382;-0,0428471;
0,0710738;0,581913;-0,601985;-0,0426992;
0,0710838;0,580051;-0,600123;-0,0425492;
0,0710938;0,57816;-0,598232;-0,0423971;
0,0711038;0,576241;-0,596313;-0,042243;
0,0711138;0,574294;-0,594365;-0,0420868;
0,0711238;0,572319;-0,59239;-0,0419285;
0,0711338;0,570316;-0,590388;-0,0417682;
0,0711438;0,568286;-0,588357;-0,0416058;
0,0711538;0,566228;-0,586299;-0,0414414;
0,0711638;0,564142;-0,584213;-0,041275;
0,0711738;0,562029;-0,5821;-0,0411066;
0,0711838;0,559889;-0,57996;-0,0409361;
0,0711938;0,557721;-0,577792;-0,0407636;
0,0712038;0,555526;-0,575597;-0,0405892;
0,0712138;0,553304;-0,573375;-0,0404128;
0,0712238;0,551056;-0,571127;-0,0402343;
0,0712338;0,54878;-0,568851;-0,0400539;
0,0712438;0,546478;-0,566549;-0,0398716;
0,0712538;0,54415;-0,56422;-0,0396873;
0,0712638;0,541794;-0,561865;-0,039501;
0,0712738;0,539413;-0,559483;-0,0393128;
0,0712838;0,537005;-0,557075;-0,0391227;
0,0712938;0,534571;-0,554641;-0,0389306;
0,0713038;0,532111;-0,552181;-0,0387367;
0,0713138;0,529625;-0,549695;-0,0385408;
0,0713238;0,527114;-0,547184;-0,038343;
0,0713338;0,524576;-0,544646;-0,0381434;
0,0713438;0,522014;-0,542083;-0,0379419;
0,0713538;0,519425;-0,539495;-0,0377385;
0,0713638;0,516812;-0,536881;-0,0375332;
0,0713738;0,514173;-0,534243;-0,0373261;
0,0713838;0,51151;-0,531579;-0,0371172;
0,0713938;0,508821;-0,52889;-0,0369064;
0,0714038;0,506107;-0,526177;-0,0366938;
0,0714138;0,503369;-0,523438;-0,0364794;
0,0714238;0,500607;-0,520676;-0,0362632;
0,0714338;0,49782;-0,517889;-0,0360452;
0,0714438;0,495009;-0,515077;-0,0358255;
0,0714538;0,492173;-0,512242;-0,0356039;
0,0714638;0,489314;-0,509382;-0,0353806;
0,0714738;0,486431;-0,506499;-0,0351556;
0,0714838;0,483524;-0,503592;-0,0349288;
0,0714938;0,480593;-0,500661;-0,0347003;
0,0715038;0,477639;-0,497707;-0,0344701;
0,0715138;0,474662;-0,49473;-0,0342381;
0,0715238;0,471662;-0,491729;-0,0340045;
0,0715338;0,468638;-0,488706;-0,0337692;
0,0715438;0,465592;-0,485659;-0,0335322;
0,0715538;0,462523;-0,48259;-0,0332935;
0,0715638;0,459431;-0,479499;-0,0330532;
0,0715738;0,456317;-0,476384;-0,0328112;
0,0715838;0,453181;-0,473248;-0,0325676;
0,0715938;0,450023;-0,47009;-0,0323224;
0,0716038;0,446842;-0,466909;-0,0320756;
0,0716138;0,44364;-0,463707;-0,0318272;
0,0716238;0,440416;-0,460483;-0,0315772;
0,0716338;0,437171;-0,457237;-0,0313256;
0,0716438;0,433904;-0,45397;-0,0310725;
0,0716538;0,430616;-0,450682;-0,0308178;
0,0716638;0,427307;-0,447373;-0,0305616;
0,0716738;0,423978;-0,444043;-0,0303038;
0,0716838;0,420627;-0,440692;-0,0300445;
0,0716938;0,417256;-0,437321;-0,0297838;
0,0717038;0,413864;-0,433929;-0,0295215;
0,0717138;0,410452;-0,430517;-0,0292578;
0,0717238;0,40702;-0,427085;-0,0289925;
0,0717338;0,403569;-0,423633;-0,0287259;
0,0717438;0,400097;-0,420162;-0,0284578;
0,0717538;0,396606;-0,41667;-0,0281882;
0,0717638;0,393095;-0,413159;-0,0279173;
0,0717738;0,389565;-0,409629;-0,0276449;
0,0717838;0,386016;-0,40608;-0,0273712;
0,0717938;0,382448;-0,402512;-0,0270961;
0,0718038;0,378862;-0,398925;-0,0268196;
0,0718138;0,375257;-0,39532;-0,0265417;
0,0718238;0,371633;-0,391696;-0,0262625;
0,0718338;0,367991;-0,388054;-0,025982;
0,0718438;0,364331;-0,384394;-0,0257002;
0,0718538;0,360654;-0,380716;-0,0254171;
0,0718638;0,356958;-0,377021;-0,0251327;
0,0718738;0,353245;-0,373308;-0,024847;
0,0718838;0,349515;-0,369577;-0,02456;
0,0718938;0,345767;-0,365829;-0,0242718;
0,0719038;0,342003;-0,362065;-0,0239824;
0,0719138;0,338221;-0,358283;-0,0236917;
0,0719238;0,334423;-0,354485;-0,0233999;
0,0719338;0,330609;-0,35067;-0,0231068;
