time;V(/BiasOut)1;V(/VoutN)1;V(/VoutP)1;
0,0477033;-0,267661;-0,659445;0,639438;
0,0478033;-0,263434;-0,658799;0,638792;
0,0479033;-0,259245;-0,655055;0,635048;
0,0480033;-0,255099;-0,648232;0,628224;
0,0481033;-0,250997;-0,63836;0,618353;
0,0482033;-0,246941;-0,625489;0,605481;
0,0483033;-0,242935;-0,609678;0,58967;
0,0484033;-0,238977;-0,591004;0,570996;
0,0485033;-0,23507;-0,569555;0,549548;
0,0486033;-0,231211;-0,545435;0,525428;
0,0487033;-0,227402;-0,518758;0,498751;
0,0488033;-0,223639;-0,489652;0,469645;
0,0489033;-0,219923;-0,458256;0,438248;
0,0490033;-0,216249;-0,424719;0,404711;
0,0491033;-0,212616;-0,389202;0,369194;
0,0492033;-0,209021;-0,351874;0,331866;
0,0493033;-0,20546;-0,312914;0,292906;
0,0494033;-0,20193;-0,272507;0,252499;
0,0495033;-0,198425;-0,230847;0,210839;
0,0496033;-0,194942;-0,188133;0,168124;
0,0497033;-0,191477;-0,144568;0,124559;
0,0498033;-0,188024;-0,10036;0,0803513;
0,0499033;-0,184579;-0,0557209;0,0357119;
0,0500033;-0,181137;-0,0108636;-0,00914566;
0,0501033;-0,177692;0,0339977;-0,0540074;
0,0502033;-0,17424;0,078649;-0,0986591;
0,0503033;-0,170776;0,122877;-0,142887;
0,0504033;-0,167296;0,16647;-0,186481;
0,0505033;-0,163793;0,209221;-0,229233;
0,0506033;-0,160265;0,250925;-0,270937;
0,0507033;-0,156706;0,291383;-0,311395;
0,0508033;-0,153113;0,330401;-0,350415;
0,0509033;-0,149482;0,367795;-0,387809;
0,0510033;-0,145809;0,403384;-0,423399;
0,0511033;-0,142092;0,436999;-0,457015;
0,0512033;-0,138328;0,46848;-0,488496;
0,0513033;-0,134515;0,497676;-0,517693;
0,0514033;-0,130652;0,524448;-0,544466;
0,0515033;-0,126736;0,548668;-0,568687;
0,0516033;-0,122769;0,57022;-0,59024;
0,0517033;-0,118749;0,589002;-0,609022;
0,0518033;-0,114677;0,604923;-0,624944;
0,0519033;-0,110554;0,617908;-0,63793;
0,0520033;-0,106383;0,627895;-0,647917;
0,0521033;-0,102165;0,634835;-0,654859;
0,0522033;-0,0979027;0,638697;-0,658721;
0,0523033;-0,0936008;0,639461;-0,659486;
0,0524033;-0,0892629;0,637124;-0,657149;
0,0525033;-0,084894;0,631696;-0,651723;
0,0526033;-0,0804993;0,623205;-0,643232;
0,0527033;-0,0760849;0,61169;-0,631718;
0,0528033;-0,0716574;0,597207;-0,617235;
0,0529033;-0,0672239;0,579824;-0,599852;
0,0530033;-0,0627921;0,559624;-0,579653;
0,0531033;-0,0583703;0,536705;-0,556734;
0,0532033;-0,0539672;0,511175;-0,531204;
0,0533033;-0,0495919;0,483156;-0,503186;
0,0534033;-0,0452541;0,452783;-0,472813;
0,0535033;-0,0409637;0,420199;-0,440229;
0,0536033;-0,0367312;0,385562;-0,405592;
0,0537033;-0,0325672;0,349036;-0,369065;
0,0538033;-0,0284828;0,310795;-0,330824;
0,0539033;-0,024489;0,271022;-0,291051;
0,0540033;-0,0205974;0,229908;-0,249937;
0,0541033;-0,0168195;0,187648;-0,207676;
0,0542033;-0,0131669;0,144444;-0,164472;
0,0543033;-0,0096513;0,100503;-0,120529;
0,0544033;-0,00628438;0,0560341;-0,0760597;
0,0545033;-0,00307783;0,0112498;-0,0312744;
0,0546033;-4,30998e-05;-0,0336359;0,0136124;
0,0547033;0,00280837;-0,0784087;0,0583865;
