time;V(/VoutN)1;V(/VoutP)1;
0,187528;0,595726;-0,33732;
0,187628;0,617832;-0,375417;
0,187728;0,637582;-0,411126;
0,187828;0,65486;-0,4443;
0,187928;0,669561;-0,474803;
0,188028;0,68159;-0,502512;
0,188128;0,690867;-0,52732;
0,188228;0,697323;-0,549133;
0,188328;0,700902;-0,56787;
0,188428;0,701562;-0,583469;
0,188528;0,699273;-0,59588;
0,188628;0,694019;-0,605071;
0,188728;0,6858;-0,611025;
0,188828;0,674626;-0,613741;
0,188928;0,660525;-0,613232;
0,189028;0,643535;-0,609531;
0,189128;0,623709;-0,602681;
0,189228;0,601113;-0,592746;
0,189328;0,575827;-0,5798;
0,189428;0,547942;-0,563935;
0,189528;0,517562;-0,545256;
0,189617;0,48859;-0,526407;
0,189701;0,459477;-0,506661;
0,189765;0,43633;-0,490487;
0,189828;0,412747;-0,473639;
0,189909;0,381156;-0,450569;
0,189995;0,34625;-0,42451;
0,190095;0,304223;-0,392475;
0,190195;0,260666;-0,35864;
0,190295;0,21576;-0,3232;
0,190395;0,169688;-0,286351;
0,190495;0,12264;-0,2483;
0,190595;0,074813;-0,209257;
0,190695;0,0264048;-0,169439;
0,190795;-0,0223825;-0,129065;
0,190895;-0,0713445;-0,0883563;
0,190995;-0,120277;-0,0475361;
0,191095;-0,168973;-0,00682807;
0,191195;-0,21723;0,0335456;
0,191295;-0,264844;0,073364;
0,191395;-0,311617;0,11241;
0,191495;-0,357351;0,150469;
0,191595;-0,401855;0,187334;
0,191695;-0,444942;0,222801;
0,191795;-0,486434;0,256676;
0,191895;-0,526157;0,288772;
0,191995;-0,563946;0,31891;
0,192095;-0,599645;0,346922;
0,192195;-0,633109;0,37265;
0,192295;-0,664199;0,395949;
0,192395;-0,69279;0,416684;
0,192495;-0,718769;0,434735;
0,192595;-0,742031;0,449993;
0,192695;-0,762488;0,462366;
0,192795;-0,780061;0,471774;
0,192895;-0,794685;0,478153;
0,192995;-0,80631;0,481454;
0,193095;-0,814897;0,481642;
0,193195;-0,820424;0,478701;
0,193295;-0,82288;0,472627;
0,193395;-0,822268;0,463435;
0,193495;-0,818607;0,451153;
0,193595;-0,811928;0,435825;
0,193695;-0,802276;0,417513;
0,193795;-0,78971;0,396291;
0,193895;-0,7743;0,372249;
0,193995;-0,756131;0,345491;
0,194095;-0,7353;0,316135;
0,194195;-0,711914;0,284314;
0,194295;-0,686093;0,25017;
0,194395;-0,657968;0,21386;
0,194495;-0,627679;0,175551;
0,194595;-0,595376;0,135421;
0,194695;-0,561216;0,093657;
0,194795;-0,525368;0,0504557;
0,194895;-0,488003;0,00602072;
0,194995;-0,449302;-0,0394372;
0,195095;-0,409451;-0,0857016;
0,195195;-0,368639;-0,132551;
0,195295;-0,32706;-0,17976;
0,195395;-0,284909;-0,227102;
0,195495;-0,242386;-0,274347;
0,195595;-0,199688;-0,321265;
0,195695;-0,157015;-0,367627;
0,195795;-0,114565;-0,413207;
0,195895;-0,0725331;-0,457778;
0,195995;-0,0311124;-0,501121;
0,196095;0,00950816;-0,54302;
0,196195;0,049144;-0,583266;
0,196295;0,0876164;-0,621655;
0,196395;0,124753;-0,657993;
0,196495;0,160389;-0,692094;
0,196595;0,194366;-0,723783;
0,196695;0,226537;-0,752895;
0,196795;0,256763;-0,779274;
0,196895;0,284915;-0,802781;
0,196995;0,310874;-0,823287;
0,197095;0,334535;-0,840676;
0,197195;0,355801;-0,854847;
0,197295;0,374589;-0,865716;
0,197395;0,39083;-0,873209;
0,197495;0,404466;-0,877272;
0,197595;0,415451;-0,877865;
0,197695;0,423756;-0,874962;
0,197795;0,429363;-0,868557;
0,197895;0,432266;-0,858658;
0,197995;0,432476;-0,845287;
0,198095;0,430016;-0,828486;
0,198195;0,424921;-0,80831;
0,198295;0,41724;-0,784831;
0,198395;0,407037;-0,758135;
0,198495;0,394384;-0,728325;
0,198595;0,379369;-0,695516;
0,198695;0,36209;-0,659838;
0,198795;0,342657;-0,621435;
0,198895;0,32119;-0,580462;
0,198995;0,29782;-0,537087;
0,199095;0,272685;-0,491489;
0,199195;0,245935;-0,443858;
0,199295;0,217726;-0,394393;
0,199395;0,188222;-0,3433;
0,199495;0,157592;-0,290794;
0,199595;0,126012;-0,237097;
0,199695;0,0936631;-0,182436;
0,199795;0,0607281;-0,127042;
0,199895;0,0273945;-0,0711508;
0,199995;-0,006149;-0,0149983;
0,200095;-0,0397124;0,0411764;
0,200195;-0,0731056;0,0971351;
0,20025;-0,0913132;0,127704;
0,200304;-0,109051;0,157542;
0,200372;-0,131078;0,194693;
0,200472;-0,16302;0,248824;
0,200572;-0,194094;0,30186;
0,200672;-0,224119;0,353574;
0,200772;-0,252924;0,403752;
0,200872;-0,28034;0,45218;
0,200972;-0,306211;0,498659;
0,201072;-0,330381;0,542992;
0,201172;-0,35271;0,584999;
0,201272;-0,373061;0,624504;
0,201372;-0,391311;0,661349;
0,201472;-0,407344;0,695383;
0,201572;-0,421058;0,726471;
0,201672;-0,43236;0,754491;
0,201772;-0,44117;0,779336;
0,201872;-0,447421;0,800912;
0,201972;-0,451059;0,819141;
0,202072;-0,452041;0,83396;
0,202172;-0,450338;0,845324;
0,202272;-0,445935;0,8532;
0,202372;-0,438831;0,857574;
0,202472;-0,429038;0,858448;
0,202572;-0,41658;0,855839;
0,202672;-0,401496;0,849779;
0,202772;-0,383838;0,840319;
0,202872;-0,36367;0,827523;
0,202972;-0,341071;0,811471;
0,203072;-0,31613;0,792258;
0,203172;-0,288948;0,769992;
0,203272;-0,25964;0,744796;
0,203372;-0,228329;0,716807;
0,203472;-0,19515;0,686174;
0,203572;-0,160246;0,653056;
0,203672;-0,123772;0,617625;
0,203772;-0,0858892;0,580063;
0,203872;-0,0467666;0,540561;
0,203972;-0,00658027;0,499318;
0,204072;0,0344877;0,456541;
0,204172;0,0762502;0,412443;
0,204272;0,118516;0,367243;
0,204372;0,16109;0,321165;
0,204472;0,203776;0,274433;
0,204572;0,246375;0,227277;
0,204672;0,288689;0,179927;
0,204772;0,330518;0,132611;
0,204872;0,371666;0,0855595;
0,204972;0,411937;0,0389977;
0,205072;0,451141;-0,00685123;
0,205172;0,489089;-0,0517684;
0,205272;0,5256;-0,0955405;
0,205372;0,560497;-0,137961;
0,205472;0,59361;-0,178829;
0,205572;0,624778;-0,217955;
0,205672;0,653847;-0,255156;
0,205772;0,680671;-0,290261;
0,205872;0,705117;-0,323107;
0,205972;0,72706;-0,353548;
0,206072;0,746387;-0,381444;
0,206172;0,762996;-0,406673;
0,206272;0,776797;-0,429124;
0,206372;0,787714;-0,448702;
0,206472;0,795682;-0,465324;
0,206572;0,800651;-0,478925;
0,206672;0,802583;-0,489453;
0,206772;0,801454;-0,496871;
0,206872;0,797254;-0,501161;
0,206972;0,789988;-0,502318;
0,207072;0,779673;-0,500353;
0,207172;0,76634;-0,495293;
0,207272;0,750036;-0,48718;
0,207372;0,730819;-0,476074;
0,207472;0,70876;-0,462045;
0,207572;0,683944;-0,445183;
0,207672;0,65647;-0,425588;
0,207772;0,626446;-0,403376;
0,207872;0,593992;-0,378675;
0,207972;0,559242;-0,351628;
0,208072;0,522337;-0,322385;
0,208172;0,48343;-0,291111;
0,208272;0,442681;-0,257981;
0,208372;0,40026;-0,223177;
0,208472;0,356343;-0,186892;
0,208572;0,311115;-0,149324;
0,208672;0,264764;-0,110681;
0,208772;0,217485;-0,0711723;
0,208872;0,169476;-0,0310155;
0,208972;0,120939;0,00957046;
0,209072;0,0720774;0,0503636;
0,209172;0,0230963;0,0911409;
0,209272;-0,0257992;0,131679;
0,209372;-0,0744044;0,171755;
0,209472;-0,122516;0,211149;
0,209572;-0,169934;0,249644;
0,209672;-0,216462;0,287026;
0,209772;-0,261906;0,323088;
0,209872;-0,306079;0,357626;
0,209972;-0,3488;0,390448;
0,210072;-0,389895;0,421366;
0,210172;-0,429197;0,450203;
0,210272;-0,466549;0,476791;
0,210372;-0,501801;0,500974;
0,210472;-0,534815;0,522608;
0,210572;-0,565463;0,541558;
0,210672;-0,593628;0,557705;
0,210772;-0,619204;0,570943;
0,210836;-0,634252;0,577882;
0,210886;-0,645103;0,582377;
0,210927;-0,653438;0,585475;
0,210964;-0,660733;0,587884;
0,211003;-0,667895;0,589921;
0,211081;-0,680921;0,592557;
0,211181;-0,695083;0,593101;
0,211281;-0,706317;0,590423;
0,211381;-0,714596;0,584507;
0,211481;-0,719909;0,575354;
0,211581;-0,722256;0,562981;
0,211681;-0,721654;0,547421;
0,211781;-0,718131;0,528723;
0,211881;-0,711728;0,506949;
0,211981;-0,702503;0,48218;
0,212081;-0,690522;0,454509;
0,212181;-0,675868;0,424044;
0,212281;-0,658634;0,390908;
0,212381;-0,638924;0,355235;
0,212481;-0,616855;0,317174;
0,212581;-0,592554;0,276886;
0,212681;-0,566157;0,234541;
0,212781;-0,537811;0,190322;
0,212881;-0,507671;0,144421;
0,212981;-0,475899;0,0970377;
0,213081;-0,442665;0,0483807;
0,213181;-0,408145;-0,00133497;
0,213281;-0,37252;-0,0518884;
0,213381;-0,335976;-0,103054;
0,213481;-0,298703;-0,154602;
0,213581;-0,260892;-0,206301;
0,213681;-0,222738;-0,257917;
0,213781;-0,184435;-0,309216;
0,213881;-0,146177;-0,359964;
0,213981;-0,108158;-0,40993;
0,214081;-0,0705683;-0,458886;
0,214181;-0,0335977;-0,506606;
0,214281;0,00256986;-0,55287;
0,214381;0,0377545;-0,597465;
0,214481;0,0717821;-0,640183;
0,214581;0,104485;-0,680828;
0,214681;0,135702;-0,719207;
0,214781;0,165281;-0,755143;
0,214881;0,193079;-0,788465;
0,214981;0,218961;-0,819016;
0,215081;0,242802;-0,846651;
0,215181;0,264489;-0,871238;
0,215281;0,283921;-0,892658;
0,215381;0,301006;-0,910806;
0,215481;0,315665;-0,925594;
0,215581;0,327833;-0,936945;
0,215681;0,337457;-0,944802;
0,215781;0,344496;-0,949121;
0,215881;0,348924;-0,949874;
0,215981;0,350727;-0,94705;
0,216081;0,349905;-0,940654;
0,216181;0,346471;-0,930707;
0,216281;0,340453;-0,917246;
0,216381;0,33189;-0,900325;
0,216481;0,320835;-0,880012;
0,216581;0,307354;-0,856391;
0,216681;0,291525;-0,829561;
0,216781;0,273438;-0,799635;
0,216881;0,253195;-0,766742;
0,216981;0,230909;-0,731022;
0,217081;0,206703;-0,692629;
0,217181;0,18071;-0,651728;
0,217281;0,153074;-0,608496;
0,217381;0,123944;-0,56312;
0,217481;0,0934806;-0,515798;
0,217581;0,0618492;-0,466734;
0,217681;0,0292224;-0,416142;
0,217781;-0,00422245;-0,364241;
0,217881;-0,038303;-0,311256;
0,217981;-0,0728334;-0,257419;
0,218081;-0,107625;-0,202961;
0,218181;-0,142488;-0,148118;
0,218281;-0,17723;-0,0931292;
0,218381;-0,211661;-0,03823;
0,218481;-0,24559;0,0163426;
0,218581;-0,27883;0,0703544;
0,218681;-0,311194;0,123574;
0,218781;-0,342502;0,175774;
0,218881;-0,372576;0,226733;
0,218981;-0,401245;0,276236;
0,219081;-0,428344;0,324073;
0,219181;-0,453715;0,370046;
0,219281;-0,477208;0,413963;
0,219381;-0,498683;0,455643;
0,219481;-0,518008;0,494916;
0,219581;-0,535061;0,531624;
0,219644;-0,544674;0,553569;
0,219706;-0,553046;0,57376;
0,219752;-0,558713;0,588217;
0,219796;-0,563507;0,601138;
0,219839;-0,567856;0,613616;
0,219926;-0,575055;0,636833;
0,220026;-0,580796;0,660525;
0,220126;-0,583804;0,681022;
0,220226;-0,584035;0,698258;
0,220326;-0,581458;0,712178;
0,220426;-0,576055;0,722747;
0,220526;-0,567823;0,729944;
0,220626;-0,556771;0,733763;
0,220726;-0,542924;0,734215;
0,220826;-0,526318;0,731329;
0,220926;-0,507003;0,725145;
0,221026;-0,485044;0,715723;
0,221126;-0,460516;0,703135;
0,221226;-0,433509;0,68747;
0,221326;-0,404124;0,668831;
0,221426;-0,372474;0,647333;
0,221526;-0,338682;0,623107;
0,221626;-0,302885;0,596294;
0,221726;-0,265226;0,56705;
0,221826;-0,22586;0,535539;
0,221926;-0,184949;0,501936;
0,222026;-0,142664;0,466428;
0,222126;-0,0991822;0,429208;
0,222226;-0,0546885;0,390477;
0,222326;-0,00937177;0,350444;
0,222426;0,036574;0,309321;
0,222526;0,0829512;0,267327;
0,222626;0,12956;0,224685;
0,222726;0,176197;0,181617;
0,222826;0,222661;0,13835;
0,222926;0,268749;0,0951088;
0,223026;0,314259;0,0521189;
0,223126;0,35899;0,00960294;
0,223226;0,402748;-0,032219;
0,223326;0,445338;-0,0731312;
0,223426;0,486573;-0,112923;
0,223526;0,526271;-0,15139;
0,223626;0,564255;-0,188334;
0,223726;0,600357;-0,223567;
0,223826;0,634417;-0,256907;
0,223926;0,666283;-0,288186;
0,224026;0,695814;-0,317242;
0,224126;0,722877;-0,343929;
0,224226;0,747352;-0,368109;
0,224326;0,76913;-0,389661;
0,224426;0,788114;-0,408473;
0,224526;0,804218;-0,424452;
0,224626;0,81737;-0,437514;
0,224726;0,827513;-0,447595;
0,224826;0,8346;-0,454643;
0,224926;0,838599;-0,458623;
0,225026;0,839494;-0,459513;
0,225126;0,837278;-0,45731;
0,225226;0,831964;-0,452025;
0,225326;0,823573;-0,443685;
0,225426;0,812144;-0,432331;
0,225526;0,797728;-0,418023;
0,225626;0,78039;-0,400832;
0,225726;0,760206;-0,380846;
0,225826;0,737266;-0,358167;
0,225926;0,711674;-0,332911;
0,226026;0,683543;-0,305205;
0,226126;0,652998;-0,275191;
0,226226;0,620176;-0,243023;
0,226326;0,585223;-0,208864;
0,226426;0,548293;-0,17289;
0,226526;0,509551;-0,135285;
0,226626;0,469168;-0,0962408;
0,226726;0,427324;-0,055959;
0,226826;0,384202;-0,0146466;
0,226926;0,339994;0,0274833;
0,227026;0,294893;0,0702132;
0,227126;0,249097;0,113322;
0,227226;0,202808;0,156585;
0,227326;0,156228;0,199777;
0,227426;0,109559;0,242673;
0,227526;0,0630044;0,285047;
0,227626;0,0167652;0,326676;
0,227726;-0,0289593;0,367341;
0,227826;-0,0739728;0,406824;
0,227926;-0,118083;0,444915;
0,228026;-0,161103;0,481407;
0,228126;-0,202851;0,516104;
0,228226;-0,243153;0,548814;
0,228326;-0,28184;0,579356;
0,228426;-0,318754;0,60756;
0,228526;-0,353744;0,633265;
0,228626;-0,38667;0,656321;
0,228726;-0,417401;0,676591;
0,228826;-0,445818;0,693952;
0,228926;-0,471812;0,708293;
0,229026;-0,495287;0,719518;
0,229126;-0,516161;0,727544;
0,229226;-0,53436;0,732306;
0,229326;-0,549828;0,73375;
0,229426;-0,562519;0,731843;
0,229526;-0,572401;0,726563;
0,229626;-0,579458;0,717907;
0,229726;-0,583685;0,705885;
0,229826;-0,585091;0,690527;
0,229926;-0,583699;0,671876;
0,230026;-0,579546;0,649991;
0,230126;-0,572681;0,624946;
0,230226;-0,563166;0,596832;
0,230326;-0,551078;0,565753;
0,230426;-0,536502;0,531829;
0,230526;-0,519539;0,49519;
0,230626;-0,500299;0,455984;
0,230726;-0,478902;0,414368;
0,230826;-0,455481;0,370511;
0,230926;-0,430175;0,324594;
0,231026;-0,403135;0,276808;
0,231126;-0,374518;0,227352;
0,231226;-0,344488;0,176435;
0,23131;-0,318368;0,132813;
0,23139;-0,292793;0,0906003;
0,23149;-0,259876;0,0368804;
0,23159;-0,226191;-0,0174913;
0,23169;-0,191928;-0,07228;
0,23179;-0,157276;-0,127251;
0,23189;-0,122425;-0,182167;
0,23199;-0,0875666;-0,236791;
0,23209;-0,0528924;-0,290885;
0,23219;-0,0185911;-0,344217;
0,23229;0,0151498;-0,396553;
0,23239;0,0481469;-0,447668;
0,23249;0,0802202;-0,497339;
0,23259;0,111195;-0,54535;
0,23269;0,140904;-0,591494;
0,23279;0,169183;-0,635569;
0,23289;0,195879;-0,677384;
0,23299;0,220846;-0,716759;
0,23309;0,243946;-0,753524;
0,23319;0,265052;-0,787519;
0,23329;0,284047;-0,8186;
0,23339;0,300825;-0,846634;
0,23349;0,315289;-0,8715;
0,23359;0,327359;-0,893096;
0,23369;0,336961;-0,91133;
0,23379;0,34404;-0,926128;
0,23389;0,348548;-0,937432;
0,23399;0,350454;-0,945196;
0,23409;0,34974;-0,949395;
0,23419;0,346399;-0,950016;
0,23429;0,34044;-0,947066;
0,23439;0,331884;-0,940564;
0,23449;0,320766;-0,930549;
0,23459;0,307134;-0,917073;
0,23469;0,291049;-0,900204;
0,23479;0,272583;-0,880028;
0,23489;0,251823;-0,856642;
0,23499;0,228867;-0,83016;
0,23509;0,203823;-0,800708;
0,23519;0,176811;-0,768427;
0,23529;0,147963;-0,733471;
0,23539;0,117416;-0,696002;
0,23549;0,0853218;-0,656198;
0,23559;0,0518364;-0,614244;
0,23569;0,0171248;-0,570336;
0,23579;-0,0186411;-0,524677;
0,23589;-0,0552837;-0,477479;
0,23599;-0,0926204;-0,428958;
0,23609;-0,130464;-0,379338;
0,23619;-0,168625;-0,328847;
0,23629;-0,206909;-0,277715;
0,23639;-0,245124;-0,226175;
0,23649;-0,283075;-0,174461;
0,23659;-0,320566;-0,122807;
0,23669;-0,357406;-0,0714458;
0,23679;-0,393404;-0,0206076;
0,23689;-0,428372;0,02948;
0,23699;-0,462128;0,0785941;
0,23709;-0,494492;0,126517;
0,23719;-0,525293;0,173038;
0,23729;-0,554366;0,217954;
0,23739;-0,581551;0,261068;
0,23749;-0,6067;0,302196;
0,23759;-0,629671;0,341161;
0,23769;-0,650334;0,377799;
0,23779;-0,668568;0,411957;
0,23789;-0,684263;0,443494;
0,23799;-0,697322;0,472282;
0,23809;-0,707658;0,498208;
0,23819;-0,715197;0,521173;
0,23829;-0,719879;0,541092;
0,23839;-0,721656;0,557894;
0,23849;-0,720494;0,571526;
0,23859;-0,716372;0,581948;
0,23869;-0,709283;0,589138;
0,23879;-0,699234;0,593087;
0,23889;-0,686245;0,593806;
0,23899;-0,670351;0,591318;
0,23909;-0,6516;0,585662;
0,23919;-0,630052;0,576896;
0,23929;-0,605781;0,565088;
0,23939;-0,578876;0,550325;
0,23949;-0,549435;0,532706;
0,23959;-0,517569;0,512344;
0,23969;-0,483401;0,489366;
0,23979;-0,447065;0,463911;
0,239834;-0,430284;0,451862;
0,239878;-0,413234;0,439454;
0,239929;-0,393043;0,424564;
0,240029;-0,352119;0,393815;
0,240129;-0,30955;0,361145;
0,240229;-0,265514;0,326742;
0,240329;-0,220189;0,290798;
0,240429;-0,173764;0,253517;
0,240529;-0,126428;0,215104;
0,240629;-0,0783808;0,175773;
0,240729;-0,0298204;0,135741;
0,240829;0,0190491;0,0952281;
0,240929;0,0680242;0,0544563;
0,241029;0,116899;0,0136494;
0,241129;0,165469;-0,0269698;
0,241229;0,213529;-0,0671789;
0,241329;0,260879;-0,106759;
0,241429;0,30732;-0,145492;
0,241529;0,352656;-0,183168;
0,241629;0,396698;-0,219579;
0,241729;0,439262;-0,254525;
0,241829;0,48017;-0,287815;
0,241929;0,519253;-0,319263;
0,242029;0,556347;-0,348696;
0,242129;0,591301;-0,375947;
0,242229;0,623971;-0,400864;
0,242329;0,654224;-0,423304;
0,242429;0,681938;-0,443138;
0,242529;0,707002;-0,460249;
0,242629;0,729319;-0,474535;
0,242729;0,748801;-0,485906;
0,242829;0,765376;-0,494289;
0,242929;0,778984;-0,499624;
0,243029;0,789578;-0,501868;
0,243129;0,797125;-0,500991;
0,243229;0,801606;-0,496983;
0,243329;0,803016;-0,489845;
0,243429;0,801364;-0,479596;
0,243529;0,79667;-0,466271;
0,243629;0,788973;-0,449919;
0,243729;0,778321;-0,430607;
0,243829;0,764778;-0,408413;
0,243929;0,748418;-0,383434;
0,244029;0,729331;-0,355777;
0,244129;0,707617;-0,325567;
0,244229;0,683388;-0,292937;
0,244329;0,656768;-0,258038;
0,244429;0,627889;-0,221027;
0,244529;0,596897;-0,182078;
0,244629;0,563943;-0,14137;
0,244729;0,529189;-0,0990942;
0,244829;0,492805;-0,0554495;
0,244929;0,454965;-0,0106421;
0,245029;0,415851;0,035115;
0,245129;0,375651;0,0816037;
0,245229;0,334556;0,128601;
0,245329;0,29276;0,175881;
0,245429;0,25046;0,223216;
0,245529;0,207855;0,270375;
0,245629;0,165143;0,31713;
0,245729;0,122524;0,363251;
0,245829;0,0801945;0,408512;
0,245929;0,0383492;0,452689;
0,246029;-0,00282009;0,495565;
0,246129;-0,0431257;0,536924;
0,246229;-0,0823851;0,576559;
0,246329;-0,120422;0,614271;
0,246429;-0,157065;0,649868;
0,246529;-0,192153;0,683167;
0,246629;-0,225532;0,713996;
0,246729;-0,257056;0,742194;
0,246829;-0,286589;0,76761;
0,246929;-0,314007;0,790109;
0,247029;-0,339195;0,809565;
0,247129;-0,36205;0,825869;
0,247229;-0,38248;0,838925;
0,247329;-0,400409;0,848651;
0,247429;-0,415768;0,854981;
0,247529;-0,428505;0,857866;
0,247629;-0,438581;0,85727;
0,247729;-0,445968;0,853175;
0,247829;-0,450654;0,845578;
0,247929;-0,452638;0,834493;
0,248029;-0,451936;0,819949;
0,248129;-0,448573;0,801991;
0,248229;-0,442592;0,780682;
0,248329;-0,434044;0,756097;
0,248429;-0,422997;0,728328;
0,248529;-0,40953;0,697483;
0,248629;-0,393732;0,663681;
0,248729;-0,375707;0,627058;
0,248829;-0,355567;0,587762;
0,248929;-0,333437;0,545951;
0,249029;-0,309449;0,501799;
0,249129;-0,283748;0,455487;
0,249229;-0,256483;0,407209;
0,249329;-0,227814;0,357165;
0,249429;-0,197907;0,305566;
0,249529;-0,166934;0,25263;
0,249629;-0,135071;0,198579;
0,249729;-0,102502;0,143642;
0,249829;-0,0694099;0,0880523;
0,249929;-0,0359835;0,0320451;
0,250029;-0,00241194;-0,0241417;
0,250102;0,0218143;-0,0646928;
0,250169;0,0443291;-0,102414;
0,250216;0,0600699;-0,128818;
0,250264;0,0759406;-0,155479;
0,250311;0,0911944;-0,181149;
0,250404;0,121309;-0,231992;
0,250504;0,152996;-0,285801;
0,250604;0,183755;-0,33844;
0,250704;0,213411;-0,38969;
0,250804;0,241792;-0,439334;
0,250904;0,268735;-0,487165;
0,251004;0,294081;-0,532982;
0,251104;0,317682;-0,576596;
0,251204;0,339396;-0,617826;
0,251304;0,359093;-0,656503;
0,251404;0,37665;-0,69247;
0,251504;0,391957;-0,725583;
0,251604;0,404914;-0,755709;
0,251704;0,415433;-0,782731;
0,251804;0,423437;-0,806547;
0,251904;0,428863;-0,827068;
0,252004;0,431661;-0,844219;
0,252104;0,431793;-0,857945;
0,252204;0,429233;-0,868204;
0,252304;0,423972;-0,874968;
0,252404;0,416012;-0,87823;
0,252504;0,405368;-0,877995;
0,252604;0,392071;-0,874285;
0,252704;0,376163;-0,867139;
0,252804;0,357701;-0,856612;
0,252904;0,336752;-0,842772;
0,253004;0,313398;-0,825704;
0,253104;0,287734;-0,805509;
0,253204;0,259864;-0,782298;
0,253304;0,229905;-0,7562;
0,253404;0,197986;-0,727354;
0,253504;0,164243;-0,695914;
0,253604;0,128823;-0,662042;
0,253704;0,0918837;-0,625914;
0,253804;0,0535883;-0,587715;
0,253904;0,0141084;-0,547637;
0,254004;-0,0263779;-0,505884;
0,254104;-0,067687;-0,462664;
0,254204;-0,10963;-0,418193;
0,254304;-0,152015;-0,372689;
0,254404;-0,194647;-0,326378;
0,254504;-0,237327;-0,279487;
0,254604;-0,279856;-0,232245;
0,254704;-0,322037;-0,18488;
0,254804;-0,363671;-0,137624;
0,254904;-0,404562;-0,0907035;
0,255004;-0,444515;-0,0443442;
0,255104;-0,48334;0,0012322;
0,255204;-0,520851;0,0458085;
0,255304;-0,556868;0,0891732;
0,255404;-0,591216;0,131122;
0,255504;-0,623729;0,171457;
0,255604;-0,654246;0,209991;
0,255704;-0,682617;0,246544;
0,255804;-0,7087;0,280948;
0,255904;-0,732364;0,313046;
0,256004;-0,753487;0,342692;
0,256104;-0,771961;0,369754;
0,256204;-0,787687;0,394112;
0,256304;-0,80058;0,41566;
0,256404;-0,810566;0,434307;
0,256504;-0,817587;0,449976;
0,256604;-0,821594;0,462605;
0,256704;-0,822555;0,472148;
0,256804;-0,820451;0,478575;
0,256904;-0,815277;0,481869;
0,257004;-0,807039;0,482032;
0,257104;-0,795762;0,47908;
0,257204;-0,78148;0,473045;
0,257304;-0,764243;0,463974;
0,257404;-0,744114;0,451931;
0,257504;-0,72117;0,436992;
0,257604;-0,695499;0,41925;
0,257704;-0,667202;0,398811;
0,257804;-0,636392;0,375794;
0,257904;-0,603195;0,350332;
0,258004;-0,567744;0,322569;
0,258104;-0,530186;0,292663;
0,258204;-0,490676;0,260781;
0,258304;-0,449377;0,227098;
0,258404;-0,406461;0,191803;
0,258504;-0,362108;0,155088;
0,258604;-0,316502;0,117156;
0,258704;-0,269835;0,0782145;
0,258804;-0,222303;0,0384767;
0,258904;-0,174104;-0,0018404;
0,259004;-0,125442;-0,0425163;
0,259104;-0,0765199;-0,0833286;
0,259204;-0,0275437;-0,124054;
0,259304;0,0212817;-0,164469;
0,259404;0,069752;-0,204353;
0,259504;0,117665;-0,243485;
0,259604;0,164821;-0,281649;
0,259704;0,211025;-0,318634;
0,259804;0,256086;-0,354233;
0,259904;0,299817;-0,388247;
0,260004;0,34204;-0,420483;
0,260104;0,382583;-0,450759;
0,260204;0,421282;-0,478899;
0,260304;0,457982;-0,50474;
0,260404;0,492538;-0,528128;
0,260504;0,524814;-0,548923;
0,260604;0,554685;-0,566995;
0,260704;0,582038;-0,582229;
0,260804;0,606772;-0,594524;
0,260904;0,628797;-0,60379;
0,261004;0,648037;-0,609957;
0,261104;0,664429;-0,612964;
0,261204;0,677922;-0,612771;
0,261272;0,685424;-0,610797;
0,261335;0,691202;-0,607595;
0,261403;0,696009;-0,602785;
0,261503;0,700674;-0,592928;
0,261603;0,702377;-0,579857;
0,261703;0,701135;-0,563608;
0,261803;0,696979;-0,544233;
0,261903;0,689956;-0,521799;
0,262003;0,680123;-0,496389;
0,262103;0,667553;-0,468099;
0,262203;0,652327;-0,43704;
0,262303;0,634544;-0,403338;
0,262403;0,614309;-0,367132;
0,262503;0,591742;-0,328571;
0,262603;0,566972;-0,287819;
0,262703;0,540137;-0,24505;
0,262803;0,511386;-0,200448;
0,262903;0,480876;-0,154206;
0,263003;0,448771;-0,106527;
0,263103;0,415241;-0,0576205;
0,263203;0,380465;-0,00770304;
0,263303;0,344623;0,0430033;
0,263403;0,307904;0,094272;
0,263503;0,270498;0,145873;
0,263603;0,232595;0,197574;
0,263703;0,194392;0,24914;
0,263803;0,156082;0,300339;
0,263903;0,11786;0,350936;
0,264003;0,0799178;0,400702;
0,264103;0,0424476;0,449407;
0,264203;0,00563653;0,496827;
0,264303;-0,0303318;0,542746;
0,264403;-0,0652788;0,586949;
0,264503;-0,0990315;0,629232;
0,264603;-0,131424;0,669398;
0,264703;-0,162296;0,707259;
0,264803;-0,191499;0,742639;
0,264903;-0,21889;0,77537;
0,265003;-0,244337;0,805297;
0,265103;-0,267718;0,832278;
0,265203;-0,288922;0,856184;
0,265303;-0,307849;0,876899;
0,265403;-0,324411;0,894322;
0,265503;-0,338532;0,908366;
0,265603;-0,350149;0,91896;
0,265703;-0,359212;0,926048;
0,265803;-0,365684;0,929591;
0,265903;-0,36954;0,929564;
0,266003;-0,37077;0,92596;
0,266103;-0,369377;0,918787;
0,266203;-0,365377;0,90807;
0,266303;-0,3588;0,89385;
0,266403;-0,349688;0,876183;
0,266503;-0,338098;0,85514;
0,266603;-0,324098;0,830811;
0,266703;-0,307769;0,803295;
0,266803;-0,289203;0,772711;
0,266903;-0,268504;0,739189;
0,267003;-0,245788;0,702873;
0,267103;-0,221181;0,663918;
0,267203;-0,194817;0,622493;
0,267303;-0,166842;0,578777;
