time;V(/VoutN)1;V(/VoutP)1;
0,462665;0,550432;-0,261313;
0,462765;0,522382;-0,217375;
0,462865;0,492513;-0,171725;
0,462965;0,460986;-0,124561;
0,463065;0,42797;-0,0760897;
0,463165;0,39364;-0,0265256;
0,463265;0,358176;0,0239112;
0,463365;0,321764;0,0749958;
0,463465;0,284593;0,126499;
0,463565;0,246854;0,17819;
0,463665;0,20874;0,229834;
0,463765;0,170448;0,281198;
0,463865;0,13217;0,332048;
0,463965;0,0941002;0,382153;
0,464065;0,056431;0,431282;
0,464165;0,019351;0,47921;
0,464265;-0,0169546;0,525717;
0,464365;-0,0523052;0,570588;
0,464465;-0,0865255;0,613614;
0,464565;-0,119447;0,654596;
0,464665;-0,150907;0,693344;
0,464765;-0,180754;0,729674;
0,464865;-0,20884;0,763417;
0,464965;-0,235031;0,794413;
0,465065;-0,2592;0,822514;
0,465165;-0,281232;0,847588;
0,465265;-0,301024;0,869512;
0,465365;-0,318482;0,88818;
0,465465;-0,333527;0,9035;
0,465565;-0,34609;0,915395;
0,465665;-0,356116;0,923804;
0,465765;-0,363563;0,92868;
0,465865;-0,368401;0,929993;
0,465965;-0,370616;0,92773;
0,466065;-0,370206;0,921894;
0,466165;-0,367181;0,912502;
0,466265;-0,361566;0,89959;
0,466365;-0,353399;0,883207;
0,466465;-0,342731;0,863421;
0,466565;-0,329626;0,840313;
0,466665;-0,314159;0,813979;
0,466765;-0,29642;0,784531;
0,466865;-0,276509;0,752095;
0,466965;-0,254535;0,716809;
0,467065;-0,230622;0,678824;
0,467165;-0,2049;0,638305;
0,467265;-0,177512;0,595427;
0,467365;-0,148606;0,550375;
0,467465;-0,118341;0,503344;
0,467565;-0,0868816;0,45454;
0,467665;-0,0543993;0,404173;
0,467765;-0,0210708;0,352462;
0,467865;0,0129221;0,299633;
0,467965;0,0473944;0,245914;
0,468065;0,0821576;0,191538;
0,468165;0,117022;0,13674;
0,468265;0,151796;0,0817582;
0,468365;0,186288;0,0268292;
0,468465;0,220309;-0,0278102;
0,468565;0,253669;-0,0819254;
0,468665;0,286183;-0,135284;
0,468765;0,317668;-0,187659;
0,468865;0,347947;-0,238828;
0,468965;0,376847;-0,288573;
0,469065;0,404203;-0,336685;
0,469165;0,429855;-0,382963;
0,469265;0,453653;-0,427214;
0,469365;0,475454;-0,469257;
0,469465;0,495124;-0,508919;
0,469565;0,512541;-0,546039;
0,46963;0,522547;-0,568611;
0,469693;0,531341;-0,589544;
0,469743;0,537581;-0,605263;
0,469788;0,542717;-0,618953;
0,469838;0,547707;-0,633168;
0,469936;0,555757;-0,659364;
0,470036;0,561226;-0,682737;
0,470136;0,563955;-0,702908;
0,470236;0,563904;-0,719812;
0,470336;0,561042;-0,733395;
0,470436;0,555354;-0,743625;
0,470536;0,546837;-0,750481;
0,470636;0,535502;-0,75396;
0,470736;0,521374;-0,754074;
0,470836;0,504493;-0,750853;
0,470936;0,484908;-0,744339;
0,471036;0,462686;-0,734594;
0,471136;0,437904;-0,721692;
0,471236;0,410652;-0,705722;
0,471336;0,381033;-0,686789;
0,471436;0,349161;-0,66501;
0,471536;0,315162;-0,640516;
0,471636;0,27917;-0,613451;
0,471736;0,241331;-0,583971;
0,471836;0,201802;-0,55224;
0,471936;0,160744;-0,518437;
0,472036;0,11833;-0,482748;
0,472136;0,0747385;-0,445366;
0,472236;0,030153;-0,406494;
0,472336;-0,015236;-0,366341;
0,472436;-0,0612343;-0,32512;
0,472536;-0,107644;-0,283051;
0,472636;-0,154265;-0,240356;
0,472736;-0,200894;-0,197258;
0,472836;-0,247329;-0,153983;
0,472936;-0,293368;-0,110757;
0,473036;-0,338808;-0,0678046;
0,473136;-0,38345;-0,0253488;
0,473236;-0,427099;0,0163912;
0,473336;-0,469561;0,0571998;
0,473436;-0,510649;0,096867;
0,473536;-0,550182;0,135189;
0,473636;-0,587983;0,171969;
0,473736;-0,623887;0,207019;
0,473836;-0,657732;0,240159;
0,473936;-0,689369;0,271221;
0,474036;-0,718656;0,300045;
0,474136;-0,745464;0,326484;
0,474236;-0,769672;0,350405;
0,474336;-0,791172;0,371685;
0,474436;-0,809869;0,390216;
0,474536;-0,825678;0,405904;
0,474636;-0,83853;0,418668;
0,474736;-0,848366;0,428446;
0,474836;-0,855143;0,435185;
0,474936;-0,858829;0,438854;
0,475036;-0,85941;0,439432;
0,475136;-0,856882;0,436917;
0,475236;-0,851255;0,431323;
0,475336;-0,842556;0,422676;
0,475436;-0,830824;0,411022;
0,475536;-0,81611;0,396419;
0,475636;-0,798481;0,378942;
0,475736;-0,778014;0,35868;
0,475836;-0,754802;0,335736;
0,475936;-0,728949;0,310226;
0,476036;-0,700568;0,282281;
0,476136;-0,669788;0,252043;
0,476236;-0,636744;0,219666;
0,476336;-0,601584;0,185316;
0,476436;-0,564464;0,149169;
0,476536;-0,525548;0,11141;
0,476636;-0,48501;0,0722318;
0,476736;-0,443028;0,0318366;
0,476836;-0,399788;-0,00956803;
0,476936;-0,355481;-0,0517684;
0,477036;-0,310301;-0,0945466;
0,477136;-0,264447;-0,137681;
0,477236;-0,218119;-0,180947;
0,477336;-0,171521;-0,224119;
0,477436;-0,124854;-0,266973;
0,477536;-0,0783222;-0,309282;
0,477636;-0,0321258;-0,350824;
0,477736;0,0135358;-0,391379;
0,477836;0,0584668;-0,430732;
0,477936;0,102476;-0,46867;
0,478036;0,145376;-0,50499;
0,478136;0,186986;-0,539495;
0,478236;0,227132;-0,571994;
0,478336;0,265647;-0,602309;
0,478436;0,302374;-0,630268;
0,478536;0,337162;-0,655712;
0,478636;0,369872;-0,678493;
0,478736;0,400375;-0,698475;
0,478836;0,428552;-0,715536;
0,478936;0,454296;-0,729567;
0,479036;0,477513;-0,740472;
0,479136;0,498119;-0,748172;
0,479236;0,516046;-0,752601;
0,479336;0,531235;-0,75371;
0,479436;0,543644;-0,751463;
0,479536;0,553242;-0,745842;
0,479636;0,560014;-0,736845;
0,479736;0,563955;-0,724486;
0,479836;0,565078;-0,708794;
0,479936;0,563406;-0,689813;
0,480036;0,558976;-0,667605;
0,480136;0,551841;-0,642247;
0,480236;0,542063;-0,613829;
0,480336;0,52972;-0,582458;
0,480436;0,514899;-0,548253;
0,480536;0,497701;-0,511349;
0,480636;0,478238;-0,471892;
0,480736;0,456631;-0,430042;
0,480836;0,433013;-0,385969;
0,480936;0,407525;-0,339855;
0,481036;0,380319;-0,291891;
0,481114;0,358015;-0,25334;
0,481214;0,328146;-0,202587;
0,481293;0,303832;-0,161891;
0,481366;0,280495;-0,123262;
0,481466;0,247787;-0,0697312;
0,481566;0,214268;-0,0154937;
0,481666;0,180125;0,0392172;
0,481766;0,145548;0,0941663;
0,481866;0,110727;0,149117;
0,481966;0,0758536;0,203831;
0,482066;0,0411183;0,258073;
0,482166;0,00671126;0,311607;
0,482266;-0,0271798;0,364202;
0,482366;-0,0603704;0,415628;
0,482466;-0,0926796;0,465662;
0,482566;-0,123932;0,514087;
0,482666;-0,153956;0,560694;
0,482766;-0,18259;0,605279;
0,482866;-0,209677;0,647648;
0,482966;-0,235068;0,68762;
0,483066;-0,258624;0,725021;
0,483166;-0,280216;0,759689;
0,483266;-0,299723;0,791476;
0,483366;-0,317037;0,820246;
0,483466;-0,33206;0,845877;
0,483566;-0,344707;0,868259;
0,483666;-0,354902;0,887301;
0,483766;-0,362586;0,902923;
0,483866;-0,367709;0,915062;
0,483966;-0,370237;0,923672;
0,484066;-0,370147;0,928721;
0,484166;-0,367431;0,930194;
0,484266;-0,362094;0,928092;
0,484366;-0,354153;0,922433;
0,484466;-0,343641;0,913249;
0,484566;-0,330602;0,900591;
0,484666;-0,315095;0,884523;
0,484766;-0,297188;0,865125;
0,484866;-0,276966;0,842493;
0,484966;-0,254523;0,816737;
0,485066;-0,229965;0,78798;
0,485166;-0,20341;0,756359;
0,485266;-0,174986;0,722025;
0,485366;-0,144831;0,685139;
0,485466;-0,113091;0,645874;
0,485566;-0,0799217;0,604414;
0,485666;-0,0454866;0,560953;
0,485766;-0,00995567;0,515692;
0,485866;0,0264947;0,46884;
0,485966;0,063683;0,420614;
0,486066;0,101423;0,371235;
0,486166;0,139526;0,320931;
0,486266;0,177799;0,26993;
0,486366;0,216048;0,218466;
0,486466;0,254079;0,166773;
0,486566;0,291697;0,115083;
0,486666;0,328709;0,0636309;
0,486766;0,364924;0,0126474;
0,486866;0,400155;-0,0376392;
0,486966;0,434215;-0,0870049;
0,487066;0,466926;-0,135231;
0,487166;0,498115;-0,182104;
0,487266;0,527613;-0,22742;
0,487366;0,555262;-0,27098;
0,487466;0,580908;-0,312597;
0,487566;0,60441;-0,352092;
0,487666;0,625634;-0,389299;
0,487766;0,644456;-0,42406;
0,487866;0,660765;-0,456232;
0,487966;0,674459;-0,485685;
0,488066;0,68545;-0,512303;
0,488166;0,693661;-0,53598;
0,488266;0,699027;-0,556631;
0,488366;0,701499;-0,57418;
0,488466;0,701039;-0,58857;
0,488566;0,697623;-0,599759;
0,488666;0,69124;-0,607719;
0,488766;0,681894;-0,61244;
0,488866;0,669602;-0,613926;
0,488966;0,654396;-0,612198;
0,489066;0,636319;-0,607292;
0,489166;0,61543;-0,59926;
0,489266;0,591801;-0,588169;
0,489366;0,565514;-0,5741;
0,489466;0,536666;-0,557151;
0,489566;0,505367;-0,537431;
0,489611;0,490621;-0,527756;
0,489655;0,475662;-0,517729;
0,489706;0,457726;-0,505451;
0,489806;0,421057;-0,479615;
0,489906;0,382385;-0,451477;
0,490006;0,34187;-0,421204;
0,490106;0,299672;-0,388967;
0,490206;0,255964;-0,354954;
0,490306;0,210925;-0,319354;
0,490406;0,16474;-0,282368;
0,490506;0,117601;-0,244201;
0,490606;0,0697023;-0,205066;
0,490706;0,0212441;-0,165179;
0,490806;-0,0275712;-0,124759;
0,490906;-0,07654;-0,0840276;
0,491006;-0,125457;-0,0432089;
0,491106;-0,174116;-0,00252572;
0,491206;-0,222314;0,0377994;
0,491306;-0,269849;0,0775462;
0,491406;-0,31652;0,116497;
0,491506;-0,362133;0,15444;
0,491606;-0,406495;0,191166;
0,491706;-0,449422;0,226473;
0,491806;-0,490734;0,260168;
0,491906;-0,53026;0,292064;
0,492006;-0,567834;0,321985;
0,492106;-0,603303;0,349762;
0,492206;-0,636521;0,375239;
0,492306;-0,667352;0,398272;
0,492406;-0,695672;0,418728;
0,492506;-0,721367;0,436487;
0,492606;-0,744336;0,451444;
0,492706;-0,76449;0,463506;
0,492806;-0,781753;0,472595;
0,492906;-0,796061;0,47865;
0,493006;-0,807365;0,481622;
0,493106;-0,815629;0,481479;
0,493206;-0,82083;0,478205;
0,493306;-0,82296;0,4718;
0,493406;-0,822024;0,462278;
0,493506;-0,818041;0,44967;
0,493606;-0,811044;0,434023;
0,493706;-0,80108;0,415398;
0,493806;-0,788209;0,393873;
0,493906;-0,772502;0,369537;
0,494006;-0,754046;0,342498;
0,494106;-0,732938;0,312874;
0,494206;-0,709288;0,280799;
0,494306;-0,683217;0,246418;
0,494406;-0,654856;0,209888;
0,494506;-0,624346;0,171377;
0,494606;-0,591838;0,131065;
0,494706;-0,557491;0,0891391;
0,494806;-0,521473;0,0457972;
0,494906;-0,483958;0,0012436;
0,495006;-0,445127;-0,0443102;
0,495106;-0,405164;-0,0906472;
0,495206;-0,364262;-0,137546;
0,495306;-0,322612;-0,18478;
0,495406;-0,280413;-0,232122;
0,495506;-0,237861;-0,279343;
0,495606;-0,195157;-0,326213;
0,495706;-0,152499;-0,372503;
0,495806;-0,110083;-0,417986;
0,495906;-0,0681072;-0,462438;
0,496006;-0,0267624;-0,505638;
0,496106;0,0137623;-0,547371;
0,496206;0,0532831;-0,587429;
0,496306;0,0916219;-0,62561;
0,496406;0,128607;-0,661719;
0,496506;0,164074;-0,695573;
0,496606;0,197867;-0,726996;
0,496706;0,229838;-0,755825;
0,496806;0,25985;-0,781906;
0,496906;0,287775;-0,805101;
0,497006;0,313495;-0,825281;
0,497106;0,336906;-0,842333;
0,497206;0,357912;-0,856158;
0,497306;0,376434;-0,866672;
0,497406;0,392401;-0,873804;
0,497506;0,405757;-0,8775;
0,497606;0,41646;-0,877723;
0,497706;0,424479;-0,874449;
0,497806;0,429799;-0,867673;
0,497906;0,432416;-0,857403;
0,498006;0,432342;-0,843667;
0,498106;0,4296;-0,826505;
0,498206;0,424228;-0,805975;
0,498306;0,416277;-0,78215;
0,498406;0,405809;-0,755119;
0,498506;0,392901;-0,724985;
0,498606;0,377642;-0,691865;
0,498706;0,360129;-0,655891;
0,498806;0,340474;-0,617207;
0,498906;0,318799;-0,575971;
0,499006;0,295235;-0,532352;
0,499106;0,269922;-0,48653;
0,499206;0,243009;-0,438695;
0,499306;0,214655;-0,389047;
0,499406;0,185023;-0,337793;
0,499506;0,154284;-0,285151;
0,499606;0,122614;-0,231341;
0,499706;0,0901941;-0,176591;
0,499806;0,0572079;-0,121133;
0,499906;0,023843;-0,0652027;
0,500006;-0,00971156;-0,00903657;
0,500106;-0,0432659;0,0471266;
0,500206;-0,07663;0,103048;
0,500306;-0,109615;0,158491;
0,500406;-0,142033;0,213221;
0,500506;-0,173701;0,267004;
0,500606;-0,204437;0,319615;
0,500706;-0,234066;0,370831;
0,500806;-0,262416;0,420437;
0,500884;-0,283583;0,45796;
0,500957;-0,302504;0,491944;
0,501053;-0,325876;0,53465;
0,501153;-0,34857;0,577117;
0,501253;-0,369311;0,617116;
0,501353;-0,387973;0,654484;
0,501453;-0,404441;0,689069;
0,501553;-0,418607;0,720733;
0,501653;-0,430379;0,749351;
0,501753;-0,439674;0,774814;
0,501853;-0,446422;0,797024;
0,501953;-0,450565;0,815901;
0,502053;-0,45206;0,83138;
0,502153;-0,450874;0,84341;
0,502253;-0,446991;0,851958;
0,502353;-0,440405;0,857006;
0,502453;-0,431127;0,858551;
0,502553;-0,419178;0,856609;
0,502653;-0,404595;0,851209;
0,502753;-0,387427;0,842398;
0,502853;-0,367736;0,830237;
0,502953;-0,345597;0,814804;
0,503053;-0,321099;0,796189;
0,503153;-0,294339;0,774501;
0,503253;-0,26543;0,749858;
0,503353;-0,234494;0,722395;
0,503453;-0,201662;0,692257;
0,503553;-0,167078;0,659603;
0,503653;-0,130894;0,624603;
0,503753;-0,0932688;0,587436;
0,503853;-0,0543708;0,548292;
0,503953;-0,0143749;0,507367;
0,504053;0,026538;0,464868;
0,504153;0,0681818;0,421008;
0,504253;0,110366;0,376002;
0,504353;0,152896;0,330075;
0,504453;0,195576;0,283451;
0,504553;0,238207;0,236359;
0,504653;0,280591;0,189028;
0,504753;0,322529;0,141688;
0,504853;0,363822;0,094568;
0,504953;0,404277;0,0478946;
0,505053;0,443701;0,0018916;
0,505153;0,481905;-0,0432213;
0,505253;0,518705;-0,0872297;
0,505353;0,553926;-0,129925;
0,505453;0,587395;-0,171107;
0,505553;0,618949;-0,210582;
0,505653;0,648432;-0,248167;
0,505753;0,675698;-0,283687;
0,505853;0,700611;-0,316979;
0,505953;0,723044;-0,347893;
0,506053;0,742882;-0,376288;
0,506153;0,76002;-0,402038;
0,506253;0,774367;-0,425031;
0,506353;0,785844;-0,445168;
0,506453;0,794383;-0,462364;
0,506553;0,799931;-0,476549;
0,506653;0,802448;-0,48767;
0,506753;0,801909;-0,495688;
0,506853;0,798299;-0,50058;
0,506953;0,791621;-0,502339;
0,507053;0,78189;-0,500972;
0,507153;0,769134;-0,496503;
0,507253;0,753397;-0,488973;
0,507353;0,734734;-0,478437;
0,507453;0,713214;-0,464963;
0,507553;0,688921;-0,448638;
0,507653;0,66195;-0,429559;
0,507753;0,632406;-0,40784;
0,507853;0,60041;-0,383608;
0,507953;0,56609;-0,356999;
0,508053;0,529588;-0,328166;
0,508153;0,491053;-0,297269;
0,508253;0,450645;-0,264482;
0,508353;0,408531;-0,229985;
0,508453;0,364888;-0,193969;
0,508553;0,319897;-0,156632;
0,508653;0,273747;-0,118178;
0,508753;0,226631;-0,0788196;
0,508853;0,178747;-0,0387705;
0,508953;0,130295;0,00175018;
0,509053;0,0814803;0,0425208;
0,509153;0,0325062;0,0833185;
0,509253;-0,0164217;0,12392;
0,509353;-0,0650984;0,164102;
0,509453;-0,113321;0,203644;
0,509553;-0,160888;0,242328;
0,509653;-0,207601;0,279941;
0,509753;-0,253268;0,316272;
0,509853;-0,297699;0,351118;
0,509953;-0,340713;0,384284;
0,510053;-0,382134;0,415582;
0,510153;-0,421793;0,444832;
0,510253;-0,459531;0,471865;
0,510353;-0,495198;0,496522;
0,510453;-0,528652;0,518656;
0,510553;-0,559764;0,538131;
0,510653;-0,588414;0,554826;
0,510753;-0,614495;0,56863;
0,510853;-0,637912;0,579451;
0,510953;-0,65858;0,587205;
0,511053;-0,676431;0,59183;
0,511153;-0,691407;0,593273;
0,511188;-0,696026;0,593013;
0,511236;-0,701622;0,592029;
0,511283;-0,706503;0,59034;
0,511377;-0,714308;0,584819;
0,511477;-0,719746;0,575802;
0,511577;-0,722217;0,563563;
0,511677;-0,721738;0,548136;
0,511777;-0,718336;0,529568;
0,511877;-0,712054;0,507922;
0,511977;-0,702945;0,483277;
0,512077;-0,691079;0,455725;
0,512177;-0,676535;0,425375;
0,512277;-0,659406;0,392348;
0,512377;-0,639798;0,356778;
0,512477;-0,617825;0,318814;
0,512577;-0,593615;0,278616;
0,512677;-0,567303;0,236354;
0,512777;-0,539036;0,19221;
0,512877;-0,508967;0,146375;
0,512977;-0,47726;0,0990498;
0,513077;-0,444084;0,0504419;
0,513177;-0,409614;0,000766148;
0,513277;-0,374032;-0,0497567;
0,513377;-0,337523;-0,100901;
0,513477;-0,300277;-0,152438;
0,513577;-0,262485;-0,204135;
0,513677;-0,224341;-0,255759;
0,513777;-0,18604;-0,307076;
0,513877;-0,147776;-0,357852;
0,513977;-0,109743;-0,407856;
0,514077;-0,072132;-0,456858;
0,514177;-0,0351317;-0,504634;
0,514277;0,00107318;-0,550964;
0,514377;0,0363026;-0,595633;
0,514477;0,070382;-0,638434;
0,514577;0,103143;-0,679169;
0,514677;0,134426;-0,717647;
0,514777;0,164077;-0,753688;
0,514877;0,191952;-0,787123;
0,514977;0,217916;-0,817794;
0,515077;0,241846;-0,845554;
0,515177;0,263626;-0,870271;
0,515277;0,283153;-0,891825;
0,515377;0,300338;-0,910113;
0,515477;0,3151;-0,925043;
0,515577;0,327374;-0,93654;
0,515677;0,337105;-0,944544;
0,515777;0,344253;-0,949011;
0,515877;0,348791;-0,949914;
0,515977;0,350704;-0,94724;
0,516077;0,349992;-0,940993;
0,516177;0,346667;-0,931195;
0,516277;0,340756;-0,91788;
0,516377;0,332299;-0,901103;
0,516477;0,321347;-0,88093;
0,516577;0,307967;-0,857445;
0,516677;0,292234;-0,830748;
0,516777;0,27424;-0,80095;
0,516877;0,254085;-0,768178;
0,516977;0,231882;-0,732573;
0,517077;0,207754;-0,694289;
0,517177;0,181833;-0,653489;
0,517277;0,154262;-0,610351;
0,517377;0,125192;-0,565062;
0,517477;0,0947814;-0,517817;
0,517577;0,0631956;-0,468821;
0,517677;0,0306069;-0,418289;
0,517777;-0,0028073;-0,366438;
0,517877;-0,0368649;-0,313495;
0,517977;-0,0713802;-0,259688;
0,518077;-0,106165;-0,205251;
0,518177;-0,141028;-0,150421;
0,518277;-0,17578;-0,0954327;
0,518377;-0,210227;-0,040525;
0,518477;-0,244181;0,0140661;
0,518577;-0,277454;0,068106;
0,518677;-0,309858;0,121363;
0,518777;-0,341214;0,173611;
0,518877;-0,371343;0,224626;
0,518977;-0,400074;0,274194;
0,519077;-0,427242;0,322105;
0,519177;-0,452689;0,36816;
0,519277;-0,476264;0,412166;
0,519377;-0,497826;0,453944;
0,519477;-0,517243;0,493321;
0,519577;-0,534394;0,53014;
0,519659;-0,54677;0,558516;
0,519734;-0,556597;0,582729;
0,519787;-0,562603;0,598643;
0,519842;-0,568164;0,614533;
0,519894;-0,572651;0,628595;
0,519994;-0,579254;0,65329;
0,520094;-0,583143;0,674818;
0,520194;-0,584266;0,693103;
0,520294;-0,582589;0,708089;
0,520394;-0,578091;0,719733;
0,520494;-0,570764;0,728009;
0,520594;-0,560612;0,732908;
0,520694;-0,547655;0,734436;
0,520794;-0,531927;0,732613;
0,520894;-0,513472;0,727478;
0,520994;-0,492351;0,719085;
0,521094;-0,468635;0,707501;
0,521194;-0,442411;0,692809;
0,521294;-0,413775;0,675109;
0,521394;-0,382836;0,654513;
0,521494;-0,349716;0,631144;
0,521594;-0,314545;0,605143;
0,521694;-0,277465;0,576659;
0,521794;-0,238627;0,545854;
0,521894;-0,198192;0,512901;
0,521994;-0,156327;0,477981;
0,522094;-0,113209;0,441287;
0,522194;-0,0690187;0,403017;
0,522294;-0,0239443;0,363377;
0,522394;0,0218215;0,32258;
0,522494;0,0680824;0,280841;
0,522594;0,114639;0,238381;
0,522694;0,161289;0,195425;
0,522794;0,207831;0,152197;
0,522894;0,254061;0,108923;
0,522994;0,299777;0,0658285;
0,523094;0,344779;0,0231369;
0,523194;0,38887;-0,0189308;
0,523294;0,431854;-0,0601571;
0,523394;0,473543;-0,10033;
0,523494;0,513752;-0,139242;
0,523594;0,552302;-0,176694;
0,523694;0,589024;-0,212495;
0,523794;0,623754;-0,24646;
0,523894;0,656338;-0,278416;
0,523994;0,686631;-0,308199;
0,524094;0,714497;-0,335659;
0,524194;0,739812;-0,360655;
0,524294;0,762464;-0,38306;
0,524394;0,782351;-0,40276;
0,524494;0,799385;-0,419654;
0,524594;0,813488;-0,433658;
0,524694;0,824599;-0,444699;
0,524794;0,832668;-0,452721;
0,524894;0,837657;-0,457685;
0,524994;0,839546;-0,459565;
0,525094;0,838325;-0,458351;
0,525194;0,834;-0,454049;
0,525294;0,826589;-0,446682;
0,525394;0,816128;-0,436287;
0,525494;0,802661;-0,422917;
0,525594;0,786249;-0,406639;
0,525694;0,766966;-0,387537;
0,525794;0,744897;-0,365708;
0,525894;0,720141;-0,341262;
0,525994;0,692809;-0,314325;
0,526094;0,663022;-0,285033;
0,526194;0,630913;-0,253537;
0,526294;0,596625;-0,219996;
0,526394;0,56031;-0,184583;
0,526494;0,52213;-0,147479;
0,526594;0,482253;-0,108874;
0,526694;0,440856;-0,0689655;
0,526794;0,398122;-0,0279599;
0,526894;0,35424;0,0139321;
0,526994;0,309403;0,056494;
0,527094;0,263809;0,0995055;
0,527194;0,217656;0,142744;
0,527294;0,171146;0,185983;
0,527394;0,124484;0,228998;
0,527494;0,0778705;0,271564;
0,527594;0,0315085;0,313456;
0,527694;-0,0144021;0,354453;
0,527794;-0,0596642;0,394337;
0,527894;-0,104084;0,432895;
0,527994;-0,147473;0,469921;
0,528094;-0,189647;0,505213;
0,528194;-0,23043;0,538579;
0,528294;-0,269651;0,569834;
0,528394;-0,307149;0,598804;
0,528494;-0,34277;0,625324;
0,528594;-0,376371;0,649243;
0,528694;-0,407818;0,670418;
0,528794;-0,436987;0,688723;
0,528894;-0,463767;0,704041;
0,528994;-0,488058;0,716272;
0,529094;-0,509772;0,725329;
0,529194;-0,528833;0,731141;
0,529294;-0,54518;0,733652;
0,529394;-0,558764;0,732819;
0,529494;-0,569547;0,728619;
0,529594;-0,577509;0,721042;
0,529694;-0,582641;0,710095;
0,529794;-0,584947;0,6958;
0,529894;-0,584447;0,678197;
0,529994;-0,581172;0,657338;
0,530094;-0,575168;0,633295;
0,530194;-0,566493;0,606152;
0,530294;-0,555219;0,57601;
0,530394;-0,541429;0,542982;
0,530494;-0,525218;0,507196;
0,530594;-0,506694;0,468794;
0,530694;-0,485973;0,427931;
0,530794;-0,463184;0,384772;
0,530894;-0,438466;0,339493;
0,530994;-0,411963;0,292284;
0,531094;-0,383833;0,24334;
0,531174;-0,360345;0,203211;
0,531249;-0,337506;0,164719;
0,531348;-0,306458;0,113097;
0,531448;-0,27392;0,059722;
0,531548;-0,240537;0,00559832;
0,531648;-0,206496;-0,0490426;
0,531748;-0,171985;-0,103965;
0,531848;-0,137195;-0,158934;
0,531948;-0,102317;-0,21371;
0,532048;-0,0675413;-0,268057;
0,532148;-0,0330592;-0,32174;
0,532248;0,000941731;-0,374526;
0,532348;0,0342759;-0,426186;
0,532448;0,0667621;-0,476495;
0,532548;0,0982233;-0,525235;
0,532648;0,128488;-0,572194;
0,532748;0,157392;-0,617169;
0,532848;0,184777;-0,659964;
0,532948;0,210493;-0,700394;
0,533048;0,2344;-0,738284;
0,533148;0,256366;-0,773471;
0,533248;0,276268;-0,805803;
0,533348;0,293997;-0,835142;
0,533448;0,309452;-0,861364;
0,533548;0,322545;-0,884356;
0,533648;0,3332;-0,904024;
0,533748;0,341354;-0,920285;
0,533848;0,346955;-0,933075;
0,533948;0,349966;-0,942342;
0,534048;0,350363;-0,948053;
0,534148;0,348134;-0,95019;
0,534248;0,343282;-0,94875;
0,534348;0,335823;-0,943749;
0,534448;0,325785;-0,935216;
0,534548;0,31321;-0,923198;
0,534648;0,298156;-0,907757;
0,534748;0,280688;-0,88897;
0,534848;0,260889;-0,86693;
0,534948;0,23885;-0,841744;
0,535048;0,214676;-0,813534;
0,535148;0,188482;-0,782433;
0,535248;0,160395;-0,74859;
0,535348;0,13055;-0,712165;
0,535448;0,0990921;-0,673328;
0,535548;0,0661759;-0,632261;
0,535648;0,031963;-0,589156;
0,535748;-0,00337776;-0,544213;
0,535848;-0,0396712;-0,49764;
0,535948;-0,0767365;-0,449652;
0,536048;-0,114389;-0,400471;
0,536148;-0,152438;-0,350321;
0,536248;-0,190694;-0,299432;
0,536348;-0,228962;-0,248036;
0,536448;-0,267048;-0,196367;
0,536548;-0,304758;-0,144659;
0,536648;-0,341897;-0,0931454;
0,536748;-0,378275;-0,0420577;
0,536848;-0,413701;0,00837524;
0,536948;-0,447993;0,0579285;
0,537048;-0,480968;0,106382;
0,537148;-0,512451;0,153522;
0,537248;-0,542276;0,199142;
0,537348;-0,570279;0,243042;
0,537448;-0,596308;0,285034;
0,537548;-0,620218;0,324935;
0,537648;-0,641874;0,362578;
0,537748;-0,66115;0,397804;
0,537848;-0,677933;0,430467;
0,537948;-0,69212;0,460434;
0,538048;-0,703618;0,487585;
0,538148;-0,71235;0,511816;
0,538248;-0,718248;0,533034;
0,538348;-0,72126;0,551163;
0,538448;-0,721346;0,566143;
0,538548;-0,718479;0,577928;
0,538648;-0,712647;0,586488;
0,538748;-0,70385;0,59181;
0,538848;-0,692102;0,593895;
0,538948;-0,677434;0,592761;
0,539048;-0,659886;0,588441;
0,539148;-0,639514;0,580984;
0,539248;-0,616386;0,570454;
0,539348;-0,590585;0,556932;
0,539448;-0,562205;0,540509;
0,539548;-0,531351;0,521293;
0,539648;-0,498143;0,499407;
0,539684;-0,485574;0,490857;
0,539731;-0,468774;0,479232;
0,539778;-0,451502;0,467068;
0,539872;-0,415616;0,441196;
0,539972;-0,375702;0,411622;
0,540072;-0,334052;0,380027;
0,540172;-0,290832;0,346591;
0,540272;-0,246221;0,311503;
0,540372;-0,200401;0,27496;
0,540472;-0,153562;0,237168;
0,540572;-0,105896;0,198335;
0,540672;-0,0576043;0,158677;
0,540772;-0,00888627;0,118411;
0,540872;0,0400536;0,0777597;
0,540972;0,0890108;0,0369455;
0,541072;0,13778;-0,00380819;
0,541172;0,186156;-0,0442786;
0,541272;0,233936;-0,0842445;
0,541372;0,28092;-0,123487;
0,541472;0,326911;-0,161793;
0,541572;0,371715;-0,198951;
0,541672;0,415146;-0,234758;
0,541772;0,457021;-0,269017;
0,541872;0,497166;-0,301539;
0,541972;0,535415;-0,332144;
0,542072;0,57161;-0,36066;
0,542172;0,605601;-0,386928;
0,542272;0,63725;-0,410799;
0,542372;0,666428;-0,432137;
0,542472;0,693018;-0,450817;
0,542572;0,716916;-0,466728;
0,542672;0,738026;-0,479773;
0,542772;0,75627;-0,489871;
