time;V(/Bias_Out)1;V(/VoutN)1;V(/VoutP)1;
0,103323;2,50619;2,49553;2,49693;
0,103333;2,50619;2,49553;2,49693;
0,103343;2,50619;2,49553;2,49693;
0,103353;2,50619;2,49553;2,49693;
0,103363;2,50619;2,49553;2,49693;
0,103373;2,50619;2,49553;2,49693;
0,103383;2,50619;2,49553;2,49693;
0,103393;2,50619;2,49553;2,49693;
0,103403;2,50619;2,49553;2,49693;
0,103413;2,50619;2,49553;2,49693;
0,103423;2,50619;2,49553;2,49693;
0,103433;2,50619;2,49553;2,49693;
0,103443;2,50619;2,49553;2,49693;
0,103453;2,50619;2,49553;2,49693;
0,103463;2,50619;2,49553;2,49693;
0,103473;2,50619;2,49553;2,49693;
0,103483;2,50619;2,49553;2,49693;
0,103493;2,50619;2,49553;2,49693;
0,103503;2,50619;2,49553;2,49693;
0,103513;2,50619;2,49553;2,49693;
0,103523;2,50619;2,49553;2,49693;
0,103533;2,50619;2,49553;2,49693;
0,103543;2,50619;2,49553;2,49693;
0,103553;2,50619;2,49553;2,49693;
0,103563;2,50619;2,49553;2,49693;
0,103573;2,50619;2,49553;2,49693;
0,103583;2,50619;2,49553;2,49693;
0,103593;2,50619;2,49553;2,49693;
0,103603;2,50619;2,49553;2,49693;
0,103613;2,50619;2,49553;2,49693;
0,103623;2,50619;2,49553;2,49693;
0,103633;2,50619;2,49553;2,49693;
0,103643;2,50619;2,49553;2,49693;
0,103653;2,50619;2,49553;2,49693;
0,103663;2,50619;2,49553;2,49693;
0,103673;2,50619;2,49553;2,49693;
0,103683;2,50619;2,49553;2,49693;
0,103693;2,50619;2,49553;2,49693;
0,103703;2,50619;2,49553;2,49693;
0,103713;2,50619;2,49553;2,49693;
0,103723;2,50619;2,49553;2,49692;
0,103733;2,50619;2,49553;2,49692;
0,103743;2,50619;2,49553;2,49692;
0,103753;2,50619;2,49553;2,49692;
0,103763;2,50619;2,49553;2,49692;
0,103773;2,50619;2,49553;2,49692;
0,103783;2,50619;2,49553;2,49692;
0,103793;2,50619;2,49553;2,49692;
0,103803;2,50619;2,49553;2,49692;
0,103813;2,50619;2,49553;2,49692;
0,103823;2,50619;2,49553;2,49692;
0,103833;2,50619;2,49553;2,49692;
0,103843;2,50619;2,49553;2,49692;
0,103853;2,50619;2,49553;2,49692;
