time;V(/Bias_Out)1;V(/VoutN)1;V(/VoutP)1;
0,295572;2,50611;2,49543;2,49673;
0,295582;2,50639;2,4956;2,49691;
0,295592;2,50643;2,49576;2,49706;
0,295602;2,50634;2,49558;2,49688;
0,295612;2,50611;2,49543;2,49673;
0,295622;2,50639;2,4956;2,4969;
0,295632;2,50643;2,49576;2,49706;
0,295642;2,50634;2,49559;2,49688;
0,295652;2,50611;2,49543;2,49673;
0,295662;2,50639;2,49561;2,4969;
0,295672;2,50643;2,49576;2,49705;
0,295682;2,50634;2,49559;2,49688;
0,295692;2,50611;2,49543;2,49672;
0,295702;2,50639;2,49561;2,4969;
0,295712;2,50643;2,49576;2,49705;
0,295722;2,50634;2,49559;2,49688;
0,295732;2,50611;2,49544;2,49672;
0,295742;2,50639;2,49561;2,4969;
0,295752;2,50643;2,49577;2,49705;
0,295762;2,50634;2,49559;2,49687;
0,295772;2,50611;2,49544;2,49672;
0,295782;2,50639;2,49561;2,49689;
0,295792;2,50643;2,49577;2,49705;
0,295802;2,50634;2,49559;2,49687;
0,295812;2,50611;2,49544;2,49672;
0,295822;2,50639;2,49562;2,49689;
0,295832;2,50643;2,49577;2,49704;
0,295842;2,50634;2,4956;2,49687;
0,295852;2,50611;2,49544;2,49672;
0,295862;2,50639;2,49562;2,49689;
0,295872;2,50643;2,49577;2,49704;
0,295882;2,50634;2,4956;2,49687;
0,295892;2,50611;2,49544;2,49671;
0,295902;2,50639;2,49562;2,49689;
0,295912;2,50643;2,49577;2,49704;
0,295922;2,50634;2,4956;2,49686;
0,295932;2,50611;2,49545;2,49671;
0,295942;2,50639;2,49562;2,49688;
0,295952;2,50643;2,49578;2,49704;
0,295962;2,50634;2,4956;2,49686;
0,295972;2,50611;2,49545;2,49671;
0,295982;2,50639;2,49562;2,49688;
0,295992;2,50643;2,49578;2,49703;
0,296002;2,50634;2,4956;2,49686;
0,296012;2,50611;2,49545;2,4967;
0,296022;2,50639;2,49563;2,49688;
0,296032;2,50643;2,49578;2,49703;
0,296042;2,50634;2,49561;2,49686;
0,296052;2,50611;2,49545;2,4967;
0,296062;2,50639;2,49563;2,49688;
0,296072;2,50643;2,49578;2,49703;
0,296082;2,50634;2,49561;2,49685;
0,296092;2,50611;2,49546;2,4967;
0,296102;2,50639;2,49563;2,49687;
0,296112;2,50643;2,49579;2,49703;
0,296122;2,50634;2,49561;2,49685;
0,296132;2,50611;2,49546;2,4967;
0,296142;2,50639;2,49563;2,49687;
0,296152;2,50643;2,49579;2,49702;
0,296162;2,50634;2,49561;2,49685;
0,296172;2,50611;2,49546;2,49669;
0,296182;2,50639;2,49564;2,49687;
0,296192;2,50643;2,49579;2,49702;
0,296202;2,50634;2,49562;2,49685;
0,296212;2,50611;2,49546;2,49669;
0,296222;2,50639;2,49564;2,49686;
0,296232;2,50643;2,49579;2,49702;
0,296242;2,50634;2,49562;2,49684;
0,296252;2,50611;2,49547;2,49669;
0,296262;2,50639;2,49564;2,49686;
0,296272;2,50643;2,4958;2,49701;
0,296282;2,50634;2,49562;2,49684;
0,296292;2,50611;2,49547;2,49668;
0,296302;2,50639;2,49564;2,49686;
0,296312;2,50643;2,4958;2,49701;
0,296322;2,50634;2,49562;2,49684;
0,296332;2,50611;2,49547;2,49668;
0,296342;2,50639;2,49565;2,49686;
0,296352;2,50643;2,4958;2,49701;
0,296362;2,50634;2,49563;2,49683;
0,296372;2,50611;2,49547;2,49668;
0,296382;2,50639;2,49565;2,49685;
0,296392;2,50643;2,4958;2,49701;
0,296402;2,50634;2,49563;2,49683;
0,296412;2,50611;2,49548;2,49668;
0,296422;2,50639;2,49565;2,49685;
0,296432;2,50643;2,49581;2,497;
0,296442;2,50634;2,49563;2,49683;
0,296452;2,50611;2,49548;2,49667;
0,296462;2,50639;2,49565;2,49685;
0,296472;2,50643;2,49581;2,497;
0,296482;2,50634;2,49563;2,49682;
0,296492;2,50611;2,49548;2,49667;
0,296502;2,50639;2,49566;2,49684;
0,296512;2,50643;2,49581;2,497;
0,296522;2,50634;2,49564;2,49682;
0,296532;2,50611;2,49548;2,49667;
0,296542;2,50639;2,49566;2,49684;
0,296552;2,50643;2,49581;2,49699;
0,296562;2,50634;2,49564;2,49682;
0,296572;2,50611;2,49549;2,49666;
0,296582;2,50639;2,49566;2,49684;
0,296592;2,50643;2,49582;2,49699;
0,296602;2,50634;2,49564;2,49681;
0,296612;2,50611;2,49549;2,49666;
0,296622;2,50639;2,49566;2,49683;
0,296632;2,50643;2,49582;2,49699;
0,296642;2,50634;2,49565;2,49681;
0,296652;2,50611;2,49549;2,49666;
0,296662;2,50639;2,49567;2,49683;
0,296672;2,50643;2,49582;2,49698;
0,296682;2,50634;2,49565;2,49681;
0,296692;2,50611;2,4955;2,49665;
0,296702;2,50639;2,49567;2,49683;
0,296712;2,50643;2,49582;2,49698;
0,296722;2,50634;2,49565;2,4968;
0,296732;2,50611;2,4955;2,49665;
0,296742;2,50639;2,49567;2,49682;
0,296752;2,50643;2,49583;2,49698;
0,296762;2,50634;2,49565;2,4968;
0,296772;2,50611;2,4955;2,49665;
0,296782;2,50639;2,49568;2,49682;
0,296792;2,50643;2,49583;2,49697;
0,296802;2,50634;2,49566;2,4968;
0,296812;2,50611;2,4955;2,49664;
0,296822;2,50639;2,49568;2,49682;
0,296832;2,50643;2,49583;2,49697;
0,296842;2,50634;2,49566;2,49679;
0,296852;2,50611;2,49551;2,49664;
0,296862;2,50639;2,49568;2,49681;
0,296872;2,50643;2,49584;2,49696;
0,296882;2,50634;2,49566;2,49679;
0,296892;2,50611;2,49551;2,49664;
0,296902;2,50639;2,49569;2,49681;
0,296912;2,50643;2,49584;2,49696;
0,296922;2,50634;2,49567;2,49679;
0,296932;2,50611;2,49551;2,49663;
0,296942;2,50639;2,49569;2,4968;
0,296952;2,50643;2,49584;2,49696;
0,296962;2,50634;2,49567;2,49678;
0,296972;2,50611;2,49552;2,49663;
0,296982;2,50639;2,49569;2,4968;
0,296992;2,50643;2,49585;2,49695;
0,297002;2,50634;2,49567;2,49678;
0,297012;2,50611;2,49552;2,49662;
0,297022;2,50639;2,49569;2,4968;
0,297032;2,50643;2,49585;2,49695;
0,297042;2,50634;2,49568;2,49678;
0,297052;2,50611;2,49552;2,49662;
0,297062;2,50639;2,4957;2,49679;
0,297072;2,50643;2,49585;2,49695;
0,297082;2,50634;2,49568;2,49677;
0,297092;2,50611;2,49553;2,49662;
0,297102;2,50639;2,4957;2,49679;
0,297112;2,50643;2,49586;2,49694;
0,297122;2,50634;2,49568;2,49677;
0,297132;2,50611;2,49553;2,49661;
0,297142;2,50639;2,4957;2,49679;
0,297152;2,50643;2,49586;2,49694;
0,297162;2,50634;2,49569;2,49676;
0,297172;2,50611;2,49553;2,49661;
0,297182;2,50639;2,49571;2,49678;
0,297192;2,50643;2,49586;2,49694;
0,297202;2,50634;2,49569;2,49676;
0,297212;2,50611;2,49554;2,49661;
0,297222;2,50639;2,49571;2,49678;
0,297232;2,50643;2,49587;2,49693;
0,297242;2,50634;2,49569;2,49676;
0,297252;2,50611;2,49554;2,4966;
0,297262;2,50639;2,49571;2,49677;
0,297272;2,50643;2,49587;2,49693;
0,297282;2,50634;2,4957;2,49675;
0,297292;2,50611;2,49554;2,4966;
0,297302;2,50639;2,49572;2,49677;
0,297312;2,50643;2,49587;2,49692;
0,297322;2,50634;2,4957;2,49675;
0,297332;2,50611;2,49555;2,49659;
0,297342;2,50639;2,49572;2,49677;
0,297352;2,50643;2,49588;2,49692;
0,297362;2,50634;2,4957;2,49674;
0,297372;2,50611;2,49555;2,49659;
0,297382;2,50639;2,49572;2,49676;
0,297392;2,50643;2,49588;2,49692;
0,297402;2,50634;2,49571;2,49674;
0,297412;2,50611;2,49555;2,49659;
0,297422;2,50639;2,49573;2,49676;
0,297432;2,50643;2,49588;2,49691;
0,297442;2,50634;2,49571;2,49674;
0,297452;2,50611;2,49556;2,49658;
0,297462;2,50639;2,49573;2,49675;
0,297472;2,50643;2,49589;2,49691;
0,297482;2,50634;2,49571;2,49673;
0,297492;2,50611;2,49556;2,49658;
0,297502;2,50639;2,49573;2,49675;
0,297512;2,50643;2,49589;2,4969;
0,297522;2,50634;2,49572;2,49673;
0,297532;2,50611;2,49556;2,49657;
0,297542;2,50639;2,49574;2,49675;
0,297552;2,50643;2,49589;2,4969;
0,297562;2,50634;2,49572;2,49672;
0,297572;2,50611;2,49557;2,49657;
0,297582;2,50639;2,49574;2,49674;
0,297592;2,50643;2,4959;2,49689;
0,297602;2,50634;2,49572;2,49672;
0,297612;2,50611;2,49557;2,49657;
0,297622;2,50639;2,49575;2,49674;
0,297632;2,50643;2,4959;2,49689;
0,297642;2,50634;2,49573;2,49672;
0,297652;2,50611;2,49557;2,49656;
0,297662;2,50639;2,49575;2,49673;
0,297672;2,50643;2,4959;2,49689;
0,297682;2,50634;2,49573;2,49671;
0,297692;2,50611;2,49558;2,49656;
0,297702;2,50639;2,49575;2,49673;
0,297712;2,50643;2,49591;2,49688;
0,297722;2,50634;2,49573;2,49671;
0,297732;2,50611;2,49558;2,49655;
0,297742;2,50639;2,49576;2,49673;
0,297752;2,50643;2,49591;2,49688;
0,297762;2,50634;2,49574;2,4967;
0,297772;2,50611;2,49559;2,49655;
0,297782;2,50639;2,49576;2,49672;
0,297792;2,50643;2,49591;2,49687;
0,297802;2,50634;2,49574;2,4967;
0,297812;2,50611;2,49559;2,49654;
0,297822;2,50639;2,49576;2,49672;
0,297832;2,50643;2,49592;2,49687;
0,297842;2,50634;2,49575;2,49669;
0,297852;2,50611;2,49559;2,49654;
0,297862;2,50639;2,49577;2,49671;
0,297872;2,50643;2,49592;2,49686;
0,297882;2,50634;2,49575;2,49669;
0,297892;2,50611;2,4956;2,49653;
0,297902;2,50639;2,49577;2,49671;
0,297912;2,50643;2,49593;2,49686;
0,297922;2,50634;2,49575;2,49668;
0,297932;2,50611;2,4956;2,49653;
0,297942;2,50639;2,49578;2,4967;
0,297952;2,50643;2,49593;2,49686;
0,297962;2,50634;2,49576;2,49668;
0,297972;2,50611;2,4956;2,49653;
0,297982;2,50639;2,49578;2,4967;
0,297992;2,50643;2,49593;2,49685;
0,298002;2,50634;2,49576;2,49668;
0,298012;2,50611;2,49561;2,49652;
0,298022;2,50639;2,49578;2,49669;
0,298032;2,50643;2,49594;2,49685;
0,298042;2,50634;2,49576;2,49667;
0,298052;2,50611;2,49561;2,49652;
0,298062;2,50639;2,49579;2,49669;
0,298072;2,50643;2,49594;2,49684;
0,298082;2,50634;2,49577;2,49667;
0,298092;2,50611;2,49562;2,49651;
0,298102;2,50639;2,49579;2,49668;
0,298112;2,50643;2,49595;2,49684;
0,298122;2,50634;2,49577;2,49666;
0,298132;2,50611;2,49562;2,49651;
0,298142;2,50639;2,49579;2,49668;
0,298152;2,50643;2,49595;2,49683;
0,298162;2,50634;2,49578;2,49666;
0,298172;2,50611;2,49562;2,4965;
0,298182;2,50639;2,4958;2,49668;
0,298192;2,50643;2,49595;2,49683;
0,298202;2,50634;2,49578;2,49665;
0,298212;2,50611;2,49563;2,4965;
0,298222;2,50639;2,4958;2,49667;
0,298232;2,50643;2,49596;2,49682;
0,298242;2,50634;2,49578;2,49665;
0,298252;2,50611;2,49563;2,49649;
0,298262;2,50639;2,49581;2,49667;
0,298272;2,50643;2,49596;2,49682;
0,298282;2,50634;2,49579;2,49664;
0,298292;2,50611;2,49564;2,49649;
0,298302;2,50639;2,49581;2,49666;
0,298312;2,50643;2,49597;2,49681;
0,298322;2,50634;2,49579;2,49664;
0,298332;2,50611;2,49564;2,49648;
0,298342;2,50639;2,49581;2,49666;
0,298352;2,50643;2,49597;2,49681;
0,298362;2,50634;2,4958;2,49663;
0,298372;2,50611;2,49564;2,49648;
0,298382;2,50639;2,49582;2,49665;
0,298392;2,50643;2,49597;2,4968;
0,298402;2,50634;2,4958;2,49663;
0,298412;2,50611;2,49565;2,49647;
0,298422;2,50639;2,49582;2,49665;
0,298432;2,50643;2,49598;2,4968;
0,298442;2,50634;2,4958;2,49662;
0,298452;2,50611;2,49565;2,49647;
0,298462;2,50639;2,49583;2,49664;
0,298472;2,50643;2,49598;2,49679;
0,298482;2,50634;2,49581;2,49662;
0,298492;2,50611;2,49566;2,49646;
0,298502;2,50639;2,49583;2,49664;
0,298512;2,50643;2,49599;2,49679;
0,298522;2,50634;2,49581;2,49661;
0,298532;2,50611;2,49566;2,49646;
0,298542;2,50639;2,49584;2,49663;
0,298552;2,50643;2,49599;2,49678;
0,298562;2,50634;2,49582;2,49661;
0,298572;2,50611;2,49567;2,49645;
0,298582;2,50639;2,49584;2,49663;
0,298592;2,50643;2,49599;2,49678;
0,298602;2,50634;2,49582;2,4966;
0,298612;2,50611;2,49567;2,49645;
0,298622;2,50639;2,49584;2,49662;
0,298632;2,50643;2,496;2,49677;
0,298642;2,50634;2,49583;2,4966;
0,298652;2,50611;2,49567;2,49644;
0,298662;2,50639;2,49585;2,49662;
0,298672;2,50643;2,496;2,49677;
0,298682;2,50634;2,49583;2,49659;
0,298692;2,50611;2,49568;2,49644;
0,298702;2,50639;2,49585;2,49661;
0,298712;2,50643;2,49601;2,49676;
0,298722;2,50634;2,49583;2,49659;
0,298732;2,50611;2,49568;2,49643;
0,298742;2,50639;2,49586;2,49661;
0,298752;2,50643;2,49601;2,49676;
0,298762;2,50634;2,49584;2,49658;
0,298772;2,50611;2,49569;2,49643;
0,298782;2,50639;2,49586;2,4966;
0,298792;2,50643;2,49602;2,49675;
0,298802;2,50634;2,49584;2,49658;
0,298812;2,50611;2,49569;2,49642;
0,298822;2,50639;2,49587;2,4966;
0,298832;2,50643;2,49602;2,49675;
0,298842;2,50634;2,49585;2,49657;
0,298852;2,50611;2,4957;2,49642;
0,298862;2,50639;2,49587;2,49659;
0,298872;2,50643;2,49602;2,49674;
0,298882;2,50634;2,49585;2,49657;
0,298892;2,50611;2,4957;2,49641;
0,298902;2,50639;2,49587;2,49659;
0,298912;2,50643;2,49603;2,49674;
0,298922;2,50634;2,49586;2,49656;
0,298932;2,50611;2,4957;2,49641;
0,298942;2,50639;2,49588;2,49658;
0,298952;2,50643;2,49603;2,49673;
0,298962;2,50634;2,49586;2,49656;
0,298972;2,50611;2,49571;2,4964;
0,298982;2,50639;2,49588;2,49658;
0,298992;2,50643;2,49604;2,49673;
0,299002;2,50634;2,49586;2,49655;
0,299012;2,50611;2,49571;2,4964;
0,299022;2,50639;2,49589;2,49657;
0,299032;2,50643;2,49604;2,49672;
0,299042;2,50634;2,49587;2,49655;
0,299052;2,50611;2,49572;2,49639;
0,299062;2,50639;2,49589;2,49657;
0,299072;2,50643;2,49605;2,49672;
0,299082;2,50634;2,49587;2,49654;
0,299092;2,50611;2,49572;2,49639;
0,299102;2,50639;2,4959;2,49656;
0,299112;2,50643;2,49605;2,49671;
0,299122;2,50634;2,49588;2,49654;
0,299132;2,50611;2,49573;2,49638;
0,299142;2,50639;2,4959;2,49656;
0,299152;2,50643;2,49606;2,49671;
0,299162;2,50634;2,49588;2,49653;
0,299172;2,50611;2,49573;2,49638;
0,299182;2,50639;2,49591;2,49655;
0,299192;2,50643;2,49606;2,4967;
0,299202;2,50634;2,49589;2,49653;
0,299212;2,50611;2,49574;2,49637;
0,299222;2,50639;2,49591;2,49654;
0,299232;2,50643;2,49606;2,4967;
0,299242;2,50634;2,49589;2,49652;
0,299252;2,50611;2,49574;2,49637;
0,299262;2,50639;2,49591;2,49654;
0,299272;2,50643;2,49607;2,49669;
0,299282;2,50634;2,4959;2,49652;
0,299292;2,50611;2,49574;2,49636;
0,299302;2,50639;2,49592;2,49653;
0,299312;2,50643;2,49607;2,49669;
0,299322;2,50634;2,4959;2,49651;
0,299332;2,50611;2,49575;2,49636;
0,299342;2,50639;2,49592;2,49653;
0,299352;2,50643;2,49608;2,49668;
0,299362;2,50634;2,49591;2,49651;
0,299372;2,50611;2,49575;2,49635;
0,299382;2,50639;2,49593;2,49652;
0,299392;2,50643;2,49608;2,49667;
0,299402;2,50634;2,49591;2,4965;
0,299412;2,50611;2,49576;2,49635;
0,299422;2,50639;2,49593;2,49652;
0,299432;2,50643;2,49609;2,49667;
0,299442;2,50634;2,49592;2,49649;
0,299452;2,50611;2,49576;2,49634;
0,299462;2,50639;2,49594;2,49651;
0,299472;2,50643;2,49609;2,49666;
0,299482;2,50634;2,49592;2,49649;
0,299492;2,50611;2,49577;2,49633;
0,299502;2,50639;2,49594;2,49651;
0,299512;2,50643;2,4961;2,49666;
0,299522;2,50634;2,49592;2,49648;
0,299532;2,50611;2,49577;2,49633;
0,299542;2,50639;2,49595;2,4965;
0,299552;2,50643;2,4961;2,49665;
0,299562;2,50634;2,49593;2,49648;
0,299572;2,50611;2,49578;2,49632;
0,299582;2,50639;2,49595;2,4965;
0,299592;2,50643;2,49611;2,49665;
0,299602;2,50634;2,49593;2,49647;
0,299612;2,50611;2,49578;2,49632;
0,299622;2,50639;2,49596;2,49649;
0,299632;2,50643;2,49611;2,49664;
0,299642;2,50634;2,49594;2,49647;
0,299652;2,50611;2,49579;2,49631;
0,299662;2,50639;2,49596;2,49648;
0,299672;2,50643;2,49612;2,49664;
0,299682;2,50634;2,49594;2,49646;
0,299692;2,50611;2,49579;2,49631;
0,299702;2,50639;2,49597;2,49648;
0,299712;2,50643;2,49612;2,49663;
0,299722;2,50634;2,49595;2,49646;
0,299732;2,50611;2,4958;2,4963;
0,299742;2,50639;2,49597;2,49647;
0,299752;2,50643;2,49613;2,49662;
0,299762;2,50634;2,49595;2,49645;
0,299772;2,50611;2,4958;2,4963;
0,299782;2,50639;2,49598;2,49647;
0,299792;2,50643;2,49613;2,49662;
0,299802;2,50634;2,49596;2,49644;
0,299812;2,50611;2,49581;2,49629;
0,299822;2,50639;2,49598;2,49646;
0,299832;2,50643;2,49613;2,49661;
0,299842;2,50634;2,49596;2,49644;
0,299852;2,50611;2,49581;2,49628;
0,299862;2,50639;2,49599;2,49646;
0,299872;2,50643;2,49614;2,49661;
0,299882;2,50634;2,49597;2,49643;
0,299892;2,50611;2,49582;2,49628;
0,299902;2,50639;2,49599;2,49645;
0,299912;2,50643;2,49614;2,4966;
0,299922;2,50634;2,49597;2,49643;
0,299932;2,50611;2,49582;2,49627;
0,299942;2,50639;2,49599;2,49645;
0,299952;2,50643;2,49615;2,4966;
0,299962;2,50634;2,49598;2,49642;
0,299972;2,50611;2,49583;2,49627;
0,299982;2,50639;2,496;2,49644;
0,299992;2,50643;2,49615;2,49659;
0,300002;2,50634;2,49598;2,49642;
0,300012;2,50611;2,49583;2,49626;
0,300022;2,50639;2,496;2,49643;
0,300032;2,50643;2,49616;2,49659;
0,300042;2,50634;2,49599;2,49641;
0,300052;2,50611;2,49583;2,49626;
0,300062;2,50639;2,49601;2,49643;
0,300072;2,50643;2,49616;2,49658;
0,300082;2,50634;2,49599;2,4964;
0,300092;2,50611;2,49584;2,49625;
0,300102;2,50639;2,49601;2,49642;
0,300112;2,50643;2,49617;2,49657;
0,300122;2,50634;2,496;2,4964;
0,300132;2,50611;2,49584;2,49624;
0,300142;2,50639;2,49602;2,49642;
0,300152;2,50643;2,49617;2,49657;
0,300162;2,50634;2,496;2,49639;
0,300172;2,50611;2,49585;2,49624;
0,300182;2,50639;2,49602;2,49641;
0,300192;2,50643;2,49618;2,49656;
0,300202;2,50634;2,49601;2,49639;
0,300212;2,50611;2,49585;2,49623;
0,300222;2,50639;2,49603;2,49641;
0,300232;2,50643;2,49618;2,49656;
0,300242;2,50634;2,49601;2,49638;
0,300252;2,50611;2,49586;2,49623;
0,300262;2,50639;2,49603;2,4964;
0,300272;2,50643;2,49619;2,49655;
0,300282;2,50634;2,49602;2,49638;
0,300292;2,50611;2,49586;2,49622;
0,300302;2,50639;2,49604;2,49639;
0,300312;2,50643;2,49619;2,49654;
0,300322;2,50634;2,49602;2,49637;
0,300332;2,50611;2,49587;2,49622;
0,300342;2,50639;2,49604;2,49639;
0,300352;2,50643;2,4962;2,49654;
0,300362;2,50634;2,49603;2,49636;
0,300372;2,50611;2,49587;2,49621;
0,300382;2,50639;2,49605;2,49638;
0,300392;2,50643;2,4962;2,49653;
0,300402;2,50634;2,49603;2,49636;
0,300412;2,50611;2,49588;2,4962;
0,300422;2,50639;2,49605;2,49638;
0,300432;2,50643;2,49621;2,49653;
0,300442;2,50634;2,49604;2,49635;
0,300452;2,50611;2,49588;2,4962;
0,300462;2,50639;2,49606;2,49637;
0,300472;2,50643;2,49621;2,49652;
0,300482;2,50634;2,49604;2,49635;
0,300492;2,50611;2,49589;2,49619;
0,300502;2,50639;2,49606;2,49636;
0,300512;2,50643;2,49622;2,49652;
0,300522;2,50634;2,49605;2,49634;
0,300532;2,50611;2,49589;2,49619;
0,300542;2,50639;2,49607;2,49636;
0,300552;2,50643;2,49622;2,49651;
0,300562;2,50634;2,49605;2,49633;
0,300572;2,50611;2,4959;2,49618;
0,300582;2,50639;2,49607;2,49635;
0,300592;2,50643;2,49623;2,4965;
0,300602;2,50634;2,49606;2,49633;
0,300612;2,50611;2,4959;2,49617;
0,300622;2,50639;2,49608;2,49635;
0,300632;2,50643;2,49623;2,4965;
0,300642;2,50634;2,49606;2,49632;
0,300652;2,50611;2,49591;2,49617;
0,300662;2,50639;2,49608;2,49634;
0,300672;2,50643;2,49624;2,49649;
0,300682;2,50634;2,49607;2,49632;
0,300692;2,50611;2,49591;2,49616;
0,300702;2,50639;2,49609;2,49633;
0,300712;2,50643;2,49624;2,49649;
0,300722;2,50634;2,49607;2,49631;
0,300732;2,50611;2,49592;2,49616;
0,300742;2,50639;2,49609;2,49633;
0,300752;2,50643;2,49625;2,49648;
0,300762;2,50634;2,49608;2,49631;
0,300772;2,50611;2,49592;2,49615;
0,300782;2,50639;2,4961;2,49632;
0,300792;2,50643;2,49625;2,49647;
0,300802;2,50634;2,49608;2,4963;
0,300812;2,50611;2,49593;2,49615;
0,300822;2,50639;2,4961;2,49632;
0,300832;2,50643;2,49626;2,49647;
0,300842;2,50634;2,49609;2,49629;
0,300852;2,50611;2,49593;2,49614;
0,300862;2,50639;2,49611;2,49631;
0,300872;2,50643;2,49626;2,49646;
0,300882;2,50634;2,49609;2,49629;
0,300892;2,50611;2,49594;2,49613;
0,300902;2,50639;2,49611;2,49631;
0,300912;2,50643;2,49627;2,49646;
0,300922;2,50634;2,4961;2,49628;
0,300932;2,50611;2,49594;2,49613;
0,300942;2,50639;2,49612;2,4963;
0,300952;2,50643;2,49627;2,49645;
0,300962;2,50634;2,4961;2,49628;
0,300972;2,50611;2,49595;2,49612;
0,300982;2,50639;2,49612;2,49629;
0,300992;2,50643;2,49628;2,49644;
0,301002;2,50634;2,49611;2,49627;
0,301012;2,50611;2,49595;2,49612;
0,301022;2,50639;2,49613;2,49629;
0,301032;2,50643;2,49628;2,49644;
0,301042;2,50634;2,49611;2,49626;
0,301052;2,50611;2,49596;2,49611;
0,301062;2,50639;2,49613;2,49628;
0,301072;2,50643;2,49629;2,49643;
0,301082;2,50634;2,49612;2,49626;
0,301092;2,50611;2,49597;2,4961;
0,301102;2,50639;2,49614;2,49628;
0,301112;2,50643;2,49629;2,49643;
0,301122;2,50634;2,49612;2,49625;
0,301132;2,50611;2,49597;2,4961;
0,301142;2,50639;2,49614;2,49627;
0,301152;2,50643;2,4963;2,49642;
0,301162;2,50634;2,49613;2,49625;
0,301172;2,50611;2,49598;2,49609;
0,301182;2,50639;2,49615;2,49626;
0,301192;2,50643;2,4963;2,49641;
0,301202;2,50634;2,49613;2,49624;
0,301212;2,50611;2,49598;2,49609;
0,301222;2,50639;2,49615;2,49626;
0,301232;2,50643;2,49631;2,49641;
0,301242;2,50634;2,49614;2,49623;
0,301252;2,50611;2,49599;2,49608;
0,301262;2,50639;2,49616;2,49625;
0,301272;2,50643;2,49631;2,4964;
0,301282;2,50634;2,49614;2,49623;
0,301292;2,50611;2,49599;2,49607;
0,301302;2,50639;2,49617;2,49625;
0,301312;2,50643;2,49632;2,4964;
0,301322;2,50634;2,49615;2,49622;
0,301332;2,50611;2,496;2,49607;
0,301342;2,50639;2,49617;2,49624;
0,301352;2,50643;2,49632;2,49639;
0,301362;2,50634;2,49615;2,49622;
0,301372;2,50611;2,496;2,49606;
0,301382;2,50639;2,49618;2,49623;
0,301392;2,50643;2,49633;2,49638;
0,301402;2,50634;2,49616;2,49621;
0,301412;2,50611;2,49601;2,49606;
0,301422;2,50639;2,49618;2,49623;
0,301432;2,50643;2,49633;2,49638;
0,301442;2,50634;2,49616;2,4962;
0,301452;2,50611;2,49601;2,49605;
0,301462;2,50639;2,49619;2,49622;
0,301472;2,50643;2,49634;2,49637;
0,301482;2,50634;2,49617;2,4962;
0,301492;2,50611;2,49602;2,49604;
0,301502;2,50639;2,49619;2,49622;
0,301512;2,50643;2,49634;2,49637;
0,301522;2,50634;2,49617;2,49619;
0,301532;2,50611;2,49602;2,49604;
0,301542;2,50639;2,4962;2,49621;
0,301552;2,50643;2,49635;2,49636;
0,301562;2,50634;2,49618;2,49619;
0,301572;2,50611;2,49603;2,49603;
0,301582;2,50639;2,4962;2,4962;
0,301592;2,50643;2,49635;2,49635;
0,301602;2,50634;2,49618;2,49618;
0,301612;2,50611;2,49603;2,49603;
0,301622;2,50639;2,49621;2,4962;
0,301632;2,50643;2,49636;2,49635;
0,301642;2,50634;2,49619;2,49617;
0,301652;2,50611;2,49604;2,49602;
0,301662;2,50639;2,49621;2,49619;
0,301672;2,50643;2,49636;2,49634;
0,301682;2,50634;2,49619;2,49617;
0,301692;2,50611;2,49604;2,49601;
0,301702;2,50639;2,49622;2,49619;
0,301712;2,50643;2,49637;2,49634;
0,301722;2,50634;2,4962;2,49616;
0,301732;2,50611;2,49605;2,49601;
0,301742;2,50639;2,49622;2,49618;
0,301752;2,50643;2,49638;2,49633;
0,301762;2,50634;2,4962;2,49616;
0,301772;2,50611;2,49605;2,496;
0,301782;2,50639;2,49623;2,49617;
0,301792;2,50643;2,49638;2,49632;
0,301802;2,50634;2,49621;2,49615;
0,301812;2,50611;2,49606;2,496;
0,301822;2,50639;2,49623;2,49617;
0,301832;2,50643;2,49639;2,49632;
0,301842;2,50634;2,49621;2,49614;
0,301852;2,50611;2,49606;2,49599;
0,301862;2,50639;2,49624;2,49616;
0,301872;2,50643;2,49639;2,49631;
0,301882;2,50634;2,49622;2,49614;
0,301892;2,50611;2,49607;2,49598;
0,301902;2,50639;2,49624;2,49616;
0,301912;2,50643;2,4964;2,49631;
0,301922;2,50634;2,49622;2,49613;
0,301932;2,50611;2,49607;2,49598;
0,301942;2,50639;2,49625;2,49615;
0,301952;2,50643;2,4964;2,4963;
0,301962;2,50634;2,49623;2,49613;
0,301972;2,50611;2,49608;2,49597;
0,301982;2,50639;2,49625;2,49614;
0,301992;2,50643;2,49641;2,49629;
0,302002;2,50634;2,49623;2,49612;
0,302012;2,50611;2,49608;2,49597;
0,302022;2,50639;2,49626;2,49614;
0,302032;2,50643;2,49641;2,49629;
0,302042;2,50634;2,49624;2,49611;
0,302052;2,50611;2,49609;2,49596;
0,302062;2,50639;2,49626;2,49613;
0,302072;2,50643;2,49642;2,49628;
0,302082;2,50634;2,49624;2,49611;
0,302092;2,50611;2,49609;2,49595;
0,302102;2,50639;2,49627;2,49613;
0,302112;2,50643;2,49642;2,49628;
0,302122;2,50634;2,49625;2,4961;
0,302132;2,50611;2,4961;2,49595;
0,302142;2,50639;2,49627;2,49612;
0,302152;2,50643;2,49643;2,49627;
0,302162;2,50634;2,49625;2,4961;
0,302172;2,50611;2,4961;2,49594;
0,302182;2,50639;2,49628;2,49611;
0,302192;2,50643;2,49643;2,49626;
0,302202;2,50634;2,49626;2,49609;
0,302212;2,50611;2,49611;2,49594;
